,atletas.pontos_num,atletas.preco_num,atletas.status_id,atletas.rodada_id,atletas.entrou_em_campo,atletas.variacao_num,atletas.jogos_num,atletas.clube_id,atletas.atleta_id,atletas.apelido_abreviado,atletas.slug,atletas.nome,atletas.clube.id.full.name,atletas.posicao_id,atletas.apelido,atletas.media_num,atletas.foto,atletas.minimo_para_valorizar,A,CA,DS,FC,FD,FF,FS,FT,G,I,CV,PS,DE,GS,SG,PP,PC,DP,V,GC
255,0.0,11.58,7,24,False,0.0,20,275,94509,R. Veiga,raphael-veiga,Raphael Cavalcante Veiga,Palmeiras,4,Raphael Veiga,4.72,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,,3.0,3.0,13.0,11.0,19.0,29.0,31.0,,2.0,4.0,1.0,,,,,1.0,,,,
256,0.0,13.52,5,24,False,0.0,20,262,94583,Pedro,pedro,Pedro Guilherme Abreu dos Santos,Flamengo,5,Pedro,7.84,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,,5.0,3.0,15.0,13.0,15.0,10.0,24.0,2.0,10.0,3.0,,1.0,,,,1.0,,,,
257,0.0,4.0,6,24,False,0.0,0,276,94786,J. Méndez,jhegson-mendez,Jhegson Sebastián Méndez Carabalí,São Paulo,4,Jhegson Méndez,0.0,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_PUzvx3f.png,,,,,,,,,,,,,,,,,,,,,
258,0.5,2.34,7,24,True,-0.04,17,282,94845,Battaglia,battaglia,Rodrigo Andrés Battaglia,Atlético-MG,4,Battaglia,1.09,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,,,3.0,17.0,21.0,3.0,3.0,9.0,1.0,,,2.0,,,,,,,,,
259,-0.1,3.25,7,24,True,-0.23,11,1371,94931,L. Fernandes,lucas-fernandes,Lucas Fernandes da Silva,Cuiabá,4,Lucas Fernandes,1.09,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,,,1.0,4.0,6.0,4.0,2.0,7.0,,,,,,,,,,,,,
260,0.0,10.84,5,24,False,0.0,14,280,94968,J. Capixaba,juninho-capixaba,Luis Antônio da Rocha Júnior,Bragantino,2,Juninho Capixaba,5.18,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,,,3.0,41.0,18.0,2.0,3.0,24.0,,,1.0,,,,,3.0,,,,,
261,0.0,3.55,6,24,False,0.0,12,286,95131,G. Taliari,gabriel-taliari,Gabriel Pereira Taliari,Juventude,5,Gabriel Taliari,2.4,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,,2.0,,3.0,7.0,2.0,1.0,17.0,2.0,,3.0,,,,,,,,,,
262,2.0,3.98,7,24,True,-0.67,21,263,95464,Gregore,gregore,Gregore de Magalhães da Silva,Botafogo,4,Gregore,2.24,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,,1.0,5.0,44.0,59.0,3.0,3.0,10.0,,,1.0,,1.0,,,,,,,,
263,0.0,5.71,6,24,False,0.0,18,276,95466,I. Vinícius,igor-vinicius,Igor Vinícius de Souza,São Paulo,2,Igor Vinícius,4.07,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,,2.0,3.0,28.0,13.0,1.0,1.0,27.0,1.0,,1.0,1.0,,,,5.0,,1.0,,,1.0
264,1.7,6.44,6,24,True,-0.18,21,264,95556,Raniele,raniele,Raniele Almeida Melo,Corinthians,4,Raniele,3.72,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,,,6.0,52.0,22.0,7.0,6.0,24.0,1.0,,1.0,,,,,,,,,,
265,3.3,3.97,7,24,True,0.38,16,288,95738,Trauco,trauco,Miguel Ángel Trauco Saavedra,Criciúma,2,Trauco,1.73,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,,,2.0,11.0,8.0,1.0,5.0,1.0,,1.0,,,,,,1.0,,,,,
266,3.5,2.07,7,24,True,0.52,9,288,95878,T. Figueiredo,tobias-figueiredo,Tobias Pereira Figueiredo,Criciúma,3,Tobias Figueiredo,0.63,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,,,2.0,4.0,8.0,1.0,2.0,5.0,,,,,,,,,,,,,
267,0.8,2.17,7,24,True,-0.17,11,287,96089,Machado,machado,Luiz Filipe da Rosa Machado - Felipe,Vitória,4,Machado,0.85,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_lcvtaws.png,,,2.0,6.0,10.0,3.0,2.0,4.0,,,,,,,,,,,,,
268,0.8,6.81,6,24,True,-0.19,14,266,96340,Lima,lima,Vinicius Moreira de Lima,Fluminense,4,Lima,2.87,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,,,2.0,10.0,10.0,1.0,8.0,25.0,,2.0,,1.0,,,,,,,,,
269,4.6,6.1,7,24,True,-0.12,4,264,96342,Charles,charles,Charles Rigon Mattos,Corinthians,4,Charles,4.02,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_B0JwXGp.png,,,2.0,13.0,8.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,
270,0.0,9.3,7,24,False,0.0,20,283,96610,M. Pereira,matheus-pereira,Matheus Fellipe Costa Pereira,Cruzeiro,4,Matheus Pereira,6.08,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,,4.0,6.0,9.0,20.0,11.0,19.0,58.0,2.0,5.0,6.0,,,,,,,,,,
271,0.9,3.89,6,24,True,0.0,18,262,96652,Allan,allan,Allan Rodrigues de Souza,Flamengo,4,Allan,1.74,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,,,3.0,25.0,20.0,3.0,2.0,12.0,,,,,,,,,,1.0,,,
272,2.63,8.26,7,24,True,-0.23,22,282,96673,G. Milito,gabriel-milito,Gabriel Alejandro Milito,Atlético-MG,6,Gabriel Milito,4.73,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,,,,,,,,,,,,,,,,,,,,7.0,
273,2.6,6.92,7,24,True,-0.21,18,282,96725,Saravia,saravia,Renzo Saravia,Atlético-MG,2,Saravia,4.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,,,2.0,38.0,31.0,1.0,2.0,22.0,,,1.0,,,,,5.0,,1.0,,,
274,0.0,2.34,5,24,False,0.0,4,287,96793,Camutanga,camutanga,Cleidson Andrade da Souza Silva,Vitória,3,Camutanga,0.63,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,,,1.0,3.0,3.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,
275,0.0,3.32,2,24,False,0.0,10,262,96831,Carlinhos,carlinhos,Carlos Moisés de Lima,Flamengo,5,Carlinhos,2.21,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,,,1.0,3.0,6.0,2.0,4.0,,,2.0,3.0,,,,,,,,,,
276,-0.1,5.06,6,24,True,-0.56,19,283,96966,A. Gomes,arthur-gomes,Arthur Gomes Lourenço,Cruzeiro,5,Arthur Gomes,3.01,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_0C3TGei.png,,1.0,1.0,14.0,22.0,10.0,8.0,13.0,1.0,2.0,11.0,,,,,,,,,,
277,0.9,2.85,6,24,True,-0.25,4,288,97133,Dudu,dudu,Luís Eduardo Marques dos Santos,Criciúma,2,Dudu,0.58,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_k6f9iFp.png,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,
278,2.3,8.7,7,24,True,-0.18,13,284,97145,Villasanti,villasanti,Mathías Adalberto Villasanti Rolón,Grêmio,4,Villasanti,4.57,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,,1.0,2.0,37.0,21.0,2.0,1.0,14.0,,1.0,,,,,,,,,,,
279,0.0,4.19,3,24,False,0.0,6,373,97245,Janderson,janderson,Janderson Santos de Souza,Atlético-GO,5,Janderson,2.1,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,,,2.0,8.0,10.0,3.0,3.0,10.0,,,,1.0,,,,,,,,,
280,5.95,9.42,7,24,True,-0.35,22,265,97341,R. Ceni,rogerio-ceni,Rogério Mücke Ceni,Bahia,6,Rogério Ceni,5.11,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,,,,,,,,,,,,,,,,,,,,10.0,
281,0.0,3.0,6,24,False,0.0,0,286,97443,Romércio,romercio,Romércio Pereira da Conceição,Juventude,3,Romércio,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_2Luig7d.png,,,,,,,,,,,,,,,,,,,,,
282,5.3,6.65,2,24,True,-0.24,10,263,97468,Marçal,marcal,Fernando Marçal de Oliveira,Botafogo,2,Marçal,4.59,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,,,4.0,15.0,11.0,1.0,,12.0,,1.0,,,,,,4.0,,,,,
283,0.0,4.57,6,24,False,0.0,21,373,97520,Shaylon,shaylon,Shaylon Kallyson Cardozo - Cardoso,Atlético-GO,4,Shaylon,2.38,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,,1.0,2.0,13.0,10.0,6.0,13.0,3.0,1.0,2.0,,,,,,,1.0,,,,
284,0.5,4.79,7,24,True,-0.32,19,287,97522,W. Lepo,willean-lepo,William Bernardo Willemen - Willeam Lepu,Vitória,2,Willean Lepo,3.46,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,,,2.0,40.0,14.0,3.0,3.0,16.0,,,2.0,,,,,2.0,,,,,
285,0.2,6.22,6,24,True,-0.82,16,264,97642,F. Torres,felix-torres,Félix Eduardo Torres Caicedo,Corinthians,3,Félix Torres,2.89,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,,,2.0,19.0,20.0,1.0,1.0,3.0,1.0,,1.0,,,,,5.0,,,,,
286,13.9,10.9,7,24,True,2.29,16,275,97653,Murilo,murilo,Murilo Cerqueira Paim,Palmeiras,3,Murilo,3.72,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,,,3.0,13.0,20.0,1.0,6.0,4.0,,1.0,1.0,1.0,,,,8.0,,,,,
287,11.5,5.38,6,24,True,1.85,11,276,97810,Erick,erick,Erick de Arruda Serafim,São Paulo,5,Erick,1.76,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,,1.0,1.0,4.0,3.0,,2.0,6.0,,1.0,,,,,,,,1.0,,,
288,-0.3,7.01,6,24,True,-1.06,15,262,97867,L. Ortiz,leo-ortiz,Leonardo Rech Ortiz,Flamengo,3,Léo Ortiz,3.31,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,,2.0,2.0,19.0,8.0,1.0,4.0,4.0,,,,,,,,3.0,,,,,
289,5.0,6.04,6,24,True,0.02,7,265,97868,Iago,iago,Iago Amaral Borduchi,Bahia,2,Iago,3.56,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,,,,4.0,2.0,2.0,1.0,5.0,,,,,,,,3.0,,,,,
290,5.2,5.41,7,24,True,0.68,12,285,97900,Vitão,vitao,Vitor Eduardo da Silva Matos,Internacional,3,Vitão,2.88,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,,,3.0,7.0,12.0,2.0,3.0,6.0,,,,,,,,5.0,,,,,
291,0.0,3.56,7,24,False,0.0,9,286,97908,L. Oyama,luis-oyama,Luís Felipe Oyama,Juventude,4,Luís Oyama,2.17,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,,,,6.0,4.0,2.0,2.0,3.0,,1.0,,,,,,,,,,,
292,-0.3,6.9,7,24,True,-0.2,20,293,98022,Erick,erick,Erick Luis Conrado de Carvalho,Athlético-PR,4,Erick,4.07,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,,1.0,1.0,39.0,24.0,5.0,11.0,18.0,2.0,1.0,1.0,,,,,,,,,,
293,1.4,2.8,6,24,True,-0.22,16,264,98225,P. Raul,pedro-raul,Pedro Raul Garay da Silva,Corinthians,5,Pedro Raul,1.32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,,,2.0,12.0,10.0,4.0,4.0,8.0,,,2.0,,,,,,,,,,
294,7.1,6.15,7,24,True,0.48,22,263,98280,Bastos,bastos,Bartolomeu Jacinto Quissanga,Botafogo,3,Bastos,4.01,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,,,3.0,21.0,22.0,1.0,8.0,4.0,,3.0,1.0,,,,,8.0,,1.0,,,
295,5.4,3.87,7,24,True,0.06,17,265,98484,Kanu,kanu,Victor Hugo Soares dos Santos,Bahia,3,Kanu,2.17,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,,,7.0,8.0,21.0,1.0,,19.0,,,,,,,,6.0,,,,,
296,5.6,7.85,7,24,True,0.06,21,265,98517,J. Lucas,jean-lucas,Jean Lucas de Souza Oliveira,Bahia,4,Jean Lucas,5.04,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,,4.0,4.0,27.0,26.0,10.0,24.0,36.0,,2.0,1.0,,,,,,,,,,
297,7.1,5.98,7,24,True,1.13,10,356,98619,Kuscevic,kuscevic,Benjamín Kuščević Jaramillo,Fortaleza,3,Kuscevic,3.69,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,,,1.0,9.0,8.0,2.0,1.0,3.0,,1.0,2.0,1.0,,,,4.0,,,,,
298,0.0,7.41,7,24,False,0.0,15,263,98672,Savarino,savarino,Jefferson David Savarino Quintero,Botafogo,5,Savarino,4.09,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,,3.0,3.0,1.0,6.0,11.0,4.0,4.0,,4.0,3.0,,,,,,,,,,
299,-0.3,5.29,7,24,True,-0.26,17,293,98909,Cuello,cuello,Tomás Esteban Cuello,Athlético-PR,5,Cuello,3.33,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,,2.0,2.0,12.0,13.0,9.0,10.0,12.0,2.0,1.0,5.0,,,,,,,,,,
300,0.0,4.63,5,24,False,0.0,9,262,98974,Viña,vina,Matías Nicolás Viña Susperreguy,Flamengo,2,Viña,1.39,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,,,1.0,5.0,4.0,1.0,2.0,2.0,,,,,,,,1.0,,,,,
301,10.8,6.28,6,24,True,2.23,3,285,98975,Rogel,rogel,Agustín Maximiliano Rogel Paita,Internacional,3,Rogel,4.63,https://s.sde.globo.com/media/person_role/2024/08/21/photo_FORMATO_4ujTjKe.png,,,,3.0,3.0,3.0,2.0,2.0,,,,,,,,1.0,,,,,
302,11.5,12.95,7,24,True,0.46,21,267,99198,Vegetti,vegetti,Pablo Vegetti,Vasco,5,Vegetti,6.55,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,,1.0,4.0,11.0,26.0,16.0,31.0,50.0,2.0,8.0,17.0,,2.0,,,,2.0,,,,
303,0.0,4.51,6,24,False,0.0,9,267,99213,P. Rodríguez,puma-rodriguez,José Luis Rodríguez Bebanz,Vasco,2,Puma Rodríguez,2.43,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,,,,9.0,2.0,,2.0,,,,,,,,,2.0,,,,,
304,0.0,12.84,7,24,False,0.0,10,262,99228,D. Cruz,de-la-cruz,Diego Nicolás de la Cruz Arcosa,Flamengo,4,De la Cruz,7.74,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,,2.0,1.0,22.0,13.0,5.0,8.0,29.0,1.0,2.0,,,,,,,,,,,
305,0.0,6.45,7,24,False,0.0,4,373,99234,G. Freitas,gonzalo-freitas,Gonzalo Gastón Freitas Silva,Atlético-GO,4,Gonzalo Freitas,5.3,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_uebM1kx.png,,,2.0,13.0,7.0,5.0,4.0,3.0,,,,,,,,,,1.0,,,
306,0.0,7.88,7,24,True,-1.19,18,356,99267,Pochettino,pochettino,Tomás Pochettino,Fortaleza,4,Pochettino,5.41,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,,6.0,4.0,23.0,15.0,4.0,7.0,14.0,,4.0,2.0,,,,,,,1.0,,,
307,0.0,4.0,7,24,False,0.0,14,263,99274,A. Barboza,alexander-barboza,Alexander Nahuel Barboza Ullúa,Botafogo,3,Alexander Barboza,2.78,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,,,6.0,12.0,18.0,3.0,6.0,1.0,,,1.0,1.0,,,,6.0,,,,,
308,1.7,7.98,7,24,True,-2.38,6,283,99316,Dinenno,dinenno,Juan Ignacio Dinenno de Cara,Cruzeiro,5,Dinenno,4.95,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,,,1.0,1.0,1.0,3.0,1.0,3.0,,3.0,1.0,,,,,,,,,,
309,5.04,9.66,7,24,True,0.22,21,276,99366,L. Zubeldía,luis-zubeldia,Luis Francisco Zubeldía,São Paulo,6,Luis Zubeldía,5.2,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_FZ4aNBC.png,,,,,,,,,,,,,,,,,,,,11.0,
310,0.0,3.21,6,24,False,0.0,5,267,99387,R. Rojas,robert-rojas,Robert Samuel Rojas Chávez,Vasco,3,Robert Rojas,1.84,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,,,,4.0,2.0,,,,,,,,,,,1.0,,,,,
311,12.2,12.6,7,24,True,3.6,1,262,99392,Michael,michael,Michael Richard Delgado de Oliveira,Flamengo,5,Michael,12.2,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_iwCejip.png,,,,1.0,,1.0,1.0,2.0,,1.0,,,,,,,,,,,
312,0.0,5.97,7,24,False,0.0,19,373,99440,Baralhas,baralhas,Gabriel Baralhas dos Santos,Atlético-GO,4,Baralhas,3.9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,,1.0,5.0,36.0,13.0,8.0,11.0,17.0,,1.0,1.0,,,,,,,,,,
313,0.0,5.18,7,24,True,-0.93,22,262,99552,Rossi,rossi,Agustín Daniel Rossi,Flamengo,1,Rossi,2.52,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,,,,,,,,4.0,,,,,,57.0,26.0,3.0,,,1.0,,
314,0.0,4.8,6,24,False,0.0,19,373,99623,G. Romão,guilherme-romao,Guilherme Kennedy Romão,Atlético-GO,2,Guilherme Romão,3.47,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,,3.0,5.0,11.0,14.0,7.0,13.0,27.0,,1.0,4.0,1.0,,,,2.0,,,,,
315,13.4,14.12,7,24,True,1.42,12,266,99815,Arias,arias,Jhon Adolfo Arias Andrade,Fluminense,4,Arias,6.63,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,,1.0,3.0,23.0,11.0,9.0,12.0,34.0,,2.0,1.0,,,,,,,,,,
316,-1.6,10.12,3,24,True,-0.4,21,282,99818,Paulinho,paulinho,Paulo Henrique Sampaio Filho,Atlético-MG,5,Paulinho,4.53,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,,1.0,3.0,20.0,10.0,11.0,8.0,14.0,,6.0,8.0,1.0,1.0,,,,,,,,
317,0.0,5.96,7,24,False,0.0,17,276,99889,A. Franco,alan-franco,Alan Javier Franco,São Paulo,3,Alan Franco,3.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,,1.0,5.0,18.0,13.0,,3.0,4.0,,,1.0,1.0,,,,7.0,,,,,1.0
318,0.0,5.8,7,24,False,0.0,4,286,100076,Carrillo,carrillo,Ronie Edmundo Carrillo Morales,Juventude,5,Carrillo,4.78,https://s.sde.globo.com/media/person_role/2024/07/12/photo_220x220_lgqGgyh.png,,,,5.0,3.0,2.0,2.0,4.0,,1.0,,,,,,,,,,,
319,0.0,7.04,5,24,False,0.0,13,282,100079,Zaracho,zaracho,Federico Matías Javier Zaracho,Atlético-MG,4,Zaracho,3.23,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,,,1.0,15.0,10.0,2.0,4.0,13.0,,2.0,1.0,,,,,,,,,,
320,0.0,6.74,6,24,False,0.0,12,282,100084,I. Gomes,igor-gomes,Igor Silveira Gomes,Atlético-MG,4,Igor Gomes,3.54,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,,2.0,3.0,11.0,12.0,3.0,3.0,12.0,2.0,1.0,,,,,,,,,,,
321,0.0,3.12,6,24,True,-0.05,20,356,100085,P. Augusto,pedro-augusto,Pedro Augusto Borges da Costa,Fortaleza,4,Pedro Augusto,1.79,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,,1.0,6.0,28.0,27.0,2.0,1.0,18.0,,,,,,,,,,1.0,,,
322,0.0,3.0,6,24,False,0.0,0,263,100453,Segovia,segovia,Luis Geovanny Segovia Vega,Botafogo,3,Segovia,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_TZ7Qc4F.png,,,,,,,,,,,,,,,,,,,,,
323,4.7,7.86,7,24,True,-0.98,18,264,100652,Y. Alberto,yuri-alberto,Yuri Alberto Monteiro da Silva,Corinthians,5,Yuri Alberto,5.02,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,,2.0,4.0,13.0,21.0,12.0,17.0,26.0,1.0,4.0,9.0,,,,,,,,,,
324,4.4,7.05,7,24,True,0.02,7,283,100742,M. Henrique,matheus-henrique,Matheus Henrique de Souza,Cruzeiro,4,Matheus Henrique,4.21,https://s.sde.globo.com/media/person_role/2024/06/25/photo_220x220_gfmexdE.png,,,2.0,11.0,8.0,3.0,7.0,7.0,,1.0,,,,,,,,,,,
325,0.0,3.9,6,24,False,0.0,3,276,100761,Liziero,liziero,Igor Matheus Liziero Pereira,São Paulo,4,Liziero,1.6,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,,,1.0,5.0,5.0,,1.0,1.0,,,,,,,,,,,,,
326,0.0,4.0,6,24,False,0.0,0,284,100830,Brenno,brenno,Brenno Oliveira Fraga Costa,Grêmio,1,Brenno,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,,,,,,,,,,,,,,,,,,,,,
327,0.0,6.0,6,24,False,0.0,0,276,100842,Ruan,ruan,Ruan Tressoldi Netto,São Paulo,3,Ruan,0.0,https://s.sde.globo.com/media/person_role/2024/08/20/photo_FORMATO_S9vlZEa.png,,,,,,,,,,,,,,,,,,,,,
328,2.1,3.6,7,24,True,-0.19,20,287,100846,L. Esteves,lucas-esteves,Lucas Esteves de Souza,Vitória,2,Lucas Esteves,2.51,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,,1.0,7.0,21.0,24.0,3.0,11.0,17.0,,1.0,7.0,,1.0,,,1.0,,,,,
329,0.0,4.97,2,24,True,-0.51,19,280,100848,L. Cândido,luan-candido,Luan Cândido de Almeida,Bragantino,3,Luan Cândido,3.13,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,,,4.0,28.0,32.0,4.0,11.0,6.0,,1.0,2.0,,,,,3.0,,,,,
330,1.5,3.92,6,24,True,-0.05,15,288,100969,R. Lopes,ronald-lopes,Ronald dos Santos Lopes,Criciúma,4,Ronald Lopes,2.13,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,,2.0,3.0,18.0,22.0,1.0,3.0,13.0,,,,,,,,,,,,,
331,0.0,3.17,7,24,False,0.0,13,373,100976,Derek,derek,Derek Freitas Ribeiro,Atlético-GO,5,Derek,1.5,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,,,1.0,9.0,8.0,1.0,3.0,7.0,,1.0,1.0,1.0,,,,,,,,,
332,0.0,3.26,6,24,False,0.0,4,266,100987,Nonato,nonato,Gustavo Nonato Santana,Fluminense,4,Nonato,0.23,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,
333,0.0,7.59,5,24,False,0.0,17,263,101002,J. Santos,junior-santos,José Antonio dos Santos Júnior,Botafogo,5,Júnior Santos,4.27,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,,2.0,2.0,8.0,16.0,13.0,14.0,15.0,1.0,3.0,16.0,,,,,,,,,,
334,0.0,8.14,7,24,False,0.0,2,373,101077,U. Louzer,umberto-louzer,Umberto Lourenço Louzer Filho,Atlético-GO,6,Umberto Louzer,5.68,https://s.sde.globo.com/media/person_role/2021/04/15/6b25bcef84ca2ca67c4b19b4e5356ca3_FORMATO.png,,,,,,,,,,,,,,,,,,,,1.0,
335,0.0,7.54,5,24,False,0.0,19,276,101290,Ferreira,ferreira,Aldemir dos Santos Ferreira,São Paulo,5,Ferreira,4.23,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,,1.0,4.0,12.0,11.0,5.0,9.0,28.0,,5.0,1.0,,1.0,,,,,,,,
336,0.0,4.23,6,24,False,0.0,15,265,101314,Ademir,ademir,Ademir da Silva Santos Júnior,Bahia,5,Ademir,2.19,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,,1.0,,9.0,5.0,2.0,4.0,10.0,,1.0,2.0,,,,,,,,,,
337,6.0,3.71,7,24,True,0.81,5,266,101319,Guga,guga,Cláudio Rodrigues Gomes,Fluminense,2,Guga,0.88,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,,,3.0,3.0,5.0,,1.0,3.0,,,,1.0,,,,1.0,,,,,
338,0.0,5.48,7,24,False,0.0,15,286,101431,D. Boza,danilo-boza,Danilo Boza Júnior,Juventude,3,Danilo Boza,3.41,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,,,1.0,8.0,2.0,4.0,6.0,5.0,,2.0,,,,,,3.0,,,,,
339,0.0,5.22,6,24,False,0.0,13,284,101573,Pepê,pepe,João Pedro Vilardi Pinto,Grêmio,4,Pepê,2.46,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,,,1.0,23.0,15.0,,3.0,21.0,,,1.0,1.0,,,,,,,,,
340,2.5,7.16,2,24,True,-0.88,8,264,101574,H. Souza,hugo-souza,Hugo de Souza Nogueira,Corinthians,1,Hugo Souza,3.93,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,,,2.0,,,,,1.0,,,,,,31.0,8.0,2.0,,,,,
