,atletas.clube.id.full.name,atletas.nome,atletas.pontos_num,atletas.apelido_abreviado,atletas.status_id,atletas.minimo_para_valorizar,atletas.media_num,atletas.clube_id,atletas.atleta_id,atletas.posicao_id,atletas.entrou_em_campo,atletas.foto,atletas.rodada_id,atletas.jogos_num,atletas.preco_num,atletas.apelido,atletas.slug,atletas.variacao_num,DS,FC,FF,FS,SG,FT,G,I,A,CA,FD,DE,CV,GS,PP,PS,PC,V,DP,GC
269,Flamengo,Allan Rodrigues de Souza,2.3,Allan,7,,2.77,262,96652,4,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,5,4,5.15,Allan,allan,-0.14,8.0,4.0,,7.0,,,,,,2.0,1.0,,,,,,,,,
270,Atlético-MG,Gabriel Alejandro Milito,6.05,G. Milito,7,,6.27,282,96673,6,True,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,5,5,9.51,Gabriel Milito,gabriel-milito,0.02,,,,,,,,,,,,,,,,,,2.0,,
271,Internacional,Fabricio Tomás Bustos Sein,0.0,Bustos,7,,2.97,285,96678,2,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_4JN6eBb.png,5,4,6.56,Bustos,bustos,0.0,5.0,3.0,1.0,4.0,1.0,,,,,1.0,,,,,,,,,,
272,Atlético-MG,Renzo Saravia,5.8,Saravia,7,,5.32,282,96725,2,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,5,5,7.86,Saravia,saravia,0.2,12.0,14.0,,5.0,3.0,,,1.0,,1.0,,,,,,,,,,
273,Vitória,Cleidson Andrade da Souza Silva,0.0,Camutanga,6,,2.0,287,96793,3,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,5,1,3.17,Camutanga,camutanga,0.0,3.0,2.0,,,,,,,,1.0,,,,,,,,,,
274,Flamengo,Carlos Moisés de Lima,0.0,Carlinhos,6,,0.5,262,96831,5,False,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_jmKsdsL.png,5,2,2.43,Carlinhos,carlinhos,0.0,,2.0,2.0,,,,,,,,,,,,,,,,,
275,Cruzeiro,Arthur Gomes Lourenço,0.0,A. Gomes,7,,3.8,283,96966,5,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_0C3TGei.png,5,4,6.32,Arthur Gomes,arthur-gomes,0.0,1.0,5.0,,5.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
276,Atlético-GO,Jony Alexander González Copete,0.0,Y. González,6,,2.0,373,97080,5,False,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_1seH9AO.png,5,2,3.93,Yony González,yony-gonzalez,0.0,1.0,,1.0,4.0,,,,,,,,,,,,,,,,
277,Fortaleza,Luís Eduardo Marques dos Santos,0.0,Dudu,6,,0.0,356,97133,2,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VyiA44m.png,5,0,4.0,Dudu,dudu,0.0,,,,,,,,,,,,,,,,,,,,
278,Grêmio,Mathías Adalberto Villasanti Rolón,0.0,Villasanti,7,,3.9,284,97145,4,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,5,4,9.32,Villasanti,villasanti,0.0,8.0,6.0,1.0,4.0,,,,,1.0,,,,,,,,,,,
279,Bahia,Rogério Mücke Ceni,5.17,R. Ceni,7,,5.23,265,97341,6,True,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,5,4,9.89,Rogério Ceni,rogerio-ceni,-0.19,,,,,,,,,,,,,,,,,,2.0,,
280,Juventude,Romércio Pereira da Conceição,0.0,Romércio,6,,0.0,286,97443,3,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_2Luig7d.png,5,0,3.0,Romércio,romercio,0.0,,,,,,,,,,,,,,,,,,,,
281,Corinthians,Gustavo Henric da Silva,0.0,G. Mosquito,7,,3.13,264,97450,5,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_6NQENP4.png,5,3,4.97,Gustavo Mosquito,gustavo-mosquito,-0.64,3.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,
282,Botafogo,Fernando Marçal de Oliveira,0.0,Marçal,6,,1.2,263,97468,2,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,5,1,4.53,Marçal,marcal,0.0,1.0,,,,,,,,,,,,,,,,,,,
283,Atlético-GO,Shaylon Kallyson Cardozo - Cardoso,0.0,Shaylon,7,,1.1,373,97520,4,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,5,4,4.35,Shaylon,shaylon,0.0,2.0,1.0,2.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,
284,Vitória,William Bernardo Willemen - Willeam Lepu,0.0,W. Lepo,6,,0.6,287,97522,2,True,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_0lR2onJ.png,5,2,3.35,Willean Lepo,willean-lepo,-0.29,1.0,,,,,,,,,,,,,,,,,,,
285,Bahia,Óscar Eduardo Estupiñán Vallesilla,0.0,Estupiñán,6,,0.4,265,97547,5,False,https://s.sde.globo.com/media/person_role/2024/02/14/photo_FORMATO.png,5,2,4.43,Estupiñán,estupinan,0.0,,,1.0,,,,,,,,,,,,,,,,,
286,Vitória,Erick Leonel Castillo Arroyo,0.0,E. Castillo,6,,0.0,287,97640,5,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_xuxbOxr.png,5,0,2.0,Eryc Castillo,eryc-castillo,0.0,,,,,,,,,,,,,,,,,,,,
287,Corinthians,Félix Eduardo Torres Caicedo,5.9,F. Torres,7,,5.18,264,97642,3,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,5,5,8.52,Félix Torres,felix-torres,-0.17,6.0,3.0,,1.0,3.0,1.0,,1.0,,,1.0,,,,,,,,,
288,Palmeiras,Murilo Cerqueira Paim,5.9,Murilo,3,,4.86,275,97653,3,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,5,5,11.75,Murilo,murilo,-0.37,5.0,9.0,3.0,1.0,4.0,,,1.0,,3.0,1.0,,,,,,,,,
289,Vitória,Reynaldo César Moraes,0.9,Reynaldo,7,,0.9,287,97768,3,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_useyiNV.png,5,1,2.85,Reynaldo,reynaldo,-0.15,1.0,1.0,,,,,,,,,,,,,,,,,,
290,São Paulo,Erick de Arruda Serafim,0.0,Erick,6,,2.57,276,97810,5,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,5,3,5.74,Erick,erick,-0.69,1.0,,,3.0,,,,,1.0,,,,,,,,,,,
291,Flamengo,Leonardo Rech Ortiz,0.5,L. Ortiz,6,,0.5,262,97867,3,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_8U8IqF6.png,5,1,9.44,Léo Ortiz,leo-ortiz,-1.56,,,,1.0,,,,,,,,,,,,,,,,
292,Internacional,Vitor Eduardo da Silva Matos,0.0,Vitão,7,,2.15,285,97900,3,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,5,4,4.63,Vitão,vitao,0.0,3.0,5.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
293,Juventude,Luís Felipe Oyama,0.0,L. Oyama,6,,0.0,286,97908,4,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,5,0,4.0,Luís Oyama,luis-oyama,0.0,,,,,,,,,,,,,,,,,,,,
294,Vitória,Felipe Vieira Augusto,0.0,F. Vieira,5,,0.0,287,97927,2,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_g3d23Nj.png,5,0,2.0,Felipe Vieira,felipe-vieira,0.0,,,,,,,,,,,,,,,,,,,,
295,Athlético-PR,Erick Luis Conrado de Carvalho,20.2,Erick,7,,6.98,293,98022,4,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,5,5,10.2,Erick,erick,3.26,15.0,9.0,4.0,5.0,,2.0,1.0,1.0,,,,,,,,,,,,
296,Corinthians,Pedro Raul Garay da Silva,0.6,P. Raul,6,,0.43,264,98225,5,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,5,4,2.88,Pedro Raul,pedro-raul,-0.21,1.0,4.0,,1.0,,,,,,,1.0,,,,,,,,,
297,Botafogo,Bartolomeu Jacinto Quissanga,-0.5,Bastos,7,,3.16,263,98280,3,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,5,5,4.08,Bastos,bastos,-0.81,4.0,2.0,2.0,2.0,2.0,,,,,1.0,,,,,,,,,,
298,Bahia,Victor Hugo Soares dos Santos,-1.3,Kanu,7,,1.53,265,98484,3,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,5,3,3.03,Kanu,kanu,-0.73,,3.0,,3.0,1.0,,,,,1.0,,,,,,,,,,
299,Bahia,Jean Lucas de Souza Oliveira,4.2,J. Lucas,7,,3.5,265,98517,4,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,5,4,6.49,Jean Lucas,jean-lucas,0.1,4.0,4.0,4.0,4.0,,,,,1.0,1.0,1.0,,,,,,,,,
300,Fortaleza,Benjamín Kuščević Jaramillo,0.0,Kuscevic,5,,2.6,356,98619,3,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,5,1,4.21,Kuscevic,kuscevic,0.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,
301,Botafogo,Jefferson David Savarino Quintero,1.1,Savarino,2,,4.9,263,98672,5,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,5,5,7.42,Savarino,savarino,-1.31,,3.0,2.0,3.0,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,
302,Atlético-MG,Pedro Victor Delmino da Silva,0.0,Pedrinho,6,,0.5,282,98706,4,False,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,5,1,5.1,Pedrinho,pedrinho,0.0,,,,1.0,,,,,,,,,,,,,,,,
303,Athlético-PR,Tomás Esteban Cuello,1.8,Cuello,7,,2.52,293,98909,5,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,5,5,4.89,Cuello,cuello,-0.1,4.0,4.0,5.0,6.0,,,,4.0,,,2.0,,,,,,,,,
304,Flamengo,Matías Nicolás Viña Susperreguy,0.0,Viña,6,,0.67,262,98974,2,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,5,3,6.03,Viña,vina,-0.88,1.0,,1.0,,,,,,,,,,,,,,,,,
305,Vasco,Pablo Vegetti,0.3,Vegetti,7,,5.6,267,99198,5,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,5,5,11.84,Vegetti,vegetti,-1.19,,9.0,9.0,11.0,,1.0,2.0,6.0,,1.0,3.0,,,,1.0,1.0,,,,
306,Vasco,José Luis Rodríguez Bebanz,0.0,P. Rodríguez,6,,0.0,267,99213,2,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,5,0,4.0,Puma Rodríguez,puma-rodriguez,0.0,,,,,,,,,,,,,,,,,,,,
307,Flamengo,Diego Nicolás de la Cruz Arcosa,14.6,D. Cruz,7,,9.96,262,99228,4,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,5,5,14.84,De la Cruz,de-la-cruz,2.06,11.0,7.0,5.0,11.0,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,
308,Fortaleza,Tomás Pochettino,2.9,Pochettino,6,,5.47,356,99267,4,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,5,3,7.86,Pochettino,pochettino,-0.07,5.0,4.0,2.0,2.0,,,,,2.0,1.0,,,,,,,,,,
309,Botafogo,Alexander Nahuel Barboza Ullúa,-0.2,A. Barboza,6,,0.6,263,99274,3,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,5,3,3.09,Alexander Barboza,alexander-barboza,-0.42,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,
310,Cruzeiro,Juan Ignacio Dinenno de Cara,0.0,Dinenno,6,,0.0,283,99316,5,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,5,0,7.0,Dinenno,dinenno,0.0,,,,,,,,,,,,,,,,,,,,
311,São Paulo,Luis Francisco Zubeldía,6.4,L. Zubeldía,7,,6.22,276,99366,6,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_1Msj2GU.png,5,2,11.14,Luis Zubeldía,luis-zubeldia,1.21,,,,,,,,,,,,,,,,,,1.0,,
312,Vasco,Robert Samuel Rojas Chávez,0.0,R. Rojas,6,,2.1,267,99387,3,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,5,1,3.21,Robert Rojas,robert-rojas,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,
313,Atlético-GO,Gabriel Baralhas dos Santos,0.0,Baralhas,6,,0.83,373,99440,4,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,5,3,3.64,Baralhas,baralhas,0.0,1.0,2.0,3.0,1.0,,,,,,1.0,,,,,,,,,,
314,Flamengo,Agustín Daniel Rossi,1.0,Rossi,7,,1.6,262,99552,1,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,5,5,5.52,Rossi,rossi,-0.39,,,,,1.0,,,,,,,8.0,,5.0,,,,,,
315,Atlético-GO,Guilherme Kennedy Romão,0.0,G. Romão,7,,0.73,373,99623,2,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,5,4,2.19,Guilherme Romão,guilherme-romao,0.0,1.0,3.0,2.0,4.0,,,,,,1.0,,,,,,,,,,
316,Cruzeiro,José Adoni Cifuentes Charcopa,0.0,Cifuentes,6,,0.45,283,99766,4,False,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_RifhGmS.png,5,2,2.47,Cifuentes,cifuentes,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,
317,Fluminense,Jhon Adolfo Arias Andrade,2.9,Arias,7,,5.2,266,99815,4,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,5,4,13.71,Arias,arias,-1.22,8.0,5.0,4.0,9.0,,,,,,1.0,5.0,,,,,,,,,
318,Atlético-MG,Paulo Henrique Sampaio Filho,8.4,Paulinho,7,,6.84,282,99818,5,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,5,5,13.66,Paulinho,paulinho,-0.58,5.0,5.0,4.0,3.0,,,2.0,,1.0,2.0,5.0,,,,,,,,,
319,São Paulo,Alan Javier Franco,-0.4,A. Franco,7,,5.97,276,99889,3,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,5,3,7.87,Alan Franco,alan-franco,-1.18,6.0,2.0,1.0,3.0,2.0,,,,,1.0,,,,,,,,,,
320,Atlético-MG,Federico Matías Javier Zaracho,3.1,Zaracho,7,,3.76,282,100079,4,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,5,5,8.03,Zaracho,zaracho,-0.19,8.0,6.0,2.0,3.0,,,1.0,1.0,,,,,,,,,,,,
321,Atlético-MG,Igor Silveira Gomes,7.2,I. Gomes,6,,2.54,282,100084,4,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,5,5,5.43,Igor Gomes,igor-gomes,1.16,4.0,3.0,2.0,4.0,,,,,1.0,1.0,1.0,,,,,,,,,
322,Fortaleza,Pedro Augusto Borges da Costa,1.5,P. Augusto,3,,2.68,356,100085,4,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,5,4,3.75,Pedro Augusto,pedro-augusto,-0.18,5.0,5.0,,6.0,,,,,1.0,3.0,1.0,,,,,,,,,
323,Botafogo,Luis Geovanny Segovia Vega,0.0,Segovia,6,,0.0,263,100453,3,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_TZ7Qc4F.png,5,0,3.0,Segovia,segovia,0.0,,,,,,,,,,,,,,,,,,,,
324,Corinthians,Yuri Alberto Monteiro da Silva,0.0,Y. Alberto,6,,1.9,264,100652,5,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,5,3,6.06,Yuri Alberto,yuri-alberto,0.0,1.0,4.0,4.0,5.0,,,,2.0,,1.0,1.0,,,,,,,,,
325,Vitória,Lucas Esteves de Souza,-0.5,L. Esteves,6,,1.6,287,100846,2,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,5,4,2.66,Lucas Esteves,lucas-esteves,-0.55,5.0,4.0,2.0,2.0,,,,2.0,,2.0,1.0,,,,,,,,,
326,Bragantino,Luan Cândido de Almeida,0.7,L. Cândido,6,,2.22,280,100848,3,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,5,5,4.4,Luan Cândido,luan-candido,-0.5,6.0,11.0,4.0,2.0,1.0,,,,,2.0,,,,,,,,,,
327,Criciúma,Ronald dos Santos Lopes,0.0,R. Lopes,6,,0.0,288,100969,4,False,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,5,0,4.0,Ronald Lopes,ronald-lopes,0.0,,,,,,,,,,,,,,,,,,,,
328,Atlético-GO,Derek Freitas Ribeiro,0.0,Derek,6,,2.53,373,100976,5,False,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,5,3,4.12,Derek,derek,0.0,1.0,2.0,,,,,1.0,,,1.0,,,,,,,,,,
329,Botafogo,José Antonio dos Santos Júnior,1.9,J. Santos,7,,4.7,263,101002,5,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,5,5,7.89,Júnior Santos,junior-santos,-0.31,3.0,6.0,,5.0,,,1.0,2.0,2.0,1.0,2.0,,,,,,,,,
330,São Paulo,Aldemir dos Santos Ferreira,0.0,Ferreira,6,,7.97,276,101290,5,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,5,3,10.63,Ferreira,ferreira,0.0,3.0,1.0,1.0,3.0,,,2.0,1.0,,,2.0,,,,,,,,,
331,Bahia,Ademir da Silva Santos Júnior,2.2,Ademir,6,,1.83,265,101314,5,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,5,3,4.53,Ademir,ademir,-0.04,3.0,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,
332,Fluminense,Cláudio Rodrigues Gomes,0.0,Guga,7,,0.4,266,101319,2,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,5,1,4.25,Guga,guga,0.0,1.0,1.0,,1.0,,,,,,2.0,,,,,,,,,,
333,Juventude,Danilo Boza Júnior,0.0,D. Boza,7,,6.4,286,101431,3,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,5,3,7.09,Danilo Boza,danilo-boza,0.0,2.0,,2.0,2.0,1.0,,1.0,,,,1.0,,,,,,,,,
334,Grêmio,João Pedro Vilardi Pinto,0.0,Pepê,6,,0.0,284,101573,4,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,5,0,6.0,Pepê,pepe,0.0,,,,,,,,,,,,,,,,,,,,
335,Vasco,Hugo Moura Arruda da Silva,-3.3,H. Moura,3,,3.43,267,101594,4,True,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,5,3,6.08,Hugo Moura,hugo-moura,-1.79,7.0,2.0,,3.0,,,,,1.0,1.0,,,1.0,,,,,,,
336,Cuiabá,Ramon Ramos Lima,1.2,Ramon,6,,1.2,1371,101597,2,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,5,1,3.8,Ramon,ramon,-0.2,1.0,,,,,,,,,,,,,,,,,,,
337,Vitória,Caio Vinicius da Conceição,0.0,C. Vinícius,6,,0.0,287,101601,4,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,5,0,3.0,Caio Vinícius,caio-vinicius,0.0,,,,,,,,,,,,,,,,,,,,
338,Juventude,Daniel Nascimento Peixoto dos Santos,0.0,Peixoto,6,,0.0,286,101651,4,False,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,5,0,2.0,Peixoto,peixoto,0.0,,,,,,,,,,,,,,,,,,,,
339,Atlético-GO,Rhaldney Norberto Simião Gomes,0.0,Rhaldney,3,,0.65,373,101666,4,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,5,4,2.15,Rhaldney,rhaldney,0.0,5.0,8.0,,4.0,,,,,,3.0,,,,,,,,,,
340,Fortaleza,Felipe Jonatan Rocha Andrade,0.0,F. Jonatan,6,,2.4,356,101708,2,False,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,5,1,5.77,Felipe Jonatan,felipe-jonatan,0.0,2.0,,,,,,,,,,,,,,,,,,,
341,Vitória,Alerrandro Barra Mansa Realino de Souza,0.0,Alerrandro,7,,3.33,287,101715,5,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,5,3,6.83,Alerrandro,alerrandro,0.0,4.0,3.0,2.0,4.0,,,,1.0,,1.0,3.0,,,,,,,,,
342,Cuiabá,Railan Reis Ferreira - Raylan,0.0,Railan,6,,2.8,1371,101726,2,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,5,1,3.45,Railan,railan,0.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,
343,Corinthians,Matheus França Silva,7.0,Matheuzinho,6,,5.9,264,101727,2,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,5,4,7.48,Matheuzinho,matheuzinho,0.71,4.0,3.0,4.0,5.0,3.0,,,,,1.0,,,,,,,,,,
344,São Paulo,Diego Henrique Costa Barbosa,1.1,D. Costa,6,,2.72,276,101728,3,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ApqbX2X.png,5,5,4.55,Diego Costa,diego-costa,-0.44,5.0,8.0,,2.0,2.0,,,,,1.0,,,,,,,,,,
345,Criciúma,Claudio Coelho Salvático,0.0,Claudinho,6,,4.47,288,101752,2,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,5,3,5.04,Claudinho,claudinho,0.0,6.0,,,,1.0,,,,,,1.0,,,,,,,,,
346,Grêmio,Mayksilvan da Silva Ferreira,0.0,Mayk,5,,0.0,284,101820,2,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,5,0,3.0,Mayk,mayk,0.0,,,,,,,,,,,,,,,,,,,,
347,Bragantino,Vitor Hugo Naum dos Santos,2.7,Vitinho,7,,7.56,280,101960,5,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,5,5,10.96,Vitinho,vitinho,-0.41,9.0,9.0,1.0,5.0,,,2.0,,2.0,2.0,2.0,,,,,,,,,
348,Fortaleza,Emanuel Fermín Brítez,4.8,Brítez,7,,1.9,356,101995,3,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,5,4,3.78,Brítez,britez,0.69,3.0,5.0,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
349,Palmeiras,Joaquín Piquerez Moreira,10.8,Piquerez,7,,7.85,275,102130,2,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,5,4,12.71,Piquerez,piquerez,0.98,8.0,5.0,3.0,7.0,3.0,,,,,,2.0,,,,,,,,,
350,Fluminense,Vitor Eudes de Souza Costa,0.0,V. Eudes,6,,0.0,266,102137,1,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,5,0,1.0,Vitor Eudes,vitor-eudes,0.0,,,,,,,,,,,,,,,,,,,,
351,Botafogo,Lucas Halter,0.2,L. Halter,7,,2.76,263,102253,3,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,5,5,5.95,Lucas Halter,lucas-halter,-0.95,3.0,7.0,2.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
352,Cruzeiro,Rafael Elias da Silva,0.0,R. Elias,6,,2.0,283,102302,5,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_HlIc5fu.png,5,4,4.33,Rafael Elias,rafael-elias,0.0,,3.0,1.0,2.0,,,1.0,1.0,,2.0,1.0,,,,,,,,,
353,Palmeiras,Caio Fernando de Oliveira,0.0,C. Paulista,6,,0.0,275,102318,2,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,5,0,6.0,Caio Paulista,caio-paulista,0.0,,,,,,,,,,,,,,,,,,,,
354,Corinthians,Carlos de Menezes Júnior,5.2,Cacá,7,,9.2,264,102340,3,True,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,5,2,12.17,Cacá,caca,1.78,,3.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,
355,Atlético-GO,Ángelo Giovanni Araos Llanos,0.0,Araos,6,,0.0,373,102352,4,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,5,0,3.0,Araos,araos,0.0,,,,,,,,,,,,,,,,,,,,
356,Athlético-PR,Gonzalo Mathías Mastriani Borges,3.3,Mastriani,6,,2.86,293,102561,5,True,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,5,5,6.65,Mastriani,mastriani,0.01,3.0,1.0,2.0,3.0,,,1.0,1.0,,,,,,,,,,,,
357,Bragantino,Hélio Júnio Nunes de Castro,1.2,Helinho,7,,1.2,280,102598,5,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HKFN5Du.png,5,1,5.48,Helinho,helinho,-0.52,1.0,,,,,,,,,,,,,,,,,,,
358,Juventude,Thiago Beserra dos Santos Conti,0.0,Thiaguinho,6,,0.7,286,102599,4,False,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,5,2,1.95,Thiaguinho,thiaguinho,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
359,Athlético-PR,Julimar Silva Oliveira Júnior,2.9,Julimar,7,,3.66,293,102796,5,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,5,5,5.05,Julimar,julimar,0.02,6.0,6.0,4.0,2.0,,,,1.0,1.0,1.0,4.0,,,,,,,,,
