,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.clube_id,atletas.slug,atletas.apelido,atletas.atleta_id,atletas.pontos_num,atletas.variacao_num,atletas.rodada_id,atletas.media_num,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.jogos_num,atletas.entrou_em_campo,atletas.foto,atletas.status_id,atletas.nome,atletas.preco_num,DS,FC,FD,FF,FS,G,I,CA,FT,A,SG,PP,CV,PC,PS,GC,V,DE,GS,DP
77,,4,282,bernard,Bernard,72460,0.0,0.0,37,1.04,Atlético-MG,Bernard,13,False,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_hLeY8f6.png,6,Bernard Anício Caldeira Duarte,5.77,9.0,14.0,,2.0,7.0,,1.0,1.0,1.0,,,,,,,,,,,
78,,2,263,alex-telles,Alex Telles,72493,6.4,0.16,37,5.76,Botafogo,A. Telles,9,True,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_Dy4LFfE.png,7,Alex Nicolao Telles,8.96,6.0,4.0,1.0,4.0,3.0,,,,,1.0,7.0,,,,,,,,,
79,,4,373,gustavo-campanharo,Gustavo Campanharo,72497,0.0,0.0,37,0.47,Atlético-GO,G. Campanharo,3,False,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_XGJ1uLI.png,6,Gustavo Campanharo,3.66,1.0,2.0,,1.0,,,,,,,,,,,,,,,,
80,,2,373,maguinho,Maguinho,72532,2.4,0.24,37,2.38,Atlético-GO,Maguinho,22,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_204au3d.png,6,Magno José da Silva,4.53,22.0,23.0,3.0,7.0,12.0,,2.0,3.0,,1.0,4.0,,1.0,2.0,1.0,,,,,
81,,5,264,pedro-henrique,Pedro Henrique,72583,0.0,0.0,37,2.53,Corinthians,P. Henrique,11,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_sB7v4Fv.png,6,Pedro Henrique Konzen Medina da Silva,4.93,4.0,7.0,3.0,8.0,9.0,1.0,4.0,2.0,,1.0,,,,,,,,,,
82,,1,356,mauricio-kozlinski,Maurício Kozlinski,72595,0.0,0.0,37,0.0,Fortaleza,M. Kozlinski,0,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,6,Maurício Kozlinski,3.0,,,,,,,,,,,,,,,,,,,,
83,,3,265,vitor-hugo,Vitor Hugo,72605,0.0,0.0,37,0.0,Bahia,V. Hugo,1,False,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,6,Vitor Hugo Franchescoli de Souza,3.58,,,,,,,,,,,,,,,,,,,,
84,,4,293,fernandinho,Fernandinho,72775,-0.1,-0.1,37,2.7,Athlético-PR,Fernandinho,23,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,6,Fernando Luiz Rosa,5.92,19.0,31.0,9.0,5.0,20.0,2.0,1.0,7.0,,3.0,,,,,,,,,,
85,,3,288,wilker-angel,Wilker Ángel,72801,0.0,0.0,37,2.2,Criciúma,W. Ángel,12,False,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,6,Wílker José Ángel Romero,3.85,9.0,18.0,2.0,2.0,4.0,1.0,1.0,3.0,,,2.0,,,,,,,,,
86,,3,285,mercado,Mercado,72951,0.0,0.0,37,3.15,Internacional,Mercado,14,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,5,Gabriel Iván Mercado,4.98,9.0,7.0,,1.0,3.0,1.0,,5.0,,,6.0,,,,,,,,,
87,,2,266,samuel-xavier,Samuel Xavier,73384,8.3,1.01,37,4.35,Fluminense,S. Xavier,26,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,7,Samuel Xavier Brito,7.06,29.0,34.0,4.0,7.0,45.0,,2.0,4.0,,2.0,10.0,,,,,,,,,
88,,3,1371,bruno-alves,Bruno Alves,73620,2.4,0.43,37,3.11,Cuiabá,B. Alves,25,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,7,Bruno Fabiano Alves,4.71,23.0,15.0,3.0,4.0,15.0,1.0,,3.0,,,7.0,,,,,,,,,
89,,3,284,rodrigo-caio,Rodrigo Caio,73800,0.9,-0.61,37,1.88,Grêmio,R. Caio,4,True,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,6,Rodrigo Caio Coquette Russo,4.99,5.0,1.0,,1.0,4.0,,,,,,,,,1.0,,,,,,
90,,3,288,walisson-maia,Walisson Maia,73991,3.8,0.57,37,1.67,Criciúma,W. Maia,13,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,6,Walisson Moreira Farias Maia,3.74,8.0,10.0,,2.0,3.0,,,2.0,,1.0,2.0,,,1.0,,,,,,
91,,1,263,gatito-fernandez,Gatito Fernández,74061,10.0,0.66,37,4.0,Botafogo,G. Fernández,4,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,6,Roberto Junior Fernández Torres,7.48,,,,,,,,1.0,,,2.0,,,,,,,11.0,4.0,
92,,5,373,campbell,Campbell,74157,0.0,0.0,37,3.36,Atlético-GO,Campbell,9,False,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO_WdH8RPs.png,6,Joel Nathaniel Campbell Samuels,7.34,7.0,3.0,1.0,5.0,9.0,2.0,,3.0,,,,,,,,,,,,
93,,4,264,carrillo,Carrillo,77485,0.0,0.0,37,2.1,Corinthians,Carrillo,11,False,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_tEHEHYn.png,7,André Martín Carrillo Díaz,5.38,18.0,15.0,1.0,1.0,2.0,,,2.0,,1.0,,,,,,,,,,
94,,4,373,jorginho,Jorginho,77544,0.0,0.0,37,3.95,Atlético-GO,Jorginho,2,False,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,5,Jorge de Moura Xavier,5.5,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,
95,,2,293,madson,Madson,78077,0.0,0.0,37,2.19,Athlético-PR,Madson,18,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,6,Madson Ferreira dos Santos,4.64,6.0,6.0,,2.0,11.0,,1.0,3.0,,1.0,5.0,,,,,,,,,
96,,5,265,everaldo,Everaldo,78117,0.0,0.0,37,4.47,Bahia,Everaldo,34,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,6,Everaldo Stum,7.51,19.0,27.0,18.0,19.0,28.0,8.0,6.0,4.0,4.0,3.0,,,,,,,,,,
97,,3,264,gustavo-henrique,Gustavo Henrique,78248,0.0,0.0,37,1.82,Corinthians,G. Henrique,17,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,3,Gustavo Henrique Vernes,4.94,8.0,14.0,3.0,5.0,6.0,1.0,1.0,5.0,,,3.0,,1.0,,,,,,,
98,,2,285,rene,Renê,78445,0.0,0.0,37,5.45,Internacional,Renê,14,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,6,Renê Rodrigues Martins,9.37,27.0,11.0,3.0,4.0,15.0,,,2.0,,1.0,6.0,,,,,,,,,
99,,6,288,claudio-tencati,Cláudio Tencati,78450,3.18,-0.33,37,4.24,Criciúma,C. Tencati,33,True,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,7,Cláudio Tencati,6.44,,,,,,,,,,,,,,,,,7.0,,,
100,,4,287,jean-mota,Jean Mota,78548,0.0,0.0,37,1.29,Vitória,J. Mota,15,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,6,Jean Mota Oliveira de Sousa,3.28,3.0,7.0,2.0,2.0,6.0,1.0,1.0,,1.0,,,,,,,,,,,
101,,4,293,gabriel,Gabriel,78605,0.0,0.0,37,3.68,Athlético-PR,Gabriel,18,False,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,6,Gabriel Girotto Franco,5.98,40.0,19.0,1.0,8.0,13.0,1.0,,3.0,,1.0,,,,,,,,,,
102,,4,283,ramiro,Ramiro,78715,1.0,-1.16,37,1.99,Cruzeiro,Ramiro,25,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,7,Ramiro Moschen Benetti,3.56,25.0,25.0,1.0,7.0,15.0,2.0,1.0,3.0,,,,,,,,,,,,
103,,2,284,reinaldo,Reinaldo,78850,-0.5,-0.28,37,4.22,Grêmio,Reinaldo,24,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,7,Reinaldo Manoel da Silva,7.12,20.0,17.0,16.0,9.0,19.0,2.0,1.0,3.0,,1.0,6.0,,,1.0,,,,,,
104,,3,266,thiago-santos,Thiago Santos,78855,6.6,0.75,37,3.91,Fluminense,T. Santos,23,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,7,Thiago dos Santos,4.9,30.0,22.0,5.0,4.0,21.0,,1.0,8.0,,,10.0,,,1.0,,,,,,
105,,3,373,luiz-felipe,Luiz Felipe,79035,0.0,0.0,37,2.9,Atlético-GO,L. Felipe,15,False,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,6,Luiz Felipe do Nascimento dos Santos,4.44,18.0,18.0,1.0,5.0,2.0,1.0,,4.0,,,4.0,,1.0,1.0,1.0,,,,,
106,,3,265,victor-cuesta,Víctor Cuesta,79113,0.0,0.0,37,1.08,Bahia,V. Cuesta,6,False,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,6,Víctor Leandro Cuesta,3.48,7.0,7.0,,1.0,5.0,,1.0,3.0,,,,,,,,,,,,
107,,6,285,roger-machado,Roger Machado,79437,2.57,-0.39,37,5.45,Internacional,R. Machado,32,True,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,7,Roger Machado Marques,7.61,,,,,,,,,,,,,,,,,14.0,,,
108,,5,266,cano,Cano,79631,1.0,0.17,37,1.7,Fluminense,Cano,21,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,6,Germán Ezequiel Cano,6.37,4.0,8.0,14.0,12.0,6.0,1.0,3.0,4.0,1.0,,,,1.0,,,,,,,
109,,4,283,lucas-silva,Lucas Silva,79701,1.1,-0.18,37,0.96,Cruzeiro,L. Silva,29,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,7,Lucas Silva Borges,3.47,11.0,25.0,5.0,10.0,19.0,1.0,1.0,5.0,,,,,,1.0,,1.0,,,,
110,,3,266,antonio-carlos,Antônio Carlos,79702,0.0,0.0,37,1.72,Fluminense,A. Carlos,13,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,6,Antônio Carlos Cunha Capocasali Júnior,2.84,6.0,10.0,,4.0,12.0,,1.0,1.0,,,2.0,,,,,,,,,
111,,4,286,jadson,Jadson,80129,0.9,-1.09,37,4.65,Juventude,Jadson,28,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,7,Jadson Alves dos Santos,8.14,61.0,35.0,5.0,10.0,55.0,1.0,2.0,11.0,2.0,5.0,,,1.0,,1.0,,,,,
112,,4,356,yago-pikachu,Yago Pikachu,80196,-0.5,-0.38,37,2.76,Fortaleza,Y. Pikachu,29,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,6,Glaybson Yago Souza Lisboa,4.39,18.0,11.0,4.0,13.0,36.0,2.0,3.0,6.0,,4.0,,,,1.0,,,,,,
113,,5,283,rafa-silva,Rafa Silva,80225,0.0,0.0,37,3.22,Cruzeiro,R. Silva,9,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,6,Rafael da Silva,5.02,4.0,7.0,4.0,1.0,4.0,3.0,3.0,2.0,,,,,1.0,,,,,,,
114,,5,276,luciano,Luciano,80287,11.0,0.81,37,5.84,São Paulo,Luciano,31,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,7,Luciano da Rocha Neves,11.15,24.0,30.0,15.0,31.0,41.0,11.0,5.0,11.0,4.0,3.0,,1.0,1.0,,1.0,,,,,
115,,2,265,gilberto,Gilberto,80313,0.0,0.0,37,4.01,Bahia,Gilberto,16,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,6,Gilberto Moraes Júnior,7.32,26.0,11.0,2.0,7.0,15.0,1.0,1.0,2.0,,1.0,2.0,,,,,,,,,
116,,5,288,arthur-caike,Arthur Caíke,80337,2.7,0.35,37,2.29,Criciúma,A. Caíke,28,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO.png,2,Arthur Caíke do Nascimento Cruz,4.04,4.0,23.0,6.0,16.0,27.0,4.0,15.0,4.0,2.0,,,,,,,,,,,
117,,3,284,pedro-geromel,Pedro Geromel,80853,0.0,0.0,37,2.66,Grêmio,P. Geromel,11,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,7,Pedro Tonon Geromel,5.76,10.0,4.0,1.0,6.0,3.0,,,4.0,,,3.0,,,,,,,,,
118,,4,267,jair,Jair,81091,3.0,0.31,37,0.74,Vasco,Jair,5,True,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,7,Jair Rodrigues Júnior,2.9,5.0,6.0,,,3.0,,,2.0,,,,,,,,,,,,
119,,2,275,mayke,Mayke,81150,0.0,-0.11,37,3.99,Palmeiras,Mayke,20,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,6,Mayke Rocha de Oliveira,7.41,26.0,15.0,,1.0,9.0,1.0,2.0,5.0,,,9.0,,,,,,,,,
120,,5,267,rossi,Rossi,81798,0.0,0.0,37,1.66,Vasco,Rossi,11,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,6,Rosicley Pereira da Silva,4.06,12.0,9.0,,1.0,8.0,,2.0,3.0,,1.0,,,,,,,,,,
121,,4,276,alisson,Alisson,81845,1.9,0.12,37,2.92,São Paulo,Alisson,21,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,7,Alisson Euler de Freitas Castro,5.66,28.0,25.0,4.0,2.0,32.0,1.0,,5.0,,2.0,,,,,,,,,,
122,,1,356,joao-ricardo,João Ricardo,81881,2.0,-0.37,37,4.98,Fortaleza,J. Ricardo,34,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,7,João Ricardo Riedi,8.05,1.0,,,,5.0,,,2.0,,,12.0,,,,,,,141.0,34.0,
123,,4,287,willian-oliveira,Willian Oliveira,81952,0.8,-0.14,37,3.96,Vitória,W. Oliveira,33,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,7,Willian Osmar de Oliveira Silva,6.89,51.0,43.0,9.0,17.0,38.0,5.0,1.0,8.0,,1.0,,,,,2.0,,,,,
124,,5,280,cavaleiro,Cavaleiro,81965,0.0,0.0,37,0.78,Bragantino,Cavaleiro,5,False,https://s.sde.globo.com/media/person_role/2015/08/18/87400d05b54fad3fbdebe823f0d1160b_220x220.png,6,Ivan Ricardo Neves Abreu Cavaleiro,2.83,1.0,2.0,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,
125,,4,275,ze-rafael,Zé Rafael,82455,0.0,0.0,37,1.61,Palmeiras,Z. Rafael,17,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,6,José Rafael Vivian,4.61,18.0,29.0,2.0,3.0,17.0,,,7.0,,2.0,,,1.0,,1.0,,,,,
126,,4,282,otavio,Otávio,82463,0.0,0.0,37,2.74,Atlético-MG,Otávio,21,False,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_ewcCU8a.png,6,Otávio Henrique Passos Santos,5.11,42.0,22.0,2.0,7.0,16.0,,,2.0,,,,,,,,,,,,
127,,5,262,luiz-araujo,Luiz Araújo,82627,10.5,1.36,37,5.75,Flamengo,L. Araújo,24,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,6,Luiz de Araújo Guimarães Neto,9.66,36.0,23.0,13.0,18.0,31.0,4.0,2.0,3.0,1.0,5.0,,,,,,,,,,
128,,2,356,tinga,Tinga,82628,0.0,0.0,37,3.85,Fortaleza,Tinga,26,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,6,Guilherme de Jesus da Silva,5.77,30.0,14.0,,5.0,7.0,1.0,,1.0,1.0,2.0,9.0,,1.0,1.0,,,,,,
129,,2,288,marcelo-hermes,Marcelo Hermes,82639,7.4,0.79,37,3.48,Criciúma,M. Hermes,31,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,2,Marcelo Gazella Hermes,6.12,44.0,29.0,7.0,10.0,17.0,1.0,1.0,4.0,,2.0,5.0,,,,,,,,,
130,,4,276,wellington-rato,Wellington Rato,82766,0.0,0.0,37,2.49,São Paulo,W. Rato,25,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,6,Wellington Soares da Silva,5.97,8.0,9.0,5.0,11.0,20.0,1.0,4.0,2.0,,5.0,,,,,,,,,,
131,,5,262,gabriel,Gabriel,83257,0.0,0.0,37,2.54,Flamengo,Gabriel,18,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,7,Gabriel Barbosa Almeida,5.88,3.0,2.0,7.0,7.0,5.0,3.0,10.0,2.0,,1.0,,,,,,,,,,
132,,3,262,leo-pereira,Léo Pereira,83528,0.0,0.0,37,2.1,Flamengo,L. Pereira,28,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,7,Leonardo Pereira,5.32,21.0,16.0,,6.0,13.0,,1.0,6.0,,,7.0,,,2.0,,,,,,
133,,3,287,neris,Neris,83786,-2.2,-1.02,37,2.9,Vitória,Neris,22,True,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_NM0hbTO.png,3,Hueglo dos Santos Neris,4.09,22.0,27.0,1.0,1.0,3.0,1.0,1.0,3.0,,,8.0,,1.0,,,,,,,
134,,5,1371,clayson,Clayson,83817,2.6,-0.14,37,2.9,Cuiabá,Clayson,28,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,7,Clayson Henrique da Silva Vieira,4.57,15.0,17.0,9.0,13.0,31.0,3.0,5.0,6.0,1.0,2.0,,,,,1.0,,,,,
135,,5,263,tiquinho-soares,Tiquinho Soares,84042,0.0,0.0,37,3.35,Botafogo,T. Soares,27,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,6,Francisco das Chagas Soares dos Santos Meireles,8.62,11.0,37.0,8.0,16.0,37.0,5.0,4.0,4.0,,3.0,,,1.0,,,,,,,
136,,3,284,jemerson,Jemerson,84263,-0.3,-0.75,37,2.86,Grêmio,Jemerson,12,True,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,7,Jemerson de Jesus Nascimento,5.13,8.0,14.0,2.0,2.0,6.0,1.0,1.0,5.0,,,4.0,,,1.0,,,,,,
137,,1,288,alisson,Alisson,84266,0.0,0.0,37,1.58,Criciúma,Alisson,6,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,6,Alisson Machado dos Santos,2.95,,,,,1.0,,,2.0,,,,,,,,,,18.0,7.0,
138,,4,1371,fernando-sobral,Fernando Sobral,84428,2.6,0.01,37,2.88,Cuiabá,F. Sobral,29,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,7,Fernando Pereira do Nascimento,5.18,45.0,23.0,4.0,12.0,31.0,1.0,1.0,6.0,,1.0,,,,,,,,,,
139,,4,283,lucas-romero,Lucas Romero,84558,0.0,0.0,37,2.63,Cruzeiro,L. Romero,31,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,6,Lucas Daniel Romero,4.69,57.0,41.0,4.0,9.0,24.0,,,6.0,,2.0,,,1.0,,,,,,,
140,,4,288,fellipe-mateus,Fellipe Mateus,84587,0.4,-0.52,37,3.53,Criciúma,F. Mateus,28,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,3,Fellipe Mateus de Sena Araújo,6.35,30.0,23.0,13.0,10.0,49.0,3.0,2.0,4.0,1.0,,,,,1.0,,,,,,
141,,4,280,lucas-evangelista,Lucas Evangelista,84674,2.3,-0.01,37,3.24,Bragantino,L. Evangelista,28,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,7,Lucas Evangelista Santana de Oliveira,7.09,25.0,28.0,6.0,15.0,54.0,2.0,4.0,4.0,2.0,1.0,,,,,,,,,,
142,,2,262,varela,Varela,84816,15.2,2.26,37,4.69,Flamengo,Varela,16,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,6,Guillermo Varela Olivera,7.88,19.0,9.0,2.0,2.0,18.0,1.0,1.0,1.0,,,7.0,,,,,,,,,
143,,5,265,rafael-ratao,Rafael Ratão,84918,0.0,0.0,37,1.99,Bahia,R. Ratão,18,False,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,6,Rafael Rogério da Silva,4.01,6.0,9.0,4.0,4.0,5.0,1.0,1.0,,1.0,2.0,,,,,,,,,,
144,,1,265,marcos-felipe,Marcos Felipe,85004,0.0,0.0,37,3.81,Bahia,M. Felipe,31,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,6,Marcos Felipe de Freitas Monteiro,7.17,1.0,1.0,,,5.0,,,2.0,,,9.0,,,,,,,104.0,39.0,1.0
145,,4,263,oscar-romero,Óscar Romero,85034,0.0,0.0,37,3.4,Botafogo,Ã. Romero,19,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,6,Óscar David Romero Villamayor,6.42,21.0,12.0,8.0,3.0,16.0,1.0,,5.0,,4.0,,,,,,,,,,
146,,5,264,memphis-depay,Memphis Depay,85048,0.0,0.0,37,6.49,Corinthians,M. Depay,9,False,https://s.sde.globo.com/media/person_role/2024/09/17/photo_FORMATO_bZqek6n.png,7,Memphis Depay,11.1,5.0,4.0,4.0,7.0,13.0,4.0,3.0,3.0,1.0,1.0,,,,,,,,,,
147,,4,264,alex-santana,Alex Santana,85465,0.0,0.0,37,1.2,Corinthians,A. Santana,14,False,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,6,Alex Paulo Menezes Santana,3.06,11.0,14.0,1.0,7.0,10.0,,,4.0,,,,,,,,,,,,
148,,3,267,leo,Léo,85626,8.6,1.06,37,2.39,Vasco,Léo,28,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,7,Leonardo Pinheiro da Conceição,4.82,30.0,24.0,2.0,2.0,13.0,,1.0,2.0,,,6.0,,,,,,,,,
149,,4,287,ricardo-ryller,Ricardo Ryller,85856,5.0,0.26,37,2.79,Vitória,R. Ryller,18,True,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,7,Ricardo Ryller Ribeiro Lino Silva,4.99,29.0,16.0,1.0,9.0,14.0,,,,,1.0,,,,,,,,,,
150,,4,285,hyoran,Hyoran,85931,0.0,0.0,37,1.38,Internacional,Hyoran,10,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,6,Hyoran Kaue Dalmoro,3.83,5.0,6.0,1.0,5.0,9.0,,1.0,,,,,,,,,,,,,
151,,5,288,bolasie,Bolasie,86292,2.8,-1.81,37,5.08,Criciúma,Bolasie,30,True,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,7,Yannick Bolasie,7.71,16.0,34.0,23.0,28.0,24.0,8.0,13.0,4.0,1.0,4.0,,,,,,,,,,
152,,5,287,caio-dantas,Caio Dantas,86362,0.0,0.0,37,0.0,Vitória,C. Dantas,0,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,6,Caio Henrique da Silva Dantas,3.0,,,,,,,,,,,,,,,,,,,,
153,,2,267,victor-luis,Victor Luis,86410,0.0,0.0,37,4.67,Vasco,V. Luis,9,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,6,Victor Luis Chuab Zamblauskas,6.57,14.0,10.0,1.0,,10.0,1.0,,3.0,,1.0,3.0,,1.0,,,,,,,
154,,5,266,keno,Keno,86485,5.3,0.24,37,2.62,Fluminense,Keno,22,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,2,Marcos da Silva França,5.72,19.0,13.0,7.0,16.0,22.0,1.0,4.0,4.0,1.0,,,,,,,,,,,
155,,1,276,jandrei,Jandrei,86508,0.0,0.0,37,3.75,São Paulo,Jandrei,12,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,6,Jandrei Chitolina Carniel,5.73,,,,,8.0,,,,,,4.0,,,,,,,35.0,14.0,
156,,3,288,rodrigo,Rodrigo,86684,0.0,0.0,37,3.54,Criciúma,Rodrigo,28,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,7,Rodrigo Fagundes de Freitas,5.59,46.0,27.0,3.0,6.0,10.0,2.0,2.0,8.0,1.0,1.0,5.0,,,2.0,,,,,,
157,,4,263,tche-tche,Tchê Tchê,86686,0.0,0.0,37,0.98,Botafogo,T. Tchê,27,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,6,Danilo das Neves Pinheiro,3.22,14.0,14.0,5.0,6.0,16.0,,,2.0,,,,,1.0,,,,,,,
158,,2,288,jonathan,Jonathan,86713,0.0,0.0,37,1.93,Criciúma,Jonathan,14,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,6,Jonathan Francisco Lemos,3.65,19.0,9.0,1.0,1.0,4.0,,,2.0,,,1.0,,,,,,,,,
159,,5,262,everton,Everton,86757,0.0,0.0,37,4.72,Flamengo,Everton,10,False,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,5,Everton Sousa Soares,6.98,11.0,6.0,8.0,8.0,6.0,1.0,2.0,1.0,,2.0,,,,,,,,,,
160,,4,356,matheus-rossetto,Matheus Rossetto,86766,0.0,-0.07,37,1.45,Fortaleza,M. Rossetto,20,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,7,Matheus Rossetto,2.71,26.0,16.0,,1.0,10.0,,,3.0,,,,,,,,,,,,
161,,4,263,danilo-barbosa,Danilo Barbosa,86777,0.0,0.1,37,3.21,Botafogo,D. Barbosa,25,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,6,Danilo Barbosa da Silva,6.35,35.0,18.0,1.0,5.0,15.0,3.0,,4.0,,2.0,,,,,1.0,,,,,
