,atletas.jogos_num,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.clube.id.full.name,atletas.foto,atletas.posicao_id,atletas.variacao_num,atletas.entrou_em_campo,atletas.nome,atletas.rodada_id,atletas.status_id,atletas.preco_num,atletas.pontos_num,atletas.clube_id,atletas.apelido,atletas.apelido_abreviado,atletas.media_num,atletas.slug,CA,DS,FC,FS,FD,FF,SG,G,I,A,CV,FT,V,PS,DE,GS,PC,PP,DP,GC
329,21,100848,,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,3,0.0,False,Luan Cândido de Almeida,33,6,5.05,0.0,280,Luan Cândido,L. Cândido,2.91,luan-candido,4.0,29.0,33.0,6.0,4.0,12.0,3.0,1.0,2.0,,,,,,,,,,,
330,7,100898,,Botafogo,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_DbahnIn.png,2,0.24,True,Victor Alexander da Silva,33,7,9.14,6.2,263,Vitinho,Vitinho,6.33,vitinho,,12.0,6.0,6.0,,1.0,5.0,,1.0,,,1.0,,,,,,,,
331,22,100969,,Criciúma,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,4,-0.16,True,Ronald dos Santos Lopes,33,6,3.82,1.2,288,Ronald Lopes,R. Lopes,2.08,ronald-lopes,3.0,28.0,26.0,15.0,2.0,4.0,,,,2.0,,,,,,,,,,
332,21,100976,,Atlético-GO,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,5,-0.45,True,Derek Freitas Ribeiro,33,7,3.0,-0.1,373,Derek,Derek,1.64,derek,2.0,12.0,18.0,10.0,4.0,7.0,,2.0,1.0,,1.0,1.0,,,,,,1.0,,
333,7,100987,,Fluminense,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,4,0.0,False,Gustavo Nonato Santana,33,6,3.02,0.0,266,Nonato,Nonato,0.8,nonato,1.0,3.0,1.0,5.0,,1.0,,,,,,,,,,,,,,
334,20,101002,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,5,-0.91,True,José Antonio dos Santos Júnior,33,2,7.47,1.1,263,Júnior Santos,J. Santos,4.07,junior-santos,2.0,8.0,16.0,15.0,14.0,14.0,,4.0,18.0,2.0,,1.0,,,,,,,,
335,6,101130,,São Paulo,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_bRSIQCY.png,2,-0.02,True,Jamal Piaras Lewis,33,2,6.12,5.0,276,Jamal Lewis,J. Lewis,2.95,jamal-lewis,,3.0,3.0,,,,2.0,,,1.0,,,,,,,,,,
336,23,101290,,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,5,-0.05,True,Aldemir dos Santos Ferreira,33,7,7.42,1.5,276,Ferreira,Ferreira,3.76,ferreira,4.0,14.0,11.0,35.0,5.0,9.0,,5.0,1.0,1.0,,,,1.0,,,,,,
337,24,101314,,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,5,-0.38,True,Ademir da Silva Santos Júnior,33,7,4.7,2.6,265,Ademir,Ademir,2.89,ademir,1.0,18.0,9.0,17.0,5.0,8.0,,2.0,5.0,3.0,,,,,,,,,,
338,7,101319,,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,2,0.0,False,Cláudio Rodrigues Gomes,33,6,4.83,0.0,266,Guga,Guga,3.07,guga,3.0,5.0,6.0,3.0,,1.0,3.0,,,1.0,1.0,,,,,,,,,
339,23,101431,,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,3,0.35,True,Danilo Boza Júnior,33,7,6.27,4.9,286,Danilo Boza,D. Boza,3.71,danilo-boza,1.0,14.0,2.0,10.0,5.0,12.0,3.0,3.0,1.0,1.0,,2.0,,,,,,,,
340,19,101573,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,4,0.0,False,João Pedro Vilardi Pinto,33,2,6.16,0.0,284,Pepê,Pepê,2.73,pepe,1.0,28.0,16.0,27.0,2.0,4.0,,1.0,1.0,,1.0,,,,,,,,,
341,17,101574,,Corinthians,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,1,-1.22,True,Hugo de Souza Nogueira,33,7,6.77,0.0,264,Hugo Souza,H. Souza,3.99,hugo-souza,2.0,1.0,,1.0,,,5.0,,,,,,,,62.0,19.0,,,,
342,24,101594,,Vasco,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,4,0.09,True,Hugo Moura Arruda da Silva,33,7,5.54,2.1,267,Hugo Moura,H. Moura,3.28,hugo-moura,5.0,49.0,40.0,12.0,5.0,10.0,,,,4.0,1.0,,,,,,,,,
343,21,101597,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,2,-0.24,True,Ramon Ramos Lima,33,7,6.37,5.4,1371,Ramon,Ramon,4.27,ramon,8.0,34.0,27.0,15.0,2.0,9.0,7.0,1.0,2.0,1.0,,,,,,,,,,
344,9,101601,,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,4,0.0,False,Caio Vinicius da Conceição,33,6,2.12,0.0,287,Caio Vinícius,C. Vinícius,0.78,caio-vinicius,5.0,9.0,7.0,5.0,,1.0,,,,,,,,,,,,,,
345,2,101651,,Juventude,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,4,0.0,False,Daniel Nascimento Peixoto dos Santos,33,5,1.94,0.0,286,Peixoto,Peixoto,0.55,peixoto,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
346,26,101666,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,4,0.39,True,Rhaldney Norberto Simião Gomes,33,7,3.7,2.9,373,Rhaldney,Rhaldney,2.52,rhaldney,7.0,47.0,47.0,25.0,2.0,5.0,,,,1.0,,2.0,,,,,,,,
347,17,101708,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,2,0.0,False,Felipe Jonatan Rocha Andrade,33,6,6.13,0.0,356,Felipe Jonatan,F. Jonatan,3.94,felipe-jonatan,,17.0,10.0,23.0,4.0,4.0,6.0,,,,,,,,,,,,,
348,28,101715,,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,5,-0.07,True,Alerrandro Barra Mansa Realino de Souza,33,7,9.03,10.0,287,Alerrandro,Alerrandro,5.98,alerrandro,4.0,27.0,21.0,35.0,14.0,15.0,,10.0,4.0,4.0,,,,,,,1.0,,,
349,17,101726,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,2,0.53,True,Railan Reis Ferreira - Raylan,33,7,5.44,5.6,1371,Railan,Railan,3.53,railan,3.0,18.0,10.0,11.0,2.0,3.0,4.0,,,3.0,,,,,,,1.0,,,
350,26,101727,,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,2,0.0,False,Matheus França Silva,33,7,7.86,0.0,264,Matheuzinho,Matheuzinho,4.44,matheuzinho,3.0,49.0,18.0,14.0,4.0,6.0,7.0,1.0,2.0,1.0,,,,1.0,,,,,,
351,29,101752,,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,2,0.08,True,Claudio Coelho Salvático,33,7,5.88,3.2,288,Claudinho,Claudinho,4.14,claudinho,3.0,49.0,10.0,7.0,3.0,8.0,4.0,2.0,4.0,3.0,,1.0,,,,,,,,
352,5,101768,,Vasco,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_NK98RBN.png,5,0.0,False,Jean David Meneses Villarroel,33,6,4.32,0.0,267,Jean David,J. David,1.34,jean-david,,3.0,,3.0,,2.0,,,,,,,,,,,,,,
353,5,101820,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,2,0.0,False,Mayksilvan da Silva Ferreira,33,6,3.67,0.0,284,Mayk,Mayk,2.38,mayk,,6.0,1.0,,,,1.0,,,,,,,,,,,,,
354,27,101960,,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,5,-0.07,True,Vitor Hugo Naum dos Santos,33,7,7.98,3.2,280,Vitinho,Vitinho,3.47,vitinho,6.0,24.0,26.0,19.0,10.0,22.0,,2.0,3.0,3.0,,3.0,,,,,,,,
355,24,101995,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,3,0.63,True,Emanuel Fermín Brítez,33,6,5.17,7.4,356,Brítez,Brítez,3.57,britez,11.0,31.0,22.0,10.0,2.0,8.0,9.0,,2.0,2.0,1.0,,,,,,,,,
356,16,102130,,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,2,0.0,False,Joaquín Piquerez Moreira,33,6,11.15,0.0,275,Piquerez,Piquerez,6.23,piquerez,2.0,22.0,10.0,19.0,5.0,15.0,7.0,2.0,,,,,,,,,,,,
357,0,102137,,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,1,0.0,False,Vitor Eudes de Souza Costa,33,6,1.0,0.0,266,Vitor Eudes,V. Eudes,0.0,vitor-eudes,,,,,,,,,,,,,,,,,,,,
358,17,102253,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,3,0.0,False,Lucas Halter,33,6,6.22,0.0,263,Lucas Halter,L. Halter,3.05,lucas-halter,4.0,11.0,18.0,6.0,2.0,7.0,6.0,1.0,,,,,,,,,1.0,,,
359,18,102318,,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,2,0.0,False,Caio Fernando de Oliveira,33,7,4.95,0.0,275,Caio Paulista,C. Paulista,3.0,caio-paulista,1.0,12.0,12.0,12.0,4.0,2.0,7.0,,3.0,,1.0,,,,,,,,,
360,25,102340,,Corinthians,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,3,0.0,False,Carlos de Menezes Júnior,33,6,7.99,0.0,264,Cacá,Cacá,3.45,caca,5.0,20.0,27.0,12.0,2.0,13.0,6.0,4.0,,1.0,1.0,,,,,,1.0,,,2.0
361,0,102352,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,4,0.0,False,Ángelo Giovanni Araos Llanos,33,6,3.0,0.0,373,Araos,Araos,0.0,araos,,,,,,,,,,,,,,,,,,,,
362,20,102561,,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,5,0.0,False,Gonzalo Mathías Mastriani Borges,33,5,6.66,0.0,293,Mastriani,Mastriani,3.55,mastriani,,9.0,12.0,9.0,5.0,16.0,,4.0,4.0,,,3.0,,,,,,,,
363,6,102599,,Juventude,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,4,0.0,False,Thiago Beserra dos Santos Conti,33,6,1.53,0.0,286,Thiaguinho,Thiaguinho,0.73,thiaguinho,1.0,5.0,7.0,5.0,,,,,,,,,,,,,1.0,,,
364,30,102796,,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,5,-0.32,True,Julimar Silva Oliveira Júnior,33,7,6.64,10.1,293,Julimar,Julimar,4.29,julimar,4.0,30.0,30.0,13.0,19.0,24.0,,6.0,4.0,2.0,,,,,,,,,,
365,7,102878,,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,4,0.0,False,Miguel David Terans Pérez,33,6,4.06,0.0,266,Terans,Terans,0.97,terans,1.0,3.0,5.0,5.0,2.0,1.0,,,,,,,,,,,,,,
366,16,102906,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,1,0.0,False,Anderson Silva da Paixão,33,7,3.6,0.0,283,Anderson,Anderson,3.5,anderson,1.0,,,2.0,,,6.0,,,,,,,,46.0,20.0,,,,
367,0,102907,,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,1,0.0,False,Matheus Henrique Teixeira,33,6,3.0,0.0,288,Matheus Teixeira,M. Teixeira,0.0,matheus-teixeira,,,,,,,,,,,,,,,,,,,,
368,23,102909,,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,4,-0.13,True,Luan Vinícius da Silva Santos,33,7,2.54,1.1,287,Luan Vinícius,L. Vinícius,1.11,luan-vinicius,5.0,19.0,27.0,16.0,2.0,3.0,,,,,,1.0,,,,,,,,
369,17,102928,,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,5,0.0,False,Agustín Canobbio Graviz,33,6,9.28,0.0,293,Canobbio,Canobbio,5.13,canobbio,3.0,24.0,12.0,24.0,9.0,11.0,,4.0,7.0,1.0,1.0,,,,,,,,,
370,21,103295,,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,4,0.0,False,Eric dos Santos Rodrigues,33,5,5.59,0.0,280,Eric Ramires,E. Ramires,3.15,eric-ramires,3.0,16.0,16.0,18.0,4.0,11.0,,2.0,,2.0,,2.0,,,,,,,,
371,22,103347,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,2,0.2,True,Matheus Alexandre Anastácio de Souza,33,7,6.4,7.9,1371,Matheus Alexandre,M. Alexandre,4.01,matheus-alexandre,5.0,47.0,20.0,8.0,2.0,3.0,7.0,,,,,,,,,,1.0,,,
372,14,103388,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,4,1.22,True,Leandro Emmanuel Martínez,33,6,8.21,15.1,356,Emmanuel Martínez,E. Martínez,4.58,emmanuel-martinez,2.0,22.0,11.0,14.0,1.0,5.0,,1.0,1.0,4.0,,1.0,,,,,,,,
373,15,103445,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_GXGWlqW.png,5,1.97,True,Kaio Jorge Pinto Ramos,33,3,8.09,17.2,283,Kaio Jorge,K. Jorge,4.15,kaio-jorge,3.0,6.0,21.0,17.0,12.0,12.0,,2.0,2.0,2.0,,2.0,,,,,,,,
374,3,103523,,Fluminense,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_covUT29.png,3,0.0,False,Ignácio da Silva Oliveira,33,6,6.77,0.0,266,Ignácio,Ignácio,5.03,ignacio,,7.0,2.0,3.0,,1.0,1.0,,,,,,,,,,,,,
375,5,103575,,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,3,0.0,False,João Victor Andrade Caetano,33,6,2.93,0.0,264,Caetano,Caetano,0.22,caetano,,4.0,4.0,1.0,,,,,,,1.0,,,,,,,,,
376,3,103672,,Fluminense,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_nEJXLEW.png,2,0.0,False,Gabriel Rafael Fuentes Gómez,33,6,5.39,0.0,266,Gabriel Fuentes,G. Fuentes,1.73,gabriel-fuentes,1.0,1.0,,,,,1.0,,,,,,,,,,,,,
377,28,103684,,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,3,0.0,False,Kaíque Rocha Lima,33,6,6.02,0.0,293,Kaíque Rocha,K. Rocha,3.35,kaique-rocha,3.0,40.0,18.0,10.0,4.0,6.0,7.0,,1.0,1.0,,,,,,,,,,
378,23,103695,,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,4,0.39,True,Jadsom Meemyas de Oliveira da Silva,33,7,2.68,2.4,280,Jadsom Silva,J. Silva,1.28,jadsom-silva,8.0,37.0,32.0,4.0,1.0,3.0,,,,,1.0,,,,,,,,,
379,23,103764,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,5,1.61,True,Gabriel Veron Fonseca de Souza,33,3,6.14,12.6,283,Gabriel Veron,G. Veron,3.42,gabriel-veron,3.0,21.0,11.0,5.0,3.0,7.0,,5.0,2.0,1.0,,1.0,,,,,,,,
380,22,103767,,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,4,0.0,False,Gabriel Vinícius Menino,33,6,5.38,0.0,275,Gabriel Menino,G. Menino,2.54,gabriel-menino,7.0,27.0,25.0,21.0,6.0,16.0,,1.0,5.0,,1.0,1.0,,,,,,,,
381,15,103987,,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,4,0.0,False,Higor Matheus Meritão,33,6,4.06,0.0,288,Higor Meritão,H. Meritão,3.0,higor-meritao,3.0,18.0,18.0,12.0,3.0,8.0,,2.0,1.0,,,,,,,,,,,
382,10,104075,,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,3,-0.47,True,José Sabino Chagas Monteiro,33,7,6.27,2.0,276,Sabino,Sabino,3.9,sabino,2.0,12.0,9.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,
383,22,104085,,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,3,0.0,False,Bruno de Lara Fuchs,33,2,4.19,0.0,282,Bruno Fuchs,B. Fuchs,2.08,bruno-fuchs,7.0,30.0,20.0,14.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,,1.0,,,
384,31,104118,,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,1,0.03,True,Lucas Willians Assis Arcanjo,33,7,3.78,3.0,287,Lucas Arcanjo,L. Arcanjo,2.42,lucas-arcanjo,4.0,,,7.0,,,5.0,,,,,,,,99.0,48.0,,,,
385,0,104153,,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,4,0.0,False,Ruan de Oliveira Ferreira,33,6,3.0,0.0,264,Ruan,Ruan,0.0,ruan,,,,,,,,,,,,,,,,,,,,
386,0,104191,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,1,0.0,False,Raul Jonas Steffens,33,6,2.0,0.0,263,Raul,Raul,0.0,raul,,,,,,,,,,,,,,,,,,,,
387,11,104204,,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,5,-0.04,True,Edson Guilherme Mendes dos Santos,33,7,4.99,2.3,286,Edson Carioca,E. Carioca,4.55,edson-carioca,2.0,12.0,14.0,15.0,2.0,4.0,,3.0,2.0,1.0,,,,,,,,,,
388,17,104250,,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,3,0.0,False,João Victor da Silva Marcelino,33,7,4.13,0.0,267,João Victor,J. Victor,2.32,joao-victor,4.0,19.0,11.0,18.0,1.0,2.0,2.0,1.0,,,2.0,,,,,,,,,
389,27,104253,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,3,0.8,True,Adriano Martins da Fonseca,33,7,5.11,5.5,373,Adriano Martins,A. Martins,3.3,adriano-martins,6.0,46.0,26.0,11.0,5.0,9.0,6.0,,2.0,,,,,,,,1.0,,,
390,23,104257,,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,2,-0.13,True,João Lucas de Almeida Carvalho,33,7,6.44,1.1,286,João Lucas,J. Lucas,4.81,joao-lucas,5.0,38.0,25.0,24.0,4.0,10.0,4.0,1.0,,5.0,,,,,,,,,,
391,11,104383,,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,1,0.0,False,Matheus Mendes Werneck de Oliveira,33,6,4.69,0.0,282,Matheus Mendes,M. Mendes,2.95,matheus-mendes,,,,3.0,,,1.0,,,,,,,,37.0,18.0,,,1.0,
392,19,104502,,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,4,0.0,False,Christian Roberto Alves Cardoso,33,6,4.61,0.0,293,Christian,Christian,2.1,christian,6.0,22.0,35.0,24.0,4.0,7.0,,1.0,4.0,,,,,,,,,,,
393,17,104528,,Botafogo,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,5,0.89,True,Igor Jesus Maciel da Cruz,33,2,7.86,8.5,263,Igor Jesus,I. Jesus,5.78,igor-jesus,2.0,7.0,19.0,38.0,13.0,16.0,,5.0,10.0,1.0,,2.0,,,,,,,,
394,1,104588,,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,1,0.0,False,Fabrício Oliveira de Souza,33,6,0.64,0.0,280,Fabrício,Fabrício,2.0,fabricio,1.0,,,,,,,,,,,,,,5.0,2.0,,,,
395,20,104666,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,5,-0.71,True,Moisés Vieira da Veiga,33,6,5.02,2.5,356,Moisés,Moisés,3.2,moises,,6.0,2.0,6.0,5.0,11.0,,4.0,5.0,1.0,,1.0,,,,,,,,
396,22,104693,,Criciúma,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,4,0.24,True,Newton Araújo da Costa Júnior,33,7,3.43,1.4,288,Newton,Newton,2.5,newton,4.0,31.0,43.0,14.0,5.0,11.0,,1.0,1.0,1.0,,,,,,,,,,
397,31,104754,,Fortaleza,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,6,0.23,True,Juan Pablo Vojvoda Rizzo,33,6,9.81,10.29,356,Juan Vojvoda,J. Vojvoda,5.53,juan-vojvoda,,,,,,,,,,,,,18.0,,,,,,,
398,20,104759,,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,2,-0.21,True,Leonardo Ezequiel Godoy,33,6,5.6,-0.4,293,Leo Godoy,L. Godoy,2.39,leo-godoy,4.0,10.0,26.0,13.0,,4.0,5.0,1.0,1.0,1.0,,,,,,,,,,
399,3,104783,,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,4,-0.31,True,Nicolás Brian Acevedo Tabárez,33,6,5.23,1.2,265,Acevedo,Acevedo,2.17,acevedo,,3.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,
400,7,104849,,Grêmio,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,5,0.0,False,Douglas Matías Arezo Martínez,33,6,4.52,0.0,284,Arezo,Arezo,1.73,arezo,,3.0,3.0,1.0,4.0,4.0,,,1.0,,,,,1.0,,,,,,
401,30,104994,,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,3,0.03,True,Wagner Leonardo Calvelo de Souza,33,7,5.46,2.1,287,Wagner Leonardo,W. Leonardo,3.91,wagner-leonardo,2.0,34.0,12.0,8.0,5.0,6.0,6.0,5.0,2.0,,1.0,,,,,,,,,
402,25,105047,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,3,0.03,True,João Marcelo Messias Ferreira,33,6,4.49,1.2,283,João Marcelo,J. Marcelo,3.15,joao-marcelo,6.0,25.0,16.0,10.0,3.0,5.0,8.0,,2.0,2.0,1.0,,,,,,,,,
403,14,105300,,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,3,0.0,False,Nahuel Adolfo Ferraresi Hernández,33,6,6.86,0.0,276,Ferraresi,Ferraresi,4.8,ferraresi,2.0,22.0,10.0,4.0,1.0,2.0,5.0,1.0,,1.0,,1.0,,,,,,,,
404,13,105301,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,5,-0.16,True,Jan Carlos Hurtado Anchico,33,6,3.86,0.3,373,Hurtado,Hurtado,1.57,hurtado,1.0,8.0,18.0,9.0,6.0,1.0,,1.0,3.0,,1.0,,,,,,,,,
405,28,105373,,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,3,0.0,False,Gabriel Lheman Xavier - Lhman,33,7,5.73,0.0,265,Gabriel Xavier,G. Xavier,3.35,gabriel-xavier,5.0,38.0,35.0,10.0,7.0,7.0,9.0,,,,,,,,,,,,,
406,18,105531,,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,2,-0.53,True,Matheus Lima Beltrão Oliveira Valin,33,6,6.58,1.2,264,Matheus Bidu,M. Bidu,4.17,matheus-bidu,2.0,20.0,9.0,15.0,4.0,7.0,6.0,1.0,2.0,,,,,,,,,,,
407,25,105568,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,5,-0.22,True,Juan Martín Lucero,33,6,7.56,-0.9,356,Lucero,Lucero,3.44,lucero,8.0,6.0,34.0,23.0,11.0,15.0,,7.0,8.0,1.0,,,,,,,,,,
408,27,105584,,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,2,-1.19,True,Lucas Piton Crivellaro,33,7,6.3,-0.9,267,Lucas Piton,L. Piton,4.2,lucas-piton,5.0,55.0,27.0,11.0,2.0,6.0,4.0,1.0,,4.0,,,,,,,,,,
409,17,105585,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,4,0.0,False,Roni Medeiros de Moura,33,6,3.12,0.0,373,Roni,Roni,2.09,roni,3.0,18.0,10.0,9.0,3.0,5.0,,1.0,,,,,,,,,,,,
410,20,105647,,Palmeiras,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,4,0.0,False,Maurício Magalhães Prado,33,7,5.49,0.0,275,Maurício,Maurício,2.74,mauricio,2.0,11.0,9.0,20.0,7.0,9.0,,2.0,,,,1.0,,2.0,,,,,,
411,9,105786,,Corinthians,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_vjED9BC.png,5,-0.91,True,Talles Magno Bacelar Martins,33,6,6.91,1.2,264,Talles Magno,T. Magno,3.67,talles-magno,2.0,5.0,8.0,7.0,2.0,1.0,,2.0,2.0,1.0,,1.0,,1.0,,,,,,
412,25,105811,,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,5,0.0,False,Wesley Ribeiro Silva,33,7,11.93,0.0,285,Wesley,Wesley,7.13,wesley,9.0,41.0,50.0,72.0,18.0,19.0,,8.0,8.0,1.0,,3.0,,3.0,,,,,,
413,8,105842,,Vitória,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_XVH1nU3.png,3,0.06,True,Lucas Eduardo Ribeiro de Souza,33,7,3.84,1.7,287,Edu,Edu,2.03,edu,1.0,6.0,3.0,2.0,,,2.0,,,,,,,,,,,,,
