,atletas.slug,atletas.nome,atletas.pontos_num,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.apelido,atletas.entrou_em_campo,atletas.media_num,atletas.preco_num,atletas.atleta_id,atletas.posicao_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.status_id,atletas.foto,atletas.rodada_id,atletas.clube_id,atletas.apelido_abreviado,V,CA,DE,FS,GS,SG,A,DS,FC,FD,FF,G,I,CV,FT,PC,PS,PP,DP,GC
255,john,John Victor Maciel Furtado,11.0,0.51,,John,True,4.47,8.06,94044,1,Botafogo,24,7,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,27,263,John,,2.0,72.0,3.0,21.0,10.0,,,1.0,,,,,,,,,,1.0,
256,matheus-fernandes,Matheus Fernandes Siqueira,-1.9,-1.01,,Matheus Fernandes,True,5.32,7.67,94067,4,Bragantino,7,6,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,27,280,M. Fernandes,,1.0,,7.0,,,1.0,17.0,9.0,2.0,2.0,1.0,,,,,,,,
257,felipe-vizeu,Felipe dos Reis Pereira Vizeu do Carmo,0.5,-0.3,,Felipe Vizeu,True,0.8,2.6,94138,5,Criciúma,6,6,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,27,288,F. Vizeu,,,,4.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,
258,maycon,Maycon de Andrade Barberan,0.0,0.0,,Maycon,False,0.2,4.65,94154,4,Corinthians,2,5,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,27,264,Maycon,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,
259,raphael-veiga,Raphael Cavalcante Veiga,4.2,-1.1,,Raphael Veiga,True,4.76,10.79,94509,4,Palmeiras,23,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,27,275,R. Veiga,,3.0,,32.0,,,3.0,15.0,11.0,20.0,29.0,3.0,4.0,1.0,1.0,,,1.0,,
260,pedro,Pedro Guilherme Abreu dos Santos,0.0,0.0,,Pedro,False,7.9,13.93,94583,5,Flamengo,21,5,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,27,262,Pedro,,3.0,,25.0,,,5.0,15.0,14.0,15.0,11.0,11.0,3.0,,2.0,,1.0,1.0,,
261,jhegson-mendez,Jhegson Sebastián Méndez Carabalí,0.0,0.0,,Jhegson Méndez,False,0.0,4.0,94786,4,São Paulo,0,6,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,27,276,J. Méndez,,,,,,,,,,,,,,,,,,,,
262,battaglia,Rodrigo Andrés Battaglia,0.0,0.0,,Battaglia,False,1.13,2.37,94845,4,Atlético-MG,19,7,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,27,282,Battaglia,,3.0,,10.0,,,,20.0,25.0,3.0,3.0,,,2.0,1.0,,,,,
263,lucas-fernandes,Lucas Fernandes da Silva,3.0,-0.04,,Lucas Fernandes,True,1.89,3.95,94931,4,Cuiabá,14,7,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,27,1371,L. Fernandes,,1.0,,10.0,,,,7.0,7.0,4.0,4.0,1.0,,,,,,,,
264,juninho-capixaba,Luis Antônio da Rocha Júnior,0.0,0.0,,Juninho Capixaba,False,5.18,10.84,94968,2,Bragantino,14,5,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,27,280,J. Capixaba,,3.0,,24.0,,3.0,,41.0,18.0,2.0,3.0,,1.0,,,,,,,
265,gabriel-taliari,Gabriel Pereira Taliari,0.0,0.0,,Gabriel Taliari,False,2.4,3.55,95131,5,Juventude,12,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,27,286,G. Taliari,,,,17.0,,,2.0,3.0,7.0,2.0,1.0,,3.0,,2.0,,,,,
266,gregore,Gregore de Magalhães da Silva,7.4,0.55,,Gregore,True,2.52,4.76,95464,4,Botafogo,23,7,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,27,263,Gregore,,6.0,,10.0,,,2.0,50.0,64.0,4.0,3.0,,1.0,,,,1.0,,,
267,igor-vinicius,Igor Vinícius de Souza,0.0,-1.24,,Igor Vinícius,True,4.08,5.55,95466,2,São Paulo,20,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,27,276,I. Vinícius,,3.0,,27.0,,6.0,2.0,31.0,14.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0
268,raniele,Raniele Almeida Melo,0.0,0.0,,Raniele,False,3.66,6.84,95556,4,Corinthians,23,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,27,264,Raniele,,6.0,,24.0,,,,56.0,24.0,7.0,7.0,,1.0,,1.0,,1.0,,,
269,trauco,Miguel Ángel Trauco Saavedra,0.0,0.0,,Trauco,False,1.73,3.97,95738,2,Criciúma,16,6,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,27,288,Trauco,,2.0,,1.0,,1.0,,11.0,8.0,1.0,5.0,1.0,,,,,,,,
270,tobias-figueiredo,Tobias Pereira Figueiredo,3.4,0.84,,Tobias Figueiredo,True,0.71,2.03,95878,3,Criciúma,12,7,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,27,288,T. Figueiredo,,4.0,,6.0,,1.0,,7.0,12.0,1.0,2.0,,,,,,,,,1.0
271,machado,Luiz Filipe da Rosa Machado - Felipe,3.6,0.34,,Machado,True,1.19,2.63,96089,4,Vitória,14,7,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_lcvtaws.png,27,287,Machado,,2.0,,8.0,,,,11.0,12.0,3.0,2.0,,1.0,,,,,,,
272,lima,Vinicius Moreira de Lima,3.0,-0.04,,Lima,True,2.69,6.75,96340,4,Fluminense,17,6,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,27,266,Lima,,2.0,,26.0,,,,13.0,12.0,2.0,9.0,2.0,,1.0,,,,,,
273,charles,Charles Rigon Mattos,3.6,-0.07,,Charles,True,3.9,5.9,96342,4,Corinthians,6,7,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_B0JwXGp.png,27,264,Charles,,3.0,,5.0,,,,19.0,9.0,2.0,2.0,,2.0,,,,,,,
274,matheus-pereira,Matheus Fellipe Costa Pereira,1.0,-0.55,,Matheus Pereira,True,5.66,9.08,96610,4,Cruzeiro,23,7,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,27,283,M. Pereira,,7.0,,62.0,,,5.0,9.0,23.0,12.0,22.0,5.0,7.0,,2.0,,,,,
275,maxime-dominguez,Maxime Dominguez,-0.3,-0.73,,Maxime Dominguez,True,-0.3,4.27,96614,4,Vasco,1,6,https://s.sde.globo.com/media/person_role/2024/09/09/photo_FORMATO_yW5iRUR.png,27,267,M. Dominguez,,,,,,,,,1.0,,,,,,,,,,,
276,allan,Allan Rodrigues de Souza,-0.3,0.04,,Allan,True,1.47,3.51,96652,4,Flamengo,20,6,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,27,262,Allan,,4.0,,12.0,,,,25.0,23.0,3.0,2.0,,,,,1.0,,,,
277,gabriel-milito,Gabriel Alejandro Milito,9.25,0.81,,Gabriel Milito,True,4.89,9.06,96673,6,Atlético-MG,25,7,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,27,282,G. Milito,9.0,,,,,,,,,,,,,,,,,,,
278,saravia,Renzo Saravia,0.0,0.0,,Saravia,False,3.97,6.71,96725,2,Atlético-MG,20,6,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,27,282,Saravia,,2.0,,22.0,,5.0,,44.0,33.0,1.0,3.0,,1.0,,,1.0,,,,
279,camutanga,Cleidson Andrade da Souza Silva,0.0,0.0,,Camutanga,False,0.63,2.34,96793,3,Vitória,4,5,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,27,287,Camutanga,,1.0,,2.0,,,,3.0,3.0,1.0,2.0,,,1.0,,,,,,
280,carlinhos,Carlos Moisés de Lima,-2.0,-0.62,,Carlinhos,True,1.57,2.48,96831,5,Flamengo,13,3,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,27,262,Carlinhos,,2.0,,2.0,,,,3.0,8.0,3.0,5.0,2.0,4.0,1.0,,,,,,
281,dudu,Luís Eduardo Marques dos Santos,6.7,1.36,,Dudu,True,1.0,3.24,97133,2,Criciúma,7,2,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_k6f9iFp.png,27,288,Dudu,,1.0,,2.0,,1.0,,2.0,5.0,1.0,,,1.0,,,,,,,
282,villasanti,Mathías Adalberto Villasanti Rolón,1.9,-0.34,,Villasanti,True,4.14,8.22,97145,4,Grêmio,16,7,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,27,284,Villasanti,,2.0,,17.0,,,1.0,41.0,23.0,3.0,1.0,1.0,,,,,,,,
283,janderson,Janderson Santos de Souza,1.7,-0.06,,Janderson,True,1.94,3.9,97245,5,Atlético-GO,8,6,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,27,373,Janderson,,2.0,,10.0,,,,10.0,11.0,3.0,4.0,,,1.0,,,,,,
284,rogerio-ceni,Rogério Mücke Ceni,4.45,-0.92,,Rogério Ceni,True,5.19,9.16,97341,6,Bahia,25,7,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,27,265,R. Ceni,11.0,,,,,,,,,,,,,,,,,,,
285,gustavo-mosquito,Gustavo Henric da Silva,9.7,0.74,,Gustavo Mosquito,True,3.12,5.58,97450,5,Vitória,13,7,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_t7r0bPE.png,27,287,G. Mosquito,,2.0,,8.0,,,2.0,7.0,7.0,,4.0,2.0,,,1.0,,,,,
286,marcal,Fernando Marçal de Oliveira,11.2,1.67,,Marçal,True,4.88,7.57,97468,2,Botafogo,13,6,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,27,263,Marçal,,5.0,,13.0,,6.0,,23.0,18.0,1.0,2.0,1.0,1.0,,,1.0,,,,
287,shaylon,Shaylon Kallyson Cardozo - Cardoso,2.4,0.24,,Shaylon,True,2.36,4.64,97520,4,Atlético-GO,24,7,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,27,373,Shaylon,,2.0,,5.0,,,1.0,15.0,11.0,7.0,16.0,2.0,,,1.0,,,1.0,,
288,willean-lepo,William Bernardo Willemen - Willeam Lepu,0.0,0.0,,Willean Lepo,False,3.26,4.58,97522,2,Vitória,20,5,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,27,287,W. Lepo,,3.0,,17.0,,2.0,,40.0,14.0,3.0,3.0,,2.0,,,,,,,
289,felix-torres,Félix Eduardo Torres Caicedo,0.0,0.0,,Félix Torres,False,2.79,6.27,97642,3,Corinthians,17,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,27,264,F. Torres,,3.0,,4.0,,5.0,,21.0,22.0,1.0,1.0,,2.0,,1.0,,,,,
290,murilo,Murilo Cerqueira Paim,5.2,-0.39,,Murilo,True,4.04,9.74,97653,3,Palmeiras,19,7,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,27,275,Murilo,,3.0,,5.0,,11.0,,14.0,23.0,1.0,8.0,1.0,1.0,1.0,,,,,,
291,erick,Erick de Arruda Serafim,-0.1,-0.92,,Erick,True,1.83,3.89,97810,5,São Paulo,14,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,27,276,Erick,,2.0,,9.0,,,2.0,4.0,7.0,1.0,3.0,1.0,,,,1.0,,,,
292,leo-ortiz,Leonardo Rech Ortiz,0.0,0.0,,Léo Ortiz,False,3.38,7.59,97867,3,Flamengo,17,6,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,27,262,L. Ortiz,,2.0,,4.0,,3.0,2.0,23.0,8.0,1.0,4.0,,,,1.0,,,,,
293,iago,Iago Amaral Borduchi,0.0,0.0,,Iago,False,3.43,6.16,97868,2,Bahia,9,6,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,27,265,Iago,,,,5.0,,4.0,,5.0,3.0,2.0,1.0,,,,,,,,,
294,vitao,Vitor Eduardo da Silva Matos,2.6,-0.7,,Vitão,True,3.02,5.11,97900,3,Internacional,15,7,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,27,285,Vitão,,3.0,,7.0,,6.0,,10.0,13.0,3.0,4.0,,,,,,,,,
295,luis-oyama,Luís Felipe Oyama,1.2,0.01,,Luís Oyama,True,2.49,3.88,97908,4,Juventude,12,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,27,286,L. Oyama,,,,3.0,,,,8.0,4.0,2.0,2.0,2.0,,,,,,,,
296,erick,Erick Luis Conrado de Carvalho,-0.3,-0.43,,Erick,True,3.63,6.54,98022,4,Athlético-PR,23,2,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,27,293,Erick,,1.0,,18.0,,,1.0,41.0,25.0,5.0,11.0,1.0,1.0,,2.0,,,,,
297,pedro-raul,Pedro Raul Garay da Silva,0.0,0.0,,Pedro Raul,False,1.24,2.6,98225,5,Corinthians,17,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,27,264,P. Raul,,2.0,,8.0,,,,12.0,10.0,4.0,4.0,,2.0,,,,,,,
298,bastos,Bartolomeu Jacinto Quissanga,5.0,0.29,,Bastos,True,3.93,5.84,98280,3,Botafogo,25,7,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,27,263,Bastos,,4.0,,4.0,,10.0,,23.0,26.0,1.0,8.0,3.0,1.0,,,1.0,,,,
299,kanu,Victor Hugo Soares dos Santos,0.0,0.0,,Kanu,False,2.05,3.52,98484,3,Bahia,19,7,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,27,265,Kanu,,9.0,,20.0,,7.0,,8.0,26.0,1.0,,,,,,,,,,
300,jean-lucas,Jean Lucas de Souza Oliveira,1.0,-0.5,,Jean Lucas,True,4.66,7.03,98517,4,Bahia,24,7,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,27,265,J. Lucas,,5.0,,38.0,,,4.0,31.0,31.0,11.0,26.0,2.0,2.0,,,,,,,
301,kuscevic,Benjamín Kuščević Jaramillo,1.2,-0.32,,Kuscevic,True,3.32,5.07,98619,3,Fortaleza,13,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,27,356,Kuscevic,,2.0,,3.0,,4.0,,14.0,9.0,2.0,3.0,1.0,2.0,1.0,,,,,,
302,savarino,Jefferson David Savarino Quintero,1.2,-0.84,,Savarino,True,3.92,6.67,98672,5,Botafogo,18,7,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,27,263,Savarino,,3.0,,5.0,,,4.0,1.0,7.0,13.0,6.0,4.0,3.0,,,,,,,
303,cuello,Tomás Esteban Cuello,4.0,-0.42,,Cuello,True,3.47,5.83,98909,5,Athlético-PR,20,7,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,27,293,Cuello,,2.0,,17.0,,,3.0,13.0,13.0,11.0,12.0,1.0,5.0,,2.0,,,,,
304,vina,Matías Nicolás Viña Susperreguy,0.0,0.0,,Viña,False,1.39,4.63,98974,2,Flamengo,9,5,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,27,262,Viña,,1.0,,2.0,,1.0,,5.0,4.0,1.0,2.0,,,,,,,,,
305,rogel,Agustín Maximiliano Rogel Paita,-0.6,-1.67,,Rogel,True,3.32,4.61,98975,3,Internacional,4,2,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_RuLD9HB.png,27,285,Rogel,,,,2.0,,1.0,,3.0,5.0,3.0,2.0,,,,,,,,,
306,vegetti,Pablo Vegetti,1.2,-0.52,,Vegetti,True,6.04,11.21,99198,5,Vasco,24,7,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,27,267,Vegetti,,5.0,,56.0,,,1.0,12.0,27.0,19.0,32.0,8.0,17.0,,2.0,,2.0,2.0,,
307,puma-rodriguez,José Luis Rodríguez Bebanz,0.0,-0.9,,Puma Rodríguez,True,2.52,3.69,99213,2,Vasco,11,6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,27,267,P. Rodríguez,,,,,,2.0,1.0,9.0,2.0,,3.0,,,,,,,,,
308,de-la-cruz,Diego Nicolás de la Cruz Arcosa,0.0,0.0,,De la Cruz,False,7.74,12.84,99228,4,Flamengo,10,7,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,27,262,D. Cruz,,1.0,,29.0,,,2.0,22.0,13.0,5.0,8.0,2.0,,,1.0,,,,,
309,gonzalo-freitas,Gonzalo Gastón Freitas Silva,2.1,0.3,,Gonzalo Freitas,True,3.5,5.36,99234,4,Atlético-GO,6,6,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_uebM1kx.png,27,373,G. Freitas,,4.0,,4.0,,,,14.0,10.0,6.0,5.0,,,,,2.0,,,,
310,pochettino,Tomás Pochettino,6.1,0.57,,Pochettino,True,5.0,8.32,99267,4,Fortaleza,21,7,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,27,356,Pochettino,,4.0,,15.0,,,6.0,23.0,15.0,5.0,8.0,5.0,3.0,,,1.0,1.0,1.0,,
311,alexander-barboza,Alexander Nahuel Barboza Ullúa,6.2,0.83,,Alexander Barboza,True,3.5,5.2,99274,3,Botafogo,17,7,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,27,263,A. Barboza,,6.0,,1.0,,8.0,1.0,17.0,20.0,4.0,6.0,,1.0,1.0,,1.0,,,,
312,dinenno,Juan Ignacio Dinenno de Cara,0.0,0.0,,Dinenno,False,4.95,7.98,99316,5,Cruzeiro,6,5,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,27,283,Dinenno,,1.0,,3.0,,,,1.0,1.0,3.0,1.0,3.0,1.0,,,,,,,
313,luis-zubeldia,Luis Francisco Zubeldía,3.25,-0.79,,Luis Zubeldía,True,5.1,9.25,99366,6,São Paulo,24,7,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_FZ4aNBC.png,27,276,L. Zubeldía,12.0,,,,,,,,,,,,,,,,,,,
314,robert-rojas,Robert Samuel Rojas Chávez,0.0,0.0,,Robert Rojas,False,1.84,3.21,99387,3,Vasco,5,6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,27,267,R. Rojas,,,,,,1.0,,4.0,2.0,,,,,,,,,,,
315,michael,Michael Richard Delgado de Oliveira,0.0,0.0,,Michael,False,12.2,12.6,99392,5,Flamengo,1,5,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_iwCejip.png,27,262,Michael,,,,2.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,
316,baralhas,Gabriel Baralhas dos Santos,7.2,0.61,,Baralhas,True,3.99,6.23,99440,4,Atlético-GO,21,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,27,373,Baralhas,,6.0,,19.0,,,1.0,42.0,18.0,10.0,13.0,1.0,1.0,,,,,,,
317,rossi,Agustín Daniel Rossi,0.0,0.0,,Rossi,False,2.31,5.06,99552,1,Flamengo,24,7,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,27,262,Rossi,,,60.0,4.0,29.0,3.0,,,,,,,,,,,,,1.0,
318,guilherme-romao,Guilherme Kennedy Romão,2.2,0.05,,Guilherme Romão,True,3.26,4.54,99623,2,Atlético-GO,22,7,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,27,373,G. Romão,,5.0,,33.0,,2.0,3.0,13.0,15.0,7.0,14.0,1.0,4.0,1.0,,,,,,
319,arias,Jhon Adolfo Arias Andrade,8.3,-0.61,,Arias,True,6.87,13.36,99815,4,Fluminense,15,7,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,27,266,Arias,,3.0,,43.0,,,1.0,29.0,17.0,11.0,16.0,3.0,1.0,,,,,,,
320,paulinho,Paulo Henrique Sampaio Filho,0.0,0.0,,Paulinho,False,4.53,10.12,99818,5,Atlético-MG,21,7,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,27,282,Paulinho,,3.0,,14.0,,,1.0,20.0,10.0,11.0,8.0,6.0,8.0,1.0,,,1.0,,,
321,alan-franco,Alan Javier Franco,0.0,0.0,,Alan Franco,False,3.11,6.68,99889,3,São Paulo,18,7,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,27,276,A. Franco,,5.0,,4.0,,8.0,1.0,18.0,13.0,,3.0,,1.0,1.0,,,,,,1.0
322,carrillo,Ronie Edmundo Carrillo Morales,0.2,-0.52,,Carrillo,True,3.2,4.6,100076,5,Juventude,7,7,https://s.sde.globo.com/media/person_role/2024/07/12/photo_FORMATO_lgqGgyh.png,27,286,Carrillo,,,,5.0,,,,7.0,4.0,2.0,3.0,1.0,1.0,,,,,,,
323,zaracho,Federico Matías Javier Zaracho,0.0,0.0,,Zaracho,False,3.23,7.04,100079,4,Atlético-MG,13,5,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,27,282,Zaracho,,1.0,,13.0,,,,15.0,10.0,2.0,4.0,2.0,1.0,,,,,,,
324,igor-gomes,Igor Silveira Gomes,7.9,0.57,,Igor Gomes,True,3.87,6.39,100084,4,Atlético-MG,14,6,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,27,282,I. Gomes,,4.0,,16.0,,,3.0,16.0,13.0,3.0,3.0,1.0,,,2.0,,,,,
325,pedro-augusto,Pedro Augusto Borges da Costa,0.0,-0.38,,Pedro Augusto,True,1.68,3.02,100085,4,Fortaleza,23,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,27,356,P. Augusto,,7.0,,21.0,,,1.0,30.0,27.0,2.0,1.0,,,,,1.0,,,,
326,yuri-alberto,Yuri Alberto Monteiro da Silva,6.5,0.53,,Yuri Alberto,True,4.93,7.97,100652,5,Corinthians,20,7,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,27,264,Y. Alberto,,4.0,,30.0,,,4.0,13.0,23.0,12.0,17.0,4.0,10.0,1.0,1.0,,,,,
327,matheus-henrique,Matheus Henrique de Souza,0.0,0.0,,Matheus Henrique,False,4.85,7.35,100742,4,Cruzeiro,9,7,https://s.sde.globo.com/media/person_role/2024/06/25/photo_220x220_gfmexdE.png,27,283,M. Henrique,,3.0,,9.0,,,,16.0,10.0,3.0,8.0,2.0,,,,,,,,
328,liziero,Igor Matheus Liziero Pereira,1.9,-0.07,,Liziero,True,1.68,3.83,100761,4,São Paulo,4,6,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,27,276,Liziero,,1.0,,3.0,,,,6.0,6.0,,1.0,,,,,,,,,
329,brenno,Brenno Oliveira Fraga Costa,0.0,0.0,,Brenno,False,0.0,4.0,100830,1,Grêmio,0,6,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,27,284,Brenno,,,,,,,,,,,,,,,,,,,,
330,ruan,Ruan Tressoldi Netto,1.5,-0.97,,Ruan,True,5.4,7.94,100842,3,São Paulo,2,6,https://s.sde.globo.com/media/person_role/2024/08/20/photo_FORMATO_S9vlZEa.png,27,276,Ruan,,,,1.0,,1.0,,5.0,5.0,,1.0,,,,,,,,,
331,lucas-esteves,Lucas Esteves de Souza,6.3,0.25,,Lucas Esteves,True,2.85,4.31,100846,2,Vitória,23,7,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,27,287,L. Esteves,,8.0,,18.0,,3.0,1.0,25.0,26.0,3.0,13.0,1.0,7.0,,,,1.0,,,
332,luan-candido,Luan Cândido de Almeida,0.0,0.0,,Luan Cândido,False,3.13,4.97,100848,3,Bragantino,19,6,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,27,280,L. Cândido,,4.0,,6.0,,3.0,,28.0,32.0,4.0,11.0,1.0,2.0,,,,,,,
333,vitinho,Victor Alexander da Silva,0.0,0.0,,Vitinho,False,4.3,7.0,100898,2,Botafogo,1,7,https://s.sde.globo.com/media/person_role/2024/08/30/photo_220x220_DbahnIn.png,27,263,Vitinho,,,,2.0,,,,3.0,1.0,,,,,,,,,,,
334,ronald-lopes,Ronald dos Santos Lopes,2.1,-0.12,,Ronald Lopes,True,2.16,3.95,100969,4,Criciúma,17,6,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,27,288,R. Lopes,,3.0,,14.0,,,2.0,22.0,24.0,1.0,3.0,,,,,,,,,
335,derek,Derek Freitas Ribeiro,0.0,-0.22,,Derek,True,1.35,2.89,100976,5,Atlético-GO,15,7,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,27,373,Derek,,1.0,,7.0,,,,9.0,12.0,2.0,4.0,1.0,1.0,1.0,,,,,,
336,nonato,Gustavo Nonato Santana,1.0,-0.25,,Nonato,True,0.8,3.02,100987,4,Fluminense,7,6,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,27,266,Nonato,,1.0,,5.0,,,,3.0,1.0,,1.0,,,,,,,,,
337,junior-santos,José Antonio dos Santos Júnior,0.0,0.0,,Júnior Santos,False,4.27,7.59,101002,5,Botafogo,17,5,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,27,263,J. Santos,,2.0,,15.0,,,2.0,8.0,16.0,13.0,14.0,3.0,16.0,,1.0,,,,,
338,umberto-louzer,Umberto Lourenço Louzer Filho,2.26,-0.47,,Umberto Louzer,True,3.8,6.66,101077,6,Atlético-GO,5,7,https://s.sde.globo.com/media/person_role/2021/04/15/6b25bcef84ca2ca67c4b19b4e5356ca3_FORMATO.png,27,373,U. Louzer,1.0,,,,,,,,,,,,,,,,,,,
339,jamal-lewis,Jamal Piaras Lewis,0.0,0.0,,Jamal Lewis,False,6.2,7.73,101130,2,São Paulo,1,6,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_bRSIQCY.png,27,276,J. Lewis,,,,,,1.0,,1.0,,,,,,,,,,,,
