,atletas.media_num,atletas.pontos_num,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.apelido,atletas.status_id,atletas.atleta_id,atletas.foto,atletas.apelido_abreviado,atletas.preco_num,atletas.clube.id.full.name,atletas.slug,atletas.variacao_num,atletas.rodada_id,atletas.jogos_num,atletas.clube_id,atletas.entrou_em_campo,atletas.nome,DS,FC,FF,FS,G,I,A,CA,FD,FT,SG,CV,V,DE,GS,PC,PP,PS,DP,GC
260,0.2,0.0,4,,Maycon,5,94154,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,Maycon,4.65,Corinthians,maycon,0.0,19,2,264,False,Maycon de Andrade Barberan,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,
261,4.87,0.5,4,,Raphael Veiga,3,94509,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,R. Veiga,11.09,Palmeiras,raphael-veiga,-0.55,19,17,275,True,Raphael Cavalcante Veiga,11.0,11.0,28.0,26.0,2.0,3.0,3.0,3.0,14.0,,,1.0,,,,,1.0,,,
262,7.77,0.5,5,,Pedro,7,94583,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,Pedro,13.09,Flamengo,pedro,-0.93,19,18,262,True,Pedro Guilherme Abreu dos Santos,12.0,12.0,9.0,21.0,9.0,3.0,5.0,2.0,14.0,1.0,,,,,,,1.0,1.0,,
263,0.0,0.0,4,,Jhegson Méndez,6,94786,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_PUzvx3f.png,J. Méndez,4.0,São Paulo,jhegson-mendez,0.0,19,0,276,False,Jhegson Sebastián Méndez Carabalí,,,,,,,,,,,,,,,,,,,,
264,1.12,0.0,4,,Battaglia,7,94845,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,Battaglia,2.35,Atlético-MG,battaglia,0.0,19,13,282,False,Rodrigo Andrés Battaglia,17.0,20.0,2.0,8.0,,,,3.0,3.0,,,2.0,,,,,,,,
265,0.82,0.0,4,,Lucas Fernandes,6,94931,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,L. Fernandes,3.47,Cuiabá,lucas-fernandes,0.0,19,7,1371,False,Lucas Fernandes da Silva,1.0,3.0,1.0,4.0,,,,1.0,3.0,,,,,,,,,,,
266,5.18,0.0,2,,Juninho Capixaba,7,94968,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,J. Capixaba,10.84,Bragantino,juninho-capixaba,0.0,19,14,280,False,Luis Antônio da Rocha Júnior,41.0,18.0,3.0,24.0,,1.0,,3.0,2.0,,3.0,,,,,,,,,
267,2.78,-0.1,5,,Gabriel Taliari,6,95131,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,G. Taliari,3.66,Juventude,gabriel-taliari,-0.87,19,10,286,True,Gabriel Pereira Taliari,3.0,7.0,1.0,15.0,,3.0,2.0,,2.0,2.0,,,,,,,,,,
268,2.04,1.3,4,,Gregore,7,95464,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,Gregore,3.9,Botafogo,gregore,-0.1,19,17,263,True,Gregore de Magalhães da Silva,35.0,50.0,2.0,6.0,,,1.0,4.0,1.0,,,,,,,,,1.0,,
269,4.27,0.7,2,,Igor Vinícius,7,95466,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,I. Vinícius,5.88,São Paulo,igor-vinicius,-0.64,19,17,276,True,Igor Vinícius de Souza,27.0,11.0,1.0,25.0,,1.0,2.0,3.0,1.0,1.0,5.0,1.0,,,,,,,,1.0
270,3.96,5.7,4,,Raniele,7,95556,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,Raniele,7.24,Corinthians,raniele,-0.1,19,17,264,True,Raniele Almeida Melo,43.0,20.0,6.0,23.0,,1.0,,6.0,7.0,1.0,,,,,,,,,,
271,1.77,0.0,4,,Lucas Kal,6,95662,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_Ho8rTXl.png,L. Kal,3.36,Atlético-GO,lucas-kal,-0.06,19,15,373,True,Lucas Kal Schenfeld Progioli,16.0,11.0,3.0,4.0,,,1.0,1.0,2.0,,,,,,,,,,,
272,2.0,0.0,2,,Trauco,7,95738,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,Trauco,4.26,Criciúma,trauco,0.0,19,11,288,False,Miguel Ángel Trauco Saavedra,7.0,3.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,
273,0.32,0.0,3,,Tobias Figueiredo,6,95878,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,T. Figueiredo,1.65,Criciúma,tobias-figueiredo,0.0,19,6,288,False,Tobias Pereira Figueiredo,,3.0,2.0,4.0,,,,2.0,1.0,,,,,,,,,,,
274,-0.03,0.0,4,,Machado,6,96089,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_frORMmM.png,Machado,1.7,Cruzeiro,machado,0.0,19,6,283,False,Luiz Filipe da Rosa Machado - Felipe,2.0,7.0,,3.0,,,,2.0,,,,,,,,,,,,
275,3.86,0.0,4,,Lima,6,96340,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,Lima,7.62,Fluminense,lima,0.0,19,9,266,False,Vinicius Moreira de Lima,10.0,10.0,5.0,19.0,2.0,,,2.0,1.0,,,1.0,,,,,,,,
276,1.3,1.3,4,,Charles,6,96342,https://s.sde.globo.com/media/person_role/2024/07/25/photo_FORMATO.png,Charles,5.04,Corinthians,charles,0.04,19,1,264,True,Charles Rigon Mattos,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,
277,6.27,3.6,4,,Matheus Pereira,7,96610,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,M. Pereira,9.98,Cruzeiro,matheus-pereira,0.34,19,16,283,True,Matheus Fellipe Costa Pereira,8.0,15.0,17.0,43.0,5.0,4.0,2.0,5.0,8.0,2.0,,,,,,,,,,
278,1.87,2.4,4,,Allan,7,96652,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,Allan,4.33,Flamengo,allan,0.31,19,14,262,True,Allan Rodrigues de Souza,22.0,19.0,2.0,11.0,,,,3.0,2.0,,,,,,,1.0,,,,
279,4.88,0.0,6,,Gabriel Milito,7,96673,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,G. Milito,9.14,Atlético-MG,gabriel-milito,0.0,19,17,282,False,Gabriel Alejandro Milito,,,,,,,,,,,,,6.0,,,,,,,
280,5.61,0.0,2,,Bustos,7,96678,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_4JN6eBb.png,Bustos,9.18,Internacional,bustos,0.0,19,9,285,False,Fabricio Tomás Bustos Sein,18.0,9.0,4.0,7.0,1.0,1.0,,3.0,,,4.0,,,,,,,,,
281,4.32,0.0,2,,Saravia,6,96725,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,Saravia,7.75,Atlético-MG,saravia,0.0,19,13,282,False,Renzo Saravia,30.0,27.0,2.0,17.0,,1.0,,2.0,1.0,,4.0,,,,,1.0,,,,
282,0.63,0.0,3,,Camutanga,5,96793,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,Camutanga,2.34,Vitória,camutanga,0.0,19,4,287,False,Cleidson Andrade da Souza Silva,3.0,3.0,2.0,2.0,,,,1.0,1.0,,,1.0,,,,,,,,
283,2.63,7.5,5,,Carlinhos,6,96831,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,Carlinhos,4.22,Flamengo,carlinhos,1.31,19,7,262,True,Carlos Moisés de Lima,,3.0,3.0,,2.0,3.0,,,1.0,,,,,,,,,,,
284,3.37,0.9,5,,Arthur Gomes,7,96966,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_0C3TGei.png,A. Gomes,5.52,Cruzeiro,arthur-gomes,-0.07,19,14,283,True,Arthur Gomes Lourenço,11.0,16.0,5.0,10.0,2.0,11.0,1.0,1.0,9.0,,,,,,,,,,,
285,1.29,1.7,5,,Yony González,6,97080,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_1seH9AO.png,Y. González,3.19,Atlético-GO,yony-gonzalez,0.2,19,8,373,True,Jony Alexander González Copete,3.0,6.0,2.0,9.0,,,,,2.0,,,,,,,,,,,
286,0.5,0.0,2,,Dudu,6,97133,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VyiA44m.png,Dudu,3.81,Fortaleza,dudu,0.0,19,1,356,False,Luís Eduardo Marques dos Santos,,,,1.0,,,,,,,,,,,,,,,,
287,5.16,16.2,4,,Villasanti,7,97145,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,Villasanti,10.99,Grêmio,villasanti,1.88,19,10,284,True,Mathías Adalberto Villasanti Rolón,32.0,18.0,1.0,11.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,
288,2.37,4.1,5,,Janderson,2,97245,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,Janderson,4.79,Atlético-GO,janderson,0.66,19,3,373,True,Janderson Santos de Souza,4.0,4.0,1.0,7.0,,,,2.0,1.0,,,,,,,,,,,
289,4.89,2.86,6,,Rogério Ceni,7,97341,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,R. Ceni,9.19,Bahia,rogerio-ceni,0.05,19,17,265,True,Rogério Mücke Ceni,,,,,,,,,,,,,8.0,,,,,,,
290,0.0,0.0,3,,Romércio,6,97443,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_2Luig7d.png,Romércio,3.0,Juventude,romercio,0.0,19,0,286,False,Romércio Pereira da Conceição,,,,,,,,,,,,,,,,,,,,
291,5.32,0.0,2,,Marçal,7,97468,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,Marçal,7.18,Botafogo,marcal,0.0,19,6,263,False,Fernando Marçal de Oliveira,11.0,5.0,,10.0,,,,1.0,1.0,,3.0,,,,,,,,,
292,2.6,0.0,4,,Shaylon,2,97520,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,Shaylon,4.7,Atlético-GO,shaylon,-0.14,19,17,373,True,Shaylon Kallyson Cardozo - Cardoso,11.0,10.0,12.0,3.0,2.0,,1.0,2.0,4.0,1.0,,,,,,,1.0,,,
293,3.43,2.3,2,,Willean Lepo,7,97522,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,W. Lepo,5.02,Vitória,willean-lepo,0.16,19,15,287,True,William Bernardo Willemen - Willeam Lepu,34.0,13.0,2.0,13.0,,2.0,,2.0,3.0,,1.0,,,,,,,,,
294,1.23,0.0,5,,Culebra,6,97640,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_xuxbOxr.png,Culebra,2.02,Vitória,culebra,0.0,19,8,287,False,Eryc Leonel Castillo Arroyo - Erick,1.0,3.0,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,
295,3.12,-0.9,3,,Félix Torres,7,97642,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,F. Torres,6.52,Corinthians,felix-torres,-0.82,19,12,264,True,Félix Eduardo Torres Caicedo,15.0,15.0,1.0,2.0,,1.0,,2.0,1.0,1.0,4.0,,,,,,,,,
296,3.68,0.0,3,,Murilo,5,97653,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,Murilo,10.15,Palmeiras,murilo,0.0,19,13,275,False,Murilo Cerqueira Paim,11.0,16.0,6.0,3.0,,1.0,,3.0,1.0,,7.0,,,,,,,,,
297,1.46,0.0,3,,Reynaldo,6,97768,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_useyiNV.png,Reynaldo,2.81,Vitória,reynaldo,0.0,19,5,287,False,Reynaldo César Moraes,9.0,5.0,,,,,,1.0,,,,,,,,1.0,,,,
298,0.99,-0.3,5,,Erick,2,97810,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,Erick,3.85,São Paulo,erick,-0.22,19,8,276,True,Erick de Arruda Serafim,2.0,3.0,,5.0,,,1.0,1.0,,,,,,,,,,,,
299,2.96,0.0,3,,Léo Ortiz,6,97867,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,L. Ortiz,7.38,Flamengo,leo-ortiz,0.0,19,10,262,False,Leonardo Rech Ortiz,12.0,7.0,2.0,3.0,,,1.0,2.0,1.0,,2.0,,,,,,,,,
300,1.3,1.4,2,,Iago,6,97868,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,Iago,5.6,Bahia,iago,-0.27,19,2,265,True,Iago Amaral Borduchi,,2.0,,4.0,,,,,1.0,,,,,,,,,,,
301,2.94,0.0,3,,Vitão,6,97900,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,Vitão,5.13,Internacional,vitao,0.0,19,10,285,False,Vitor Eduardo da Silva Matos,7.0,11.0,3.0,5.0,,,,3.0,2.0,,4.0,,,,,,,,,
302,1.55,2.0,4,,Luís Oyama,6,97908,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,L. Oyama,3.54,Juventude,luis-oyama,0.26,19,7,286,True,Luís Felipe Oyama,6.0,3.0,2.0,1.0,,,,,2.0,,,,,,,,,,,
303,4.29,0.0,4,,Erick,7,98022,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,Erick,7.2,Athlético-PR,erick,0.0,19,16,293,False,Erick Luis Conrado de Carvalho,34.0,20.0,10.0,16.0,1.0,1.0,,1.0,4.0,2.0,,,,,,,,,,
304,0.92,1.7,5,,Pedro Raul,6,98225,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,P. Raul,2.77,Corinthians,pedro-raul,0.14,19,11,264,True,Pedro Raul Garay da Silva,7.0,9.0,1.0,7.0,,2.0,,2.0,2.0,,,,,,,,,,,
305,4.2,1.0,3,,Bastos,7,98280,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,Bastos,5.56,Botafogo,bastos,-0.46,19,18,263,True,Bartolomeu Jacinto Quissanga,16.0,18.0,6.0,4.0,3.0,,,3.0,,,7.0,,,,,1.0,,,,
306,1.44,0.0,3,,Kanu,7,98484,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,Kanu,2.9,Bahia,kanu,0.0,19,13,265,False,Victor Hugo Soares dos Santos,6.0,17.0,,13.0,,,,6.0,1.0,,3.0,,,,,,,,,
307,5.17,12.1,4,,Jean Lucas,3,98517,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,J. Lucas,8.84,Bahia,jean-lucas,1.75,19,17,265,True,Jean Lucas de Souza Oliveira,20.0,20.0,18.0,26.0,2.0,1.0,4.0,3.0,8.0,,,,,,,,,,,
308,2.86,0.0,3,,Kuscevic,6,98619,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,Kuscevic,4.34,Fortaleza,kuscevic,0.0,19,5,356,False,Benjamín Kuščević Jaramillo,4.0,3.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,
309,3.81,0.5,5,,Savarino,7,98672,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,Savarino,6.79,Botafogo,savarino,-0.07,19,12,263,True,Jefferson David Savarino Quintero,1.0,6.0,3.0,4.0,4.0,2.0,1.0,2.0,6.0,,,,,,,,,,,
310,3.82,0.0,5,,Cuello,2,98909,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,Cuello,5.76,Athlético-PR,cuello,0.0,19,12,293,False,Tomás Esteban Cuello,9.0,10.0,9.0,10.0,1.0,5.0,1.0,1.0,7.0,2.0,,,,,,,,,,
311,0.85,3.6,2,,Viña,2,98974,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,Viña,5.2,Flamengo,vina,0.68,19,6,262,True,Matías Nicolás Viña Susperreguy,3.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,
312,6.36,0.0,5,,Vegetti,7,99198,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,Vegetti,12.24,Vasco,vegetti,0.0,19,17,267,False,Pablo Vegetti,9.0,21.0,29.0,44.0,6.0,15.0,,3.0,15.0,1.0,,,,,,,2.0,2.0,,
313,2.15,0.0,2,,Puma Rodríguez,6,99213,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,P. Rodríguez,4.1,Vasco,puma-rodriguez,0.0,19,7,267,False,José Luis Rodríguez Bebanz,4.0,2.0,1.0,,,,,,,,2.0,,,,,,,,,
314,8.13,3.1,4,,De la Cruz,7,99228,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,D. Cruz,13.15,Flamengo,de-la-cruz,-0.44,19,9,262,True,Diego Nicolás de la Cruz Arcosa,21.0,13.0,8.0,23.0,2.0,,2.0,1.0,5.0,1.0,,,,,,,,,,
315,5.6,5.6,4,,Gonzalo Freitas,6,99234,https://s.sde.globo.com/media/person_role/2024/07/09/photo_220x220_kjVJl4y.png,G. Freitas,4.89,Atlético-GO,gonzalo-freitas,1.89,19,1,373,True,Gonzalo Gastón Freitas Silva,2.0,1.0,2.0,1.0,,,,1.0,2.0,,,,,,,,,,,
316,5.92,0.0,4,,Pochettino,7,99267,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,Pochettino,9.55,Fortaleza,pochettino,0.0,19,15,356,False,Tomás Pochettino,23.0,13.0,7.0,12.0,3.0,2.0,6.0,4.0,3.0,,,,,,,,,,,
317,3.66,4.1,3,,Alexander Barboza,7,99274,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,A. Barboza,5.05,Botafogo,alexander-barboza,-0.06,19,11,263,True,Alexander Nahuel Barboza Ullúa,10.0,12.0,6.0,1.0,,1.0,,4.0,3.0,,6.0,1.0,,,,,,,,
318,9.3,9.3,5,,Dinenno,6,99316,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,Dinenno,9.96,Cruzeiro,dinenno,2.96,19,1,283,True,Juan Ignacio Dinenno de Cara,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
319,5.25,4.71,6,,Luis Zubeldía,7,99366,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_1Msj2GU.png,L. Zubeldía,9.94,São Paulo,luis-zubeldia,0.04,19,16,276,True,Luis Francisco Zubeldía,,,,,,,,,,,,,8.0,,,,,,,
320,2.0,0.0,3,,Robert Rojas,6,99387,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,R. Rojas,3.23,Vasco,robert-rojas,0.0,19,4,267,False,Robert Samuel Rojas Chávez,3.0,2.0,,,,,,,,,1.0,,,,,,,,,
321,4.01,11.5,4,,Baralhas,7,99440,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,Baralhas,6.88,Atlético-GO,baralhas,1.1,19,16,373,True,Gabriel Baralhas dos Santos,30.0,11.0,10.0,10.0,1.0,1.0,1.0,4.0,8.0,,,,,,,,,,,
322,2.35,4.5,1,,Rossi,7,99552,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,Rossi,5.86,Flamengo,rossi,0.34,19,18,262,True,Agustín Daniel Rossi,,,,4.0,,,,,,,3.0,,,44.0,19.0,,,,,
323,3.64,-3.1,2,,Guilherme Romão,3,99623,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,G. Romão,4.15,Atlético-GO,guilherme-romao,-1.53,19,17,373,True,Guilherme Kennedy Romão,9.0,13.0,12.0,23.0,1.0,3.0,3.0,3.0,6.0,,2.0,1.0,,,,,,,,
324,0.7,0.0,4,,Cifuentes,6,99766,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_RifhGmS.png,Cifuentes,2.54,Cruzeiro,cifuentes,0.0,19,3,283,False,José Adoni Cifuentes Charcopa,2.0,1.0,,,,,,,,,,,,,,,,,,
325,7.07,17.6,4,,Arias,7,99815,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,Arias,15.46,Fluminense,arias,2.12,19,8,266,True,Jhon Adolfo Arias Andrade,20.0,7.0,7.0,22.0,1.0,1.0,1.0,2.0,6.0,,,,,,,,,,,
326,5.45,0.0,5,,Paulinho,7,99818,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,Paulinho,12.09,Atlético-MG,paulinho,0.0,19,16,282,False,Paulo Henrique Sampaio Filho,18.0,8.0,5.0,11.0,6.0,6.0,1.0,2.0,9.0,,,1.0,,,,,,,,
327,3.22,-0.2,3,,Alan Franco,7,99889,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,A. Franco,6.29,São Paulo,alan-franco,-0.57,19,14,276,True,Alan Javier Franco,17.0,12.0,3.0,4.0,,1.0,1.0,5.0,,,6.0,1.0,,,,,,,,1.0
328,0.0,0.0,5,,Carrillo,6,100076,https://s.sde.globo.com/media/person_role/2024/07/12/photo_220x220_lgqGgyh.png,Carrillo,3.58,Juventude,carrillo,0.0,19,1,286,False,Ronie Edmundo Carrillo Morales,,,,,,,,,,,,,,,,,,,,
329,3.77,0.0,4,,Zaracho,6,100079,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,Zaracho,7.55,Atlético-MG,zaracho,0.0,19,11,282,False,Federico Matías Javier Zaracho,15.0,10.0,4.0,12.0,2.0,1.0,,1.0,2.0,,,,,,,,,,,
330,2.75,0.0,4,,Igor Gomes,6,100084,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,I. Gomes,5.22,Atlético-MG,igor-gomes,0.0,19,11,282,False,Igor Silveira Gomes,10.0,12.0,3.0,12.0,,,2.0,3.0,3.0,1.0,,,,,,,,,,
331,2.32,0.0,4,,Pedro Augusto,7,100085,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,P. Augusto,3.63,Fortaleza,pedro-augusto,0.0,19,15,356,False,Pedro Augusto Borges da Costa,28.0,25.0,1.0,15.0,,,1.0,6.0,2.0,,,,,,,1.0,,,,
332,0.0,0.0,3,,Segovia,6,100453,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_TZ7Qc4F.png,Segovia,3.0,Botafogo,segovia,0.0,19,0,263,False,Luis Geovanny Segovia Vega,,,,,,,,,,,,,,,,,,,,
333,4.6,9.0,5,,Yuri Alberto,7,100652,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,Y. Alberto,8.3,Corinthians,yuri-alberto,0.41,19,16,264,True,Yuri Alberto Monteiro da Silva,13.0,19.0,14.0,24.0,3.0,8.0,2.0,4.0,7.0,1.0,,,,,,,,,,
334,2.25,4.8,4,,Matheus Henrique,7,100742,https://s.sde.globo.com/media/person_role/2024/06/25/photo_220x220_gfmexdE.png,M. Henrique,6.9,Cruzeiro,matheus-henrique,0.71,19,2,283,True,Matheus Henrique de Souza,2.0,2.0,,3.0,,,,,1.0,,,,,,,,,,,
335,0.0,0.0,4,,Liziero,6,100761,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,Liziero,4.0,São Paulo,liziero,0.0,19,0,276,False,Igor Matheus Liziero Pereira,,,,,,,,,,,,,,,,,,,,
336,0.0,0.0,1,,Brenno,6,100830,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,Brenno,4.0,Grêmio,brenno,0.0,19,0,284,False,Brenno Oliveira Fraga Costa,,,,,,,,,,,,,,,,,,,,
337,2.38,-1.1,2,,Lucas Esteves,7,100846,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,L. Esteves,3.15,Vitória,lucas-esteves,-0.29,19,16,287,True,Lucas Esteves de Souza,16.0,18.0,8.0,14.0,1.0,7.0,1.0,5.0,3.0,,,,,,,,,,,
338,3.32,0.0,3,,Luan Cândido,7,100848,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,L. Cândido,5.97,Bragantino,luan-candido,0.0,19,15,280,False,Luan Cândido de Almeida,21.0,26.0,9.0,6.0,1.0,2.0,,3.0,2.0,,3.0,,,,,,,,,
339,2.0,0.0,4,,Ronald Lopes,6,100969,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,R. Lopes,3.95,Criciúma,ronald-lopes,0.0,19,11,288,False,Ronald dos Santos Lopes,15.0,18.0,3.0,10.0,,,1.0,3.0,,,,,,,,,,,,
340,1.69,0.0,5,,Derek,6,100976,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,Derek,3.19,Atlético-GO,derek,0.0,19,10,373,False,Derek Freitas Ribeiro,7.0,7.0,3.0,6.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,
341,0.85,0.5,4,,Nonato,6,100987,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,Nonato,4.53,Fluminense,nonato,-0.44,19,2,266,True,Gustavo Nonato Santana,1.0,,,1.0,,,,,,,,,,,,,,,,
342,4.27,0.0,5,,Júnior Santos,5,101002,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,J. Santos,7.59,Botafogo,junior-santos,0.0,19,17,263,False,José Antonio dos Santos Júnior,8.0,16.0,14.0,15.0,3.0,16.0,2.0,2.0,13.0,1.0,,,,,,,,,,
343,4.84,13.7,5,,Ferreira,7,101290,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,Ferreira,9.83,São Paulo,ferreira,1.75,19,15,276,True,Aldemir dos Santos Ferreira,11.0,9.0,6.0,21.0,5.0,1.0,1.0,4.0,4.0,,,,,,,,,1.0,,
344,2.19,0.0,5,,Ademir,6,101314,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,Ademir,4.23,Bahia,ademir,0.0,19,15,265,False,Ademir da Silva Santos Júnior,9.0,5.0,4.0,10.0,1.0,2.0,1.0,,2.0,,,,,,,,,,,
345,-0.4,0.0,2,,Guga,6,101319,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,Guga,2.9,Fluminense,guga,0.0,19,4,266,False,Cláudio Rodrigues Gomes,3.0,5.0,1.0,1.0,,,,3.0,,,,1.0,,,,,,,,
346,3.18,0.0,3,,Danilo Boza,6,101431,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,D. Boza,6.19,Juventude,danilo-boza,0.0,19,12,286,False,Danilo Boza Júnior,6.0,2.0,5.0,4.0,1.0,,,1.0,3.0,,3.0,,,,,,,,,
