,atletas.atleta_id,atletas.rodada_id,atletas.media_num,atletas.entrou_em_campo,atletas.preco_num,atletas.apelido_abreviado,atletas.variacao_num,atletas.foto,atletas.pontos_num,atletas.slug,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.status_id,atletas.posicao_id,atletas.clube_id,atletas.nome,atletas.apelido,atletas.clube.id.full.name,CA,DS,FC,FD,FF,FS,SG,A,CV,FT,G,I,DE,GS,V,PC,PP,DP,PS,GC
341,101573,25,2.46,False,5.22,Pepê,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,0.0,pepe,13,,6,4,284,João Pedro Vilardi Pinto,Pepê,Grêmio,1.0,23.0,15.0,,3.0,21.0,,,1.0,,,1.0,,,,,,,,
342,101574,25,3.74,True,7.01,H. Souza,-0.15,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,2.2,hugo-souza,9,,7,1,264,Hugo de Souza Nogueira,Hugo Souza,Corinthians,2.0,1.0,,,,1.0,2.0,,,,,,33.0,9.0,,,,,,
343,101594,25,2.74,True,5.22,H. Moura,-0.14,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,1.8,hugo-moura,17,,7,4,267,Hugo Moura Arruda da Silva,Hugo Moura,Vasco,5.0,31.0,31.0,2.0,6.0,9.0,,3.0,1.0,,,,,,,,,,,
344,101597,25,3.56,True,5.34,Ramon,0.05,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,1.6,ramon,13,,7,2,1371,Ramon Ramos Lima,Ramon,Cuiabá,6.0,20.0,15.0,2.0,4.0,9.0,2.0,1.0,,,1.0,2.0,,,,,,,,
345,101601,25,0.78,False,2.12,C. Vinícius,0.0,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,0.0,caio-vinicius,9,,5,4,287,Caio Vinicius da Conceição,Caio Vinícius,Vitória,5.0,9.0,7.0,,1.0,5.0,,,,,,,,,,,,,,
346,101651,25,0.55,False,1.94,Peixoto,0.0,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,0.0,peixoto,2,,5,4,286,Daniel Nascimento Peixoto dos Santos,Peixoto,Juventude,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
347,101666,25,2.5,True,3.58,Rhaldney,-0.05,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,2.8,rhaldney,18,,7,4,373,Rhaldney Norberto Simião Gomes,Rhaldney,Atlético-GO,5.0,33.0,29.0,1.0,1.0,18.0,,1.0,,1.0,,,,,,,,,,
348,101708,25,4.13,True,6.08,F. Jonatan,-1.44,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,0.0,felipe-jonatan,16,,6,2,356,Felipe Jonatan Rocha Andrade,Felipe Jonatan,Fortaleza,,16.0,9.0,4.0,4.0,23.0,6.0,,,,,,,,,,,,,
349,101715,25,5.23,True,7.98,Alerrandro,-0.29,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,6.0,alerrandro,22,,7,5,287,Alerrandro Barra Mansa Realino de Souza,Alerrandro,Vitória,2.0,21.0,13.0,12.0,11.0,27.0,,4.0,,,5.0,3.0,,,,1.0,,,,
350,101726,25,3.24,True,5.3,Railan,0.93,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,6.7,railan,12,,7,2,1371,Railan Reis Ferreira - Raylan,Railan,Cuiabá,2.0,8.0,7.0,2.0,3.0,9.0,2.0,3.0,,,,,,,,1.0,,,,
351,101727,25,3.75,False,6.27,Matheuzinho,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,0.0,matheuzinho,21,,7,2,264,Matheus França Silva,Matheuzinho,Corinthians,2.0,37.0,11.0,4.0,4.0,14.0,5.0,,,,,2.0,,,,,,,,
352,101752,25,4.3,True,5.43,Claudinho,-0.73,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,0.0,claudinho,21,,6,2,288,Claudio Coelho Salvático,Claudinho,Criciúma,3.0,36.0,8.0,3.0,4.0,4.0,2.0,3.0,,1.0,2.0,3.0,,,,,,,,
353,101768,25,2.9,True,6.43,J. David,0.43,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_NK98RBN.png,2.9,jean-david,1,,6,5,267,Jean David Meneses Villarroel,Jean David,Vasco,,2.0,,,,1.0,,,,,,,,,,,,,,
354,101798,25,0.0,False,5.0,G. Castilho,0.0,https://s.sde.globo.com/media/person_role/2024/07/27/photo_220x220_DIuSo6v.png,0.0,guilherme-castilho,0,,6,4,286,Guilherme Castilho Carvalho,Guilherme Castilho,Juventude,,,,,,,,,,,,,,,,,,,,
355,101820,25,3.67,False,4.76,Mayk,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,0.0,mayk,3,,6,2,284,Mayksilvan da Silva Ferreira,Mayk,Grêmio,,5.0,,,,,1.0,,,,,,,,,,,,,
356,101960,25,3.8,True,8.95,Vitinho,0.8,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,7.5,vitinho,19,,7,5,280,Vitor Hugo Naum dos Santos,Vitinho,Bragantino,6.0,19.0,21.0,9.0,10.0,12.0,,3.0,,2.0,2.0,1.0,,,,,,,,
357,101995,25,3.1,True,3.99,Brítez,-0.64,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,1.2,britez,18,,2,3,356,Emanuel Fermín Brítez,Brítez,Fortaleza,8.0,22.0,14.0,1.0,6.0,7.0,6.0,1.0,1.0,,,2.0,,,,,,,,
358,102130,25,6.23,False,11.15,Piquerez,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,0.0,piquerez,16,,5,2,275,Joaquín Piquerez Moreira,Piquerez,Palmeiras,2.0,22.0,10.0,5.0,15.0,19.0,7.0,,,,2.0,,,,,,,,,
359,102137,25,0.0,False,1.0,V. Eudes,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,0.0,vitor-eudes,0,,6,1,266,Vitor Eudes de Souza Costa,Vitor Eudes,Fluminense,,,,,,,,,,,,,,,,,,,,
360,102253,25,2.95,False,6.47,L. Halter,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,0.0,lucas-halter,16,,6,3,263,Lucas Halter,Lucas Halter,Botafogo,4.0,11.0,17.0,2.0,7.0,6.0,5.0,,,,1.0,,,,,1.0,,,,
361,102318,25,3.14,True,6.1,C. Paulista,0.76,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,9.8,caio-paulista,12,,7,2,275,Caio Fernando de Oliveira,Caio Paulista,Palmeiras,1.0,7.0,8.0,4.0,1.0,4.0,5.0,,,,,,,,,,,,,
362,102340,25,3.35,True,7.12,Cacá,-0.68,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,-1.3,caca,20,,3,3,264,Carlos de Menezes Júnior,Cacá,Corinthians,3.0,17.0,22.0,2.0,12.0,11.0,4.0,1.0,1.0,,3.0,,,,,1.0,,,,2.0
363,102352,25,0.0,False,3.0,Araos,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,0.0,araos,0,,6,4,373,Ángelo Giovanni Araos Llanos,Araos,Atlético-GO,,,,,,,,,,,,,,,,,,,,
364,102561,25,4.17,True,7.35,Mastriani,0.14,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,2.4,mastriani,15,,7,5,293,Gonzalo Mathías Mastriani Borges,Mastriani,Athlético-PR,,9.0,10.0,4.0,8.0,6.0,,,,3.0,4.0,3.0,,,,,,,,
365,102598,25,6.44,True,8.94,Helinho,0.59,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HKFN5Du.png,3.7,helinho,16,,2,5,280,Hélio Júnio Nunes de Castro,Helinho,Bragantino,4.0,14.0,15.0,8.0,13.0,12.0,,2.0,,1.0,7.0,1.0,,,,,,,,
366,102599,25,0.94,False,1.93,Thiaguinho,0.0,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,0.0,thiaguinho,5,,5,4,286,Thiago Beserra dos Santos Conti,Thiaguinho,Juventude,1.0,5.0,6.0,,,5.0,,,,,,,,,,1.0,,,,
367,102796,25,3.43,True,5.21,Julimar,0.42,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,3.3,julimar,22,,6,5,293,Julimar Silva Oliveira Júnior,Julimar,Athlético-PR,2.0,19.0,20.0,14.0,14.0,8.0,,1.0,,,3.0,4.0,,,,,,,,
368,102878,25,0.97,False,4.06,Terans,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,0.0,terans,7,,6,4,266,Miguel David Terans Pérez,Terans,Fluminense,1.0,3.0,5.0,2.0,1.0,5.0,,,,,,,,,,,,,,
369,102906,25,3.73,False,4.7,Anderson,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,0.0,anderson,15,,6,1,283,Anderson Silva da Paixão,Anderson,Cruzeiro,1.0,,,,,2.0,6.0,,,,,,43.0,17.0,,,,,,
370,102907,25,0.0,False,3.0,M. Teixeira,0.0,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,0.0,matheus-teixeira,0,,6,1,288,Matheus Henrique Teixeira,Matheus Teixeira,Criciúma,,,,,,,,,,,,,,,,,,,,
371,102909,25,1.12,True,2.6,L. Vinícius,-0.11,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,1.0,luan-vinicius,17,,7,4,287,Luan Vinícius da Silva Santos,Luan Vinícius,Vitória,4.0,12.0,17.0,2.0,3.0,12.0,,,,1.0,,,,,,,,,,
372,102928,25,4.88,True,10.22,Canobbio,0.81,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,8.0,canobbio,13,,7,5,293,Agustín Canobbio Graviz,Canobbio,Athlético-PR,2.0,17.0,7.0,7.0,9.0,12.0,,1.0,1.0,,3.0,5.0,,,,,,,,
373,103295,25,3.64,False,5.94,E. Ramires,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,0.0,eric-ramires,18,,5,4,280,Eric dos Santos Rodrigues,Eric Ramires,Bragantino,3.0,16.0,15.0,4.0,10.0,18.0,,2.0,,2.0,2.0,,,,,,,,,
374,103347,25,3.27,False,5.29,M. Alexandre,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,0.0,matheus-alexandre,15,,5,2,1371,Matheus Alexandre Anastácio de Souza,Matheus Alexandre,Cuiabá,4.0,31.0,18.0,1.0,3.0,5.0,3.0,,,,,,,,,,,,,
375,103388,25,2.19,True,5.2,E. Martínez,-0.51,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,0.0,emmanuel-martinez,7,,6,4,356,Leandro Emmanuel Martínez,Emmanuel Martínez,Fortaleza,2.0,7.0,5.0,1.0,4.0,6.0,,,,1.0,,,,,,,,,,
376,103445,25,2.73,True,7.05,K. Jorge,2.59,https://s.sde.globo.com/media/person_role/2024/06/11/photo_220x220_GXGWlqW.png,14.5,kaio-jorge,8,,7,5,283,Kaio Jorge Pinto Ramos,Kaio Jorge,Cruzeiro,1.0,3.0,10.0,3.0,4.0,5.0,,1.0,,,1.0,1.0,,,,,,,,
377,103523,25,7.55,False,8.25,Ignácio,0.0,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_covUT29.png,0.0,ignacio,2,,5,3,266,Ignácio da Silva Oliveira,Ignácio,Fluminense,,7.0,2.0,,1.0,3.0,1.0,,,,,,,,,,,,,
378,103575,25,0.05,False,3.16,Caetano,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,0.0,caetano,4,,2,3,264,João Victor Andrade Caetano,Caetano,Corinthians,,3.0,3.0,,,1.0,,,1.0,,,,,,,,,,,
379,103672,25,0.0,False,6.0,G. Fuentes,0.0,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_nEJXLEW.png,0.0,gabriel-fuentes,0,,6,2,266,Gabriel Rafael Fuentes Gómez,Gabriel Fuentes,Fluminense,,,,,,,,,,,,,,,,,,,,
380,103684,25,3.03,True,5.88,K. Rocha,0.03,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,0.9,kaique-rocha,22,,7,3,293,Kaíque Rocha Lima,Kaíque Rocha,Athlético-PR,2.0,27.0,14.0,3.0,4.0,8.0,5.0,1.0,,,,,,,,,,,,
381,103695,25,1.23,True,3.05,J. Silva,0.81,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,5.4,jadsom-silva,17,,7,4,280,Jadsom Meemyas de Oliveira da Silva,Jadsom Silva,Bragantino,4.0,25.0,24.0,1.0,3.0,3.0,,,1.0,,,,,,,,,,,
382,103764,25,3.09,False,4.42,G. Veron,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,0.0,gabriel-veron,15,,6,5,283,Gabriel Veron Fonseca de Souza,Gabriel Veron,Cruzeiro,1.0,11.0,7.0,2.0,5.0,2.0,,1.0,,,3.0,1.0,,,,,,,,
383,103767,25,2.82,False,5.2,G. Menino,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,0.0,gabriel-menino,19,,5,4,275,Gabriel Vinícius Menino,Gabriel Menino,Palmeiras,5.0,25.0,23.0,6.0,14.0,19.0,,,,,1.0,4.0,,,,,,,,
384,103987,25,3.01,True,3.91,H. Meritão,-0.31,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,1.9,higor-meritao,14,,7,4,288,Higor Matheus Meritão,Higor Meritão,Criciúma,3.0,16.0,18.0,3.0,8.0,11.0,,,,,2.0,1.0,,,,,,,,
385,104075,25,2.48,True,5.73,Sabino,-0.04,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,2.4,sabino,4,,6,3,276,José Sabino Chagas Monteiro,Sabino,São Paulo,1.0,4.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,
386,104085,25,2.43,False,4.41,B. Fuchs,0.0,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,0.0,bruno-fuchs,16,,6,3,282,Bruno de Lara Fuchs,Bruno Fuchs,Atlético-MG,6.0,24.0,15.0,,1.0,10.0,2.0,1.0,1.0,1.0,,,,,,,,,,
387,104118,25,2.28,True,3.78,L. Arcanjo,0.67,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,4.0,lucas-arcanjo,24,,7,1,287,Lucas Willians Assis Arcanjo,Lucas Arcanjo,Vitória,2.0,,,,,6.0,3.0,,,,,,78.0,39.0,,,,,,
388,104153,25,0.0,False,3.0,Ruan,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,0.0,ruan,0,,6,4,264,Ruan de Oliveira Ferreira,Ruan,Corinthians,,,,,,,,,,,,,,,,,,,,
389,104191,25,0.0,False,2.0,Raul,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,0.0,raul,0,,6,1,263,Raul Jonas Steffens,Raul,Botafogo,,,,,,,,,,,,,,,,,,,,
390,104204,25,2.77,True,3.57,E. Carioca,0.55,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,5.0,edson-carioca,4,,6,5,286,Edson Guilherme Mendes dos Santos,Edson Carioca,Juventude,,4.0,4.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
391,104250,25,3.06,True,6.85,J. Victor,2.13,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,16.1,joao-victor,12,,3,3,267,João Victor da Silva Marcelino,João Victor,Vasco,3.0,15.0,7.0,1.0,2.0,12.0,2.0,,1.0,,1.0,,,,,,,,,
392,104253,25,3.03,True,4.53,A. Martins,-0.66,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,2.8,adriano-martins,20,,7,3,373,Adriano Martins da Fonseca,Adriano Martins,Atlético-GO,5.0,37.0,22.0,4.0,8.0,5.0,3.0,,,,,2.0,,,,1.0,,,,
393,104257,25,4.76,True,6.32,J. Lucas,0.25,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,2.5,joao-lucas,15,,7,2,286,João Lucas de Almeida Carvalho,João Lucas,Juventude,3.0,24.0,20.0,1.0,5.0,17.0,4.0,2.0,,,1.0,,,,,,,,,
394,104383,25,3.15,False,4.83,M. Mendes,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,0.0,matheus-mendes,10,,6,1,282,Matheus Mendes Werneck de Oliveira,Matheus Mendes,Atlético-MG,,,,,,3.0,1.0,,,,,,36.0,18.0,,,,1.0,,
395,104385,25,4.25,True,6.52,I. Gomes,-0.53,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mxuErJK.png,0.0,igor-gomes,12,,6,3,285,Igor Gomes Silva,Igor Gomes,Internacional,2.0,10.0,7.0,,2.0,7.0,5.0,1.0,,,1.0,,,,,,,,,
396,104502,25,2.09,True,4.31,Christian,-0.78,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,-1.6,christian,17,,7,4,293,Christian Roberto Alves Cardoso,Christian,Athlético-PR,5.0,19.0,31.0,3.0,6.0,22.0,,,,,1.0,4.0,,,,,,,,
397,104528,25,6.53,True,8.9,I. Jesus,2.42,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,19.4,igor-jesus,9,,7,5,263,Igor Jesus Maciel da Cruz,Igor Jesus,Botafogo,1.0,5.0,13.0,8.0,5.0,19.0,,,,1.0,4.0,5.0,,,,,,,,
398,104588,25,3.0,False,2.02,Fabrício,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,0.0,fabricio,1,,6,1,280,Fabrício Oliveira de Souza,Fabrício,Bragantino,,,,,,,,,,,,,5.0,2.0,,,,,,
399,104666,25,2.26,True,4.42,Moisés,0.14,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,2.0,moises,14,,6,5,356,Moisés Vieira da Veiga,Moisés,Fortaleza,,5.0,2.0,5.0,7.0,4.0,,1.0,,,1.0,4.0,,,,,,,,
400,104693,25,2.62,True,3.34,Newton,-0.36,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,1.0,newton,16,,7,4,288,Newton Araújo da Costa Júnior,Newton,Criciúma,2.0,22.0,30.0,3.0,5.0,12.0,,1.0,,,1.0,,,,,,,,,
401,104754,25,5.4,True,8.77,J. Vojvoda,-0.66,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,2.75,juan-vojvoda,23,,7,6,356,Juan Pablo Vojvoda Rizzo,Juan Vojvoda,Fortaleza,,,,,,,,,,,,,,,14.0,,,,,
402,104759,25,2.65,True,5.97,L. Godoy,-0.31,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,0.9,leo-godoy,18,,6,2,293,Leonardo Ezequiel Godoy,Leo Godoy,Athlético-PR,3.0,9.0,24.0,,4.0,12.0,5.0,1.0,,,1.0,1.0,,,,,,,,
403,104783,25,0.0,False,5.0,Acevedo,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,0.0,acevedo,0,,5,4,265,Nicolás Brian Acevedo Tabárez,Acevedo,Bahia,,,,,,,,,,,,,,,,,,,,
404,104849,25,1.68,False,4.9,Arezo,0.0,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,0.0,arezo,5,,6,5,284,Douglas Matías Arezo Martínez,Arezo,Grêmio,,3.0,2.0,2.0,2.0,1.0,,,,,,1.0,,,,,,,1.0,
405,104994,25,3.17,True,4.99,W. Leonardo,0.29,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,2.4,wagner-leonardo,23,,7,3,287,Wagner Leonardo Calvelo de Souza,Wagner Leonardo,Vitória,1.0,22.0,7.0,5.0,5.0,7.0,3.0,,1.0,,3.0,,,,,,,,,
406,105047,25,3.73,True,4.71,J. Marcelo,-0.54,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,0.9,joao-marcelo,20,,7,3,283,João Marcelo Messias Ferreira,João Marcelo,Cruzeiro,6.0,23.0,14.0,3.0,5.0,9.0,7.0,2.0,,,,1.0,,,,,,,,
407,105300,25,5.05,True,6.56,Ferraresi,-0.32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,2.0,ferraresi,11,,2,3,276,Nahuel Adolfo Ferraresi Hernández,Ferraresi,São Paulo,,18.0,6.0,1.0,2.0,4.0,4.0,,,1.0,1.0,,,,,,,,,
408,105301,25,2.8,False,6.02,Hurtado,0.0,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,0.0,hurtado,6,,7,5,373,Jan Carlos Hurtado Anchico,Hurtado,Atlético-GO,1.0,5.0,7.0,5.0,,6.0,,,1.0,,1.0,1.0,,,,,,,,
409,105373,25,3.61,True,5.88,G. Xavier,-0.35,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,4.1,gabriel-xavier,21,,7,3,265,Gabriel Lheman Xavier - Lhman,Gabriel Xavier,Bahia,3.0,32.0,27.0,5.0,5.0,7.0,7.0,,,,,,,,,,,,,
410,105531,25,4.39,True,6.8,M. Bidu,0.01,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,2.7,matheus-bidu,10,,7,2,264,Matheus Lima Beltrão Oliveira Valin,Matheus Bidu,Corinthians,,8.0,6.0,2.0,6.0,12.0,3.0,,,,1.0,1.0,,,,,,,,
411,105568,25,4.79,True,8.71,Lucero,-0.98,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,0.5,lucero,18,,7,5,356,Juan Martín Lucero,Lucero,Fortaleza,5.0,6.0,22.0,9.0,11.0,21.0,,1.0,,,7.0,5.0,,,,,,,,
412,105584,25,4.84,True,7.42,L. Piton,0.79,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,5.9,lucas-piton,19,,7,2,267,Lucas Piton Crivellaro,Lucas Piton,Vasco,4.0,36.0,19.0,1.0,6.0,9.0,4.0,4.0,,,1.0,,,,,,,,,
413,105585,25,1.94,True,2.88,Roni,-0.36,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,-0.5,roni,13,,3,4,373,Roni Medeiros de Moura,Roni,Atlético-GO,3.0,12.0,8.0,2.0,3.0,7.0,,,,,1.0,,,,,,,,,
414,105647,25,3.36,True,7.54,Maurício,0.73,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,14.4,mauricio,14,,7,4,275,Maurício Magalhães Prado,Maurício,Palmeiras,2.0,10.0,6.0,6.0,4.0,17.0,,,,1.0,2.0,,,,,,,,1.0,
415,105786,25,4.38,True,8.46,T. Magno,1.01,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_vjED9BC.png,7.7,talles-magno,4,,6,5,264,Talles Magno Bacelar Martins,Talles Magno,Corinthians,2.0,1.0,6.0,1.0,,6.0,,,,,2.0,1.0,,,,,,,,
416,105811,25,6.4,True,10.3,Wesley,-0.23,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,3.0,wesley,18,,7,5,285,Wesley Ribeiro Silva,Wesley,Internacional,6.0,21.0,37.0,13.0,16.0,52.0,,1.0,,2.0,5.0,5.0,,,,,,,2.0,
417,105842,25,2.38,False,3.99,Edu,0.0,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_XVH1nU3.png,0.0,edu,4,,6,3,287,Lucas Eduardo Ribeiro de Souza,Edu,Vitória,1.0,,,,,1.0,2.0,,,,,,,,,,,,,
418,105844,25,0.0,False,2.0,Belezi,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,0.0,belezi,0,,6,3,293,Lucas Belezi Barbosa,Belezi,Athlético-PR,,,,,,,,,,,,,,,,,,,,
419,105845,25,0.43,False,2.76,M. Araújo,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,0.0,matheus-araujo,4,,6,4,264,Matheus de Araújo Andrade,Matheus Araújo,Corinthians,,1.0,,,,1.0,,,,,,,,,,,,,,
420,105911,25,2.07,True,3.89,Rômulo,0.69,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,4.5,romulo,14,,6,4,285,Rômulo Zanre Zwarg,Rômulo,Internacional,2.0,22.0,21.0,1.0,2.0,10.0,,,,1.0,,,,,,,,,,
421,105949,25,3.22,True,5.66,Rochet,-0.39,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,3.5,rochet,12,,7,1,285,Sergio Ramón Rochet Álvarez,Rochet,Internacional,3.0,,,,,5.0,3.0,,,,,,34.0,10.0,,,,,,
422,106082,25,3.86,False,6.01,Ewerthon,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,0.0,ewerthon,12,,5,2,286,Ewerthon Diógenes da Silva,Ewerthon,Juventude,,10.0,2.0,3.0,6.0,7.0,2.0,1.0,,,1.0,,,,,,,,,
423,106147,25,4.3,True,7.56,T. Carpini,0.19,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,3.55,thiago-carpini,21,,7,6,287,Thiago Carpini Barbosa,Thiago Carpini,Vitória,,,,,,,,,,,,,,,6.0,,,,,
424,106160,25,2.43,False,3.75,Lucão,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,0.0,lucao,7,,6,1,280,Lucas Alexandre Galdino de Azevedo,Lucão,Bragantino,1.0,,,,,,1.0,,,,,,21.0,8.0,,,,,,
425,106202,25,2.31,True,3.72,B. Gomes,0.22,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,4.2,bruno-gomes,13,,2,4,285,Bruno Gomes da Silva Clevelário,Bruno Gomes,Internacional,1.0,14.0,10.0,1.0,5.0,14.0,,1.0,,,,,,,,,,,,
426,106294,25,0.2,True,4.79,M. Antônio,-0.8,https://s.sde.globo.com/media/person_role/2024/07/23/photo_FORMATO_1CIojRS.png,0.0,marcos-antonio,3,,7,4,276,Marcos Antônio Silva Santos,Marcos Antônio,São Paulo,,1.0,2.0,,,,,,,,,,,,,,,,,
427,106323,25,2.13,True,4.7,C. Alexandre,-0.59,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,-0.3,caio-alexandre,22,,7,4,265,Caio Alexandre Souza e Silva,Caio Alexandre,Bahia,4.0,22.0,27.0,2.0,2.0,36.0,,,,1.0,1.0,2.0,,,,,,,,
