,atletas.jogos_num,atletas.nome,atletas.apelido,atletas.foto,atletas.status_id,atletas.pontos_num,atletas.atleta_id,atletas.rodada_id,atletas.apelido_abreviado,atletas.clube_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.posicao_id,atletas.slug,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PP,PS,DE,GS,SG,V,PC,DP,GC
507,0,Anthoni Spier Souza,Anthoni,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IeLrq8d.png,6,0.0,111683,29,Anthoni,285,-1.0,,0.0,3.48,False,Internacional,1,anthoni,,1.0,,,,,,,,,,,,,,,,,,
508,2,Matheus Cunha Queiroz,Matheus Cunha,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_fcLIvEj.png,6,0.0,111690,29,M. Cunha,262,3.0,,0.0,5.02,False,Flamengo,1,matheus-cunha,,,,,,,,,,,,,,4.0,3.0,1.0,,,,
509,0,Lucas de Souza Mombra Rosa,Lucas Mezenga,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,6,0.0,111713,29,L. Mezenga,263,0.0,,0.0,2.0,False,Botafogo,3,lucas-mezenga,,,,,,,,,,,,,,,,,,,,
510,16,Fábio Silva de Freitas,Fabinho,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jLmJElM.png,6,0.0,111760,29,Fabinho,275,1.04,,0.0,1.96,False,Palmeiras,4,fabinho,,2.0,,5.0,6.0,1.0,3.0,6.0,,1.0,,,,,,,,,,
511,8,Matheus Martins Silva dos Santos,Matheus Martins,https://s.sde.globo.com/media/person_role/2024/07/30/photo_220x220.png,6,0.0,111831,29,M. Martins,263,4.38,,-0.74,7.24,True,Botafogo,5,matheus-martins,,1.0,,6.0,4.0,6.0,1.0,13.0,,2.0,4.0,,,,,,,,,
512,0,João Batista da Cruz Santos Neto,João Neto,https://s.sde.globo.com/media/person_role/2024/02/02/photo_FORMATO_1xJnj6p.png,6,0.0,111834,29,J. Neto,266,0.0,,0.0,1.0,False,Fluminense,5,joao-neto,,,,,,,,,,,,,,,,,,,,
513,0,Gustavo Ramalho Bremer Pinto,Gustavo Ramalho,https://s.sde.globo.com/media/person_role/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,6,0.0,111837,29,G. Ramalho,266,0.0,,0.0,1.0,False,Fluminense,1,gustavo-ramalho,,,,,,,,,,,,,,,,,,,,
514,6,Felipe de Andrade Vieira,Felipe Andrade,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_D9UhaMY.png,6,0.0,111839,29,F. Andrade,266,2.18,,0.0,3.56,False,Fluminense,3,felipe-andrade,,,,6.0,3.0,,1.0,2.0,,,,,,,,1.0,,,,
515,9,Antonio Feliphe Costa Silva,Felipinho,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_WNPv1gX.png,6,0.0,112017,29,Felipinho,293,1.63,,0.0,2.67,False,Athlético-PR,4,felipinho,,2.0,,11.0,4.0,1.0,,7.0,,,,,,,,,,,,
516,0,Adriano Silveira Borges Filho,Adriano,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_nohrP8R.png,6,0.0,112020,29,Adriano,288,0.0,,0.0,1.0,False,Criciúma,5,adriano,,,,,,,,,,,,,,,,,,,,
517,0,Paulo Victor de Almeida Barbosa,Paulo Victor,https://s.sde.globo.com/media/person_role/2024/08/29/photo_FORMATO.png,6,0.0,112141,29,P. Victor,285,0.0,,0.0,3.0,False,Internacional,2,paulo-victor,,,,,,,,,,,,,,,,,,,,
518,0,Gabriel Hamester Grando,Gabriel Grando,https://s.sde.globo.com/media/person_role/2024/04/25/photo_FORMATO_2UrGVBG.png,6,0.0,112616,29,G. Grando,283,0.0,,0.0,4.0,False,Cruzeiro,1,gabriel-grando,,,,,,,,,,,,,,,,,,,,
519,13,Kaiki Bruno da Silva,Kaiki Bruno,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_vh3WAlQ.png,6,0.0,112709,29,K. Bruno,283,4.65,,-1.05,6.18,True,Cruzeiro,2,kaiki-bruno,,2.0,,23.0,13.0,1.0,5.0,17.0,,,,,,,,5.0,,,,
520,26,Aníbal Ismael Moreno,Aníbal Moreno,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_exCTW9r.png,7,2.3,112869,29,A. Moreno,275,3.12,,-0.37,5.46,True,Palmeiras,4,anibal-moreno,1.0,5.0,,44.0,22.0,5.0,11.0,24.0,,1.0,1.0,,,,,,,,,
521,21,Lucas Henrique Barbosa,Lucas Barbosa,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v69l3WS.png,7,10.3,112886,29,L. Barbosa,286,4.76,,1.26,9.3,True,Juventude,5,lucas-barbosa,1.0,7.0,1.0,49.0,41.0,6.0,18.0,27.0,,3.0,4.0,,,,,,,,,
522,22,Juan Sebastián Sforza,Sforza,https://s.sde.globo.com/media/person_role/2024/02/19/photo_FORMATO.png,2,2.8,112906,29,Sforza,267,1.95,,0.14,3.89,True,Vasco,4,sforza,,3.0,,20.0,16.0,1.0,5.0,21.0,1.0,1.0,,,,,,,,,,
523,4,Fabrizio José Peralta Ramírez,Peralta,,6,1.8,112985,29,Peralta,283,1.8,,-0.1,3.76,True,Cruzeiro,4,peralta,,1.0,,6.0,6.0,1.0,2.0,,,,,,,,,,,,,
524,0,Lucas Leandro Wingert,Lucas Wingert,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_wdQRVkb.png,6,0.0,113014,29,L. Wingert,286,0.0,,0.0,3.0,False,Juventude,1,lucas-wingert,,,,,,,,,,,,,,,,,,,,
525,10,Kervin Mario Andrade Navarro,Kervin Andrade,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AOrvNkN.png,6,1.2,113073,29,K. Andrade,356,2.91,,-0.25,5.39,True,Fortaleza,4,kervin-andrade,1.0,2.0,,9.0,6.0,2.0,4.0,7.0,,1.0,,,,,,,,,,
526,4,Eros Nazareno Mancuso,Mancuso,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_uJ8Vv8I.png,3,0.9,113078,29,Mancuso,356,5.12,,-1.15,6.97,True,Fortaleza,2,mancuso,1.0,,1.0,10.0,9.0,2.0,1.0,2.0,,,,,,,,1.0,,,,
527,26,José Manuel Alberto López,Flaco López,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_leI4Pi1.png,7,1.1,113103,29,F. López,275,5.0,,-0.52,7.03,True,Palmeiras,5,flaco-lopez,3.0,7.0,,12.0,34.0,12.0,20.0,22.0,2.0,9.0,15.0,,,,,,,,,
528,14,Nathan Gabriel de Souza Mendes,Nathan Mendes,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_avgtjrS.png,6,0.0,113157,29,N. Mendes,280,2.72,,0.0,5.28,False,Bragantino,2,nathan-mendes,1.0,5.0,,19.0,12.0,3.0,,11.0,,,1.0,,,,,2.0,,,,
529,15,Marcus Vinícius Oliveira Alencar,Marquinhos,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_aBFrEHr.png,6,0.0,113158,29,Marquinhos,266,3.92,,0.0,7.0,False,Fluminense,5,marquinhos,1.0,2.0,,20.0,15.0,6.0,7.0,29.0,3.0,,1.0,,,,,,,,,
530,0,Michel Augusto Modesto Rafael dos Santos,Michel,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,6,0.0,113159,29,Michel,275,0.0,,0.0,2.0,False,Palmeiras,3,michel,,,,,,,,,,,,,,,,,,,,
531,3,Pablo Gonçalves Maia Fortunato,Pablo Maia,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_h3xykq1.png,5,0.0,113359,29,P. Maia,276,2.73,,0.0,6.49,False,São Paulo,4,pablo-maia,,,,4.0,6.0,,4.0,4.0,,,,,,,,,,,,
532,5,Matías Rafael Lacava González,Lacava,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_ZNed6IC.png,7,5.4,113434,29,Lacava,373,2.08,,0.71,4.19,True,Atlético-GO,5,lacava,,,,4.0,5.0,2.0,4.0,3.0,,,,,,,,,,,,
533,14,Eduardo Santos Queiroz,Du Queiroz,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XOn9XLw.png,6,0.0,113687,29,D. Queiroz,284,2.31,,0.0,5.31,False,Grêmio,4,du-queiroz,,2.0,,24.0,6.0,3.0,4.0,1.0,,,,,,,,,,,,
534,15,Douglas Mendes Moreira,Douglas Mendes,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_DOCYU5o.png,7,6.2,114311,29,D. Mendes,280,3.15,,0.54,4.27,True,Bragantino,3,douglas-mendes,,2.0,,15.0,19.0,,6.0,2.0,,2.0,,,,,,3.0,,,,
535,15,Mateo Gamarra González,Gamarra,https://s.sde.globo.com/media/person_role/2024/01/10/photo_FORMATO_IjL8XS2.png,7,1.7,114334,29,Gamarra,293,3.1,,-0.07,5.95,True,Athlético-PR,3,gamarra,,7.0,,19.0,15.0,6.0,8.0,7.0,1.0,,,,,,,3.0,,,,
536,3,Juan Pablo Vilela Tavares,Juan Tavares,https://s.sde.globo.com/media/person_role/2024/05/02/photo_220x220.png,6,0.0,114497,29,J. Tavares,1371,2.67,,0.0,2.48,False,Cuiabá,2,juan-tavares,,1.0,,8.0,4.0,,2.0,,,,,,,,,,,1.0,,
537,2,Cleiton Santana dos Santos,Cleiton,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_TNiLoQL.png,6,0.0,114790,29,Cleiton,262,1.1,,0.0,2.2,False,Flamengo,3,cleiton,,,,1.0,2.0,,2.0,,,,,,,,,,,,,
538,9,Lucas de Freitas Molarinho Chagas,Lucas Freitas,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_JGN1KdH.png,6,0.2,115141,29,L. Freitas,286,1.75,,-0.18,2.26,True,Juventude,3,lucas-freitas,,1.0,1.0,8.0,7.0,,3.0,4.0,,,1.0,,,,,2.0,,2.0,,
539,0,Caio Matheus da Silva,Caio Matheus,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,6,0.0,115227,29,C. Matheus,276,0.0,,0.0,2.0,False,São Paulo,5,caio-matheus,,,,,,,,,,,,,,,,,,,,
540,23,Wesley Vinícius França Lima,Wesley,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_zY4BtV3.png,7,5.5,115239,29,Wesley,262,4.13,,-1.29,5.86,True,Flamengo,2,wesley,2.0,1.0,,42.0,26.0,3.0,5.0,32.0,1.0,,2.0,,,,,4.0,,,,1.0
541,10,Kaiky Marques Naves,Naves,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_SDs96Yd.png,6,0.0,115246,29,Naves,275,3.94,,0.0,6.7,False,Palmeiras,3,naves,,1.0,,16.0,17.0,,1.0,1.0,,,,,,,,5.0,,,,
542,11,Jhonatan dos Santos Rosa,Jhon Jhon,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_LO4nXCP.png,6,0.0,115248,29,J. Jhon,280,4.05,,0.0,6.0,False,Bragantino,4,jhon-jhon,1.0,2.0,,21.0,7.0,2.0,3.0,3.0,1.0,1.0,,,1.0,,,,,,,
543,8,Rômulo Helberte Pereira Junior,Rômulo,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_MSj6UGK.png,6,0.0,115268,29,Rômulo,282,2.36,,0.0,2.28,False,Atlético-MG,3,romulo,,2.0,1.0,13.0,9.0,,3.0,1.0,,1.0,,,,,,,,,,
544,4,Emersonn Correia da Silva,Emersonn,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_8cy9qvA.png,6,0.0,115273,29,Emersonn,293,2.35,,0.0,2.38,False,Athlético-PR,5,emersonn,,,,5.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
545,4,Yan da Cruz Souto,Yan Souto,https://s.sde.globo.com/media/person_role/2024/07/21/photo_FORMATO_4OIbgLq.png,6,0.0,115511,29,Y. Souto,286,3.33,,0.0,3.69,False,Juventude,3,yan-souto,,,,3.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,
546,0,Iarley Gilberto de Barros Leal,Iarley,,6,0.0,115524,29,Iarley,356,0.0,,0.0,1.0,False,Fortaleza,5,iarley,,,,,,,,,,,,,,,,,,,,
547,0,Marcos Victor Ferreira da Silva,Marcos Victor,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_aXHJ3Hz.png,6,0.0,115537,29,M. Victor,293,-1.0,,0.0,2.58,False,Athlético-PR,3,marcos-victor,,1.0,,,,,,,,,,,,,,,,,,
548,0,Marcos Paulo Lima Batista Silva,Marcos Paulo,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_OfzIXTE.png,6,0.0,115594,29,M. Paulo,280,0.0,,0.0,1.0,False,Bragantino,2,marcos-paulo,,,,,,,,,,,,,,,,,,,,
549,0,Lucas Eduardo Müller - Milla,Mila,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_9SO9AOT.png,6,0.0,115671,29,Mila,284,0.0,,0.0,3.0,False,Grêmio,4,mila,,,,,,,,,,,,,,,,,,,,
550,0,Hiago Accinelli da Roza,Hiago,,6,0.0,115672,29,Hiago,288,0.0,,0.0,1.0,False,Criciúma,2,hiago,,,,,,,,,,,,,,,,,,,,
551,0,Gabriel Delfim Ferreira,Gabriel Delfim,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_ke74jzP.png,6,0.0,115674,29,G. Delfim,282,0.0,,0.0,2.0,False,Atlético-MG,1,gabriel-delfim,,,,,,,,,,,,,,,,,,,,
552,8,Everton Gustavo Fernandes Araújo,Evertton Araújo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,6,0.0,115914,29,E. Araújo,262,2.26,,0.0,3.39,False,Flamengo,4,evertton-araujo,,1.0,,5.0,2.0,2.0,1.0,5.0,,1.0,,,,,,,,,,
553,0,Leanderson da Silva Genésio,Lelê,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_rQc4WPL.png,5,0.0,115915,29,Lelê,266,0.0,,0.0,4.0,False,Fluminense,5,lele,,,,,,,,,,,,,,,,,,,,
554,21,Denilson Alves Borges,Denilson,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dCrOJqx.png,7,0.6,115986,29,Denilson,1371,1.76,,-0.01,2.68,True,Cuiabá,4,denilson,1.0,5.0,,20.0,22.0,5.0,8.0,17.0,,,,,,,,,,1.0,,
555,8,Matheus Gonçalves Martins,Matheus Gonçalves,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_LLLLcT1.png,6,0.0,116012,29,M. Gonçalves,262,2.73,,0.0,4.38,False,Flamengo,4,matheus-goncalves,,1.0,,8.0,9.0,3.0,3.0,4.0,,1.0,,,,,,,,,,
556,21,José Hugo Sousa dos Santos,Zé Hugo,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_csNTrnu.png,6,0.0,116056,29,Z. Hugo,287,2.23,,-0.06,3.64,True,Vitória,5,ze-hugo,2.0,2.0,,11.0,11.0,3.0,3.0,12.0,3.0,1.0,1.0,,,,,,,,,
557,19,Luís Eduardo Soares da Silva,Cuiabano,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_EU50mMf.png,5,0.0,116065,29,Cuiabano,263,6.97,,0.0,9.26,False,Botafogo,2,cuiabano,3.0,4.0,,33.0,29.0,6.0,7.0,27.0,1.0,4.0,,,,,,6.0,,1.0,,
558,0,Thiago Beltrame Stallbaum,Thiago Beltrame,,6,0.0,116067,29,T. Beltrame,284,0.0,,0.0,1.0,False,Grêmio,1,thiago-beltrame,,,,,,,,,,,,,,,,,,,,
559,3,João Moreira Sanmartin Souza,João Moreira,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1S7B5MC.png,6,0.0,116137,29,J. Moreira,276,5.53,,0.0,6.84,False,São Paulo,2,joao-moreira,,,,4.0,3.0,1.0,,3.0,,,,,,,,2.0,,,,
560,22,Hércules Pereira do Nascimento,Hércules,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_THe8tWf.png,7,8.5,116447,29,Hércules,356,2.73,,0.21,5.59,True,Fortaleza,4,hercules,1.0,5.0,2.0,29.0,30.0,2.0,5.0,8.0,2.0,3.0,,,,,,,,,,
561,17,Lucas Gabriel Di Yorio,Di Yorio,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EU2wJae.png,6,0.8,116655,29,D. Yorio,293,2.17,,0.04,3.75,True,Athlético-PR,5,di-yorio,,1.0,,3.0,10.0,4.0,6.0,8.0,,3.0,2.0,,,,,,,,,
562,0,Kauã Inacio Moroso,Kauã Moroso,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_gRwmtlH.png,6,0.0,116937,29,K. Moroso,288,0.0,,0.0,1.0,False,Criciúma,1,kaua-moroso,,,,,,,,,,,,,,,,,,,,
563,0,Guilherme Silva,Guilherme Silva,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_225vQMn.png,6,0.0,116939,29,G. Silva,288,0.0,,0.0,1.0,False,Criciúma,2,guilherme-silva,,,,,,,,,,,,,,,,,,,,
564,6,Werik Silva Pinto,Popó,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_KbhAMte.png,6,0.0,116994,29,Popó,288,-0.3,,0.0,0.66,False,Criciúma,5,popo,,,1.0,1.0,4.0,,1.0,1.0,,,1.0,,,,,,,,,
565,3,Gabriel Knesowitsch,Gabriel,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_vJGFbMn.png,6,0.0,117061,29,Gabriel,1371,1.3,,0.0,1.83,False,Cuiabá,3,gabriel,,,,2.0,,,,3.0,,,,,,,,,,,,
566,19,Thiago Nicolás Borbas Silva,Thiago Borbas,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_B328S5W.png,6,0.0,117314,29,T. Borbas,280,0.94,,0.0,3.63,False,Bragantino,5,thiago-borbas,,3.0,,5.0,20.0,6.0,2.0,9.0,,1.0,1.0,,,,,,,,,
567,0,Gabriel Gonçalves de Souza,Gabriel Souza,,6,0.0,117339,29,G. Souza,265,0.0,,0.0,1.0,False,Bahia,1,gabriel-souza,,,,,,,,,,,,,,,,,,,,
568,0,Kawan Thomaz Reis de Moraes,Kawan,https://s.sde.globo.com/media/person_role/2022/05/04/53923487da15da09cccfd077e342fab3_FORMATO.png,6,0.0,117343,29,Kawan,263,0.0,,0.0,1.0,False,Botafogo,3,kawan,,,,,,,,,,,,,,,,,,,,
569,0,Jhosefer Raphael Januário,Jhosefer,,6,0.0,117350,29,Jhosefer,283,0.0,,0.0,1.0,False,Cruzeiro,5,jhosefer,,,,,,,,,,,,,,,,,,,,
570,0,Otávio Eleodoro Rezende Costa,Otávio,,6,0.0,117404,29,Otávio,283,0.0,,0.0,1.0,False,Cruzeiro,1,otavio,,,,,,,,,,,,,,,,,,,,
571,5,Leonardo Mana Hernandes,Léo Maná,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,6,0.0,117459,29,L. Maná,264,0.24,,0.0,1.11,False,Corinthians,2,leo-mana,,1.0,,3.0,3.0,,,1.0,,,,,,,,,,1.0,,
572,12,Giuliano Galoppo,Galoppo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EntLJJn.png,6,0.0,117579,29,Galoppo,276,1.31,,0.0,3.98,False,São Paulo,4,galoppo,,2.0,,7.0,8.0,4.0,5.0,6.0,,,,,,,,,,,,
573,25,Alejo Cruz Techera,Alejo Cruz,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_4JP0Dfv.png,7,0.4,117622,29,A. Cruz,373,1.55,,-0.25,2.47,True,Atlético-GO,5,alejo-cruz,1.0,4.0,,19.0,13.0,4.0,4.0,22.0,,,1.0,,,,,,,,,
574,27,Rodrigo Garro,Garro,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_5Gp0vVv.png,7,5.5,117632,29,Garro,264,6.43,,0.45,9.22,True,Corinthians,4,garro,5.0,8.0,,35.0,30.0,19.0,16.0,93.0,1.0,5.0,4.0,,,,,,,1.0,,
575,26,Pedro Miguel Faria Caixinha,Pedro Caixinha,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,7,4.86,117711,29,P. Caixinha,280,4.58,,0.04,8.56,True,Bragantino,6,pedro-caixinha,,,,,,,,,,,,,,,,,8.0,,,
576,0,Young Navarro Moraes,Young,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Qtf8rgq.png,6,0.0,117818,29,Young,276,-1.0,,0.0,0.64,False,São Paulo,1,young,,1.0,,,,,,,,,,,,,,,,,,
577,17,Vitor Hugo Amorim de Assis,Vitinho,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_bhMj4uh.png,5,0.0,117842,29,Vitinho,283,1.42,,0.0,2.44,False,Cruzeiro,4,vitinho,,1.0,,5.0,3.0,1.0,6.0,6.0,1.0,1.0,1.0,,,,,,,,,
578,11,Giovane Santana do Nascimento,Giovane,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XV66WsM.png,6,0.0,117849,29,Giovane,264,2.22,,0.0,2.89,False,Corinthians,5,giovane,,1.0,,,6.0,4.0,7.0,6.0,2.0,1.0,2.0,,,,,,,,,
579,20,Breno de Souza Bidon,Breno Bidon,https://s.sde.globo.com/media/person_role/2022/07/02/7c27a7fcaaaccdedd144a0e9af0c0e2d_FORMATO.png,6,0.6,117910,29,B. Bidon,264,2.22,,-0.38,3.18,True,Corinthians,4,breno-bidon,,5.0,,26.0,22.0,7.0,4.0,27.0,,,1.0,,,,,,,,,
580,0,Iago Teodoro da Silva Nogueira,Iago,,6,0.0,118090,29,Iago,262,0.0,,0.0,1.0,False,Flamengo,3,iago,,,,,,,,,,,,,,,,,,,,
581,0,Nathan Camargo dos Santos,Nathan Camargo,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_6uXqvAE.png,6,0.0,118175,29,N. Camargo,280,0.0,,0.0,3.0,False,Bragantino,4,nathan-camargo,,,,,,,,,,,,,,,,,,,,
582,8,Ronald Cardoso Falkoski,Ronald,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_KF8k6Z6.png,6,0.0,118238,29,Ronald,284,0.11,,0.0,1.79,False,Grêmio,4,ronald,,,,1.0,1.0,,,,,,,,,,,,,,,
583,0,Pedro Henrique Franklim da Silva,Pedrão,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lueB4Je.png,6,0.0,118293,29,Pedrão,283,0.0,,0.0,2.0,False,Cruzeiro,3,pedrao,,,,,,,,,,,,,,,,,,,,
584,2,Eliédson Pereira de Souza,Eliédson,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_Y7jZjrx.png,6,0.0,118305,29,Eliédson,288,-0.15,,0.0,2.13,False,Criciúma,4,eliedson,,,,,1.0,,,,,,,,,,,,,,,
585,5,Bernardo Franco Junior,Bernardo Franco,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_87JlQEr.png,7,7.46,118368,29,B. Franco,1371,4.37,,0.78,7.43,True,Cuiabá,6,bernardo-franco,,,,,,,,,,,,,,,,,2.0,,,
586,0,Jackson Henrique Marcelino Crispim,Jackson,,6,0.0,118490,29,Jackson,288,0.0,,0.0,1.0,False,Criciúma,3,jackson,,,,,,,,,,,,,,,,,,,,
587,0,José Welinton Campos Menezes,Zé Welinton,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,6,0.0,118501,29,Z. Welinton,262,0.0,,0.0,1.0,False,Flamengo,2,ze-welinton,,,,,,,,,,,,,,,,,,,,
588,3,Rodrigo Huendra Almeida Mendonça,Rodriguinho,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TBiswrq.png,6,0.0,118563,29,Rodriguinho,276,2.77,,0.0,3.28,False,São Paulo,4,rodriguinho,,,,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
589,14,Eliel Chrytian Pereira Silva,Eliel,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_t0Fw29t.png,6,0.0,118745,29,Eliel,1371,1.81,,-0.16,3.65,True,Cuiabá,5,eliel,,1.0,,6.0,3.0,2.0,4.0,13.0,,1.0,1.0,,,,,,,,,
590,23,Mateus Carvalho dos Santos,Mateus Carvalho,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JfIekB6.png,7,0.0,118752,29,M. Carvalho,267,3.47,,0.0,5.48,False,Vasco,4,mateus-carvalho,1.0,8.0,1.0,50.0,30.0,4.0,3.0,23.0,,2.0,2.0,,,,,,,,,
591,10,Lautaro Ariel Díaz,Lautaro Díaz,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_UT1KNbY.png,7,2.4,118775,29,L. Díaz,283,2.28,,-0.11,5.36,True,Cruzeiro,5,lautaro-diaz,,1.0,,9.0,8.0,3.0,3.0,3.0,,1.0,1.0,,,,,,,,,
592,2,Victor Hugo Ramos de Souza,Victor Hugo,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_8JgPovx.png,6,-1.6,118802,29,V. Hugo,266,-0.8,,-0.68,1.1,True,Fluminense,4,victor-hugo,,1.0,,,2.0,,,,,,,,,,,,,,,
593,2,Luis Oscar González,Lucho González,https://s.sde.globo.com/media/person_role/2024/09/24/photo_FORMATO_NPW1OXm.png,7,3.97,120397,29,L. González,293,3.92,,-0.04,8.95,True,Athlético-PR,6,lucho-gonzalez,,,,,,,,,,,,,,,,,,,,
594,0,Leonardo Derik Dias Gonçalves,Léo Derik,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EwfDXbc.png,6,0.0,120433,29,L. Derik,293,0.0,,0.0,2.0,False,Athlético-PR,2,leo-derik,,,,,,,,,,,,,,,,,,,,
595,4,Arthur Sousa Araújo,Arthur Sousa,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_BnMztX7.png,6,0.0,120856,29,A. Sousa,280,-0.28,,-0.17,1.01,True,Bragantino,5,arthur-sousa,,1.0,,,2.0,,,1.0,,,,,,,,,,,,
596,0,Diego Kauan Silva Santos,Dija,https://s.sde.globo.com/media/person_role/2022/10/22/photo_220x220.png,6,0.0,121220,29,Dija,280,0.0,,0.0,1.0,False,Bragantino,2,dija,,,,,,,,,,,,,,,,,,,,
597,3,Kauan Rodrigues da Silva,Kauan,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_g8uOoWo.png,6,0.0,121237,29,Kauan,356,0.73,,0.0,1.87,False,Fortaleza,4,kauan,,,,1.0,,,,2.0,,,,,,,,,,,,
598,0,Gabryel Vinícius Araújo Freitas,Gabryel Freitas,https://s.sde.globo.com/media/person_role/2023/03/06/photo_220x220_2WJ0Lb4.png,6,0.0,121263,29,G. Freitas,1371,0.0,,0.0,1.0,False,Cuiabá,5,gabryel-freitas,,,,,,,,,,,,,,,,,,,,
599,1,Eli Silvano Kovalik Júnior,Eli Júnior,https://s.sde.globo.com/media/person_role/2024/08/11/photo_220x220_ZPyikzh.png,6,0.0,121331,29,E. Júnior,373,1.2,,0.0,1.35,False,Atlético-GO,5,eli-junior,,,,,,1.0,,,,,,,,,,,,,,
