,atletas.apelido,atletas.clube.id.full.name,atletas.foto,atletas.slug,atletas.jogos_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.clube_id,atletas.pontos_num,atletas.status_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.preco_num,atletas.variacao_num,atletas.posicao_id,atletas.atleta_id,atletas.entrou_em_campo,atletas.nome,DE,GS,CA,FS,SG,G,DS,FC,FF,V,I,FD,PC,PS,A,CV,FT,PP,PI
377,Carlos Miguel,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_2FClDmd.png,carlos-miguel,0,C. Miguel,1,264,-1.0,6,-1.0,,3.23,-0.77,1,104084,False,Carlos Miguel dos Santos Pereira,,,1.0,,,,,,,,,,,,,,,,
378,Bruno Fuchs,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,bruno-fuchs,0,B. Fuchs,1,282,0.0,5,0.0,,6.0,0.0,3,104085,False,Bruno de Lara Fuchs,,,,,,,,,,,,,,,,,,,
379,Lucas Arcanjo,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,lucas-arcanjo,1,L. Arcanjo,1,287,2.5,6,2.5,,3.35,0.35,1,104118,True,Lucas Willians Assis Arcanjo,3.0,1.0,,1.0,,,,,,,,,,,,,,,
380,Ruan,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,ruan,0,Ruan,1,264,0.0,6,0.0,,3.0,0.0,4,104153,False,Ruan de Oliveira Ferreira,,,,,,,,,,,,,,,,,,,
381,Raul,Botafogo,https://s.sde.globo.com/media/person_role/2024/03/22/photo_220x220_FrQNRWd.png,raul,0,Raul,1,263,0.0,6,0.0,,2.0,0.0,1,104191,False,Raul Jonas Steffens,,,,,,,,,,,,,,,,,,,
382,Edson Carioca,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,edson-carioca,0,E. Carioca,1,286,0.0,5,0.0,,2.0,0.0,5,104204,False,Edson Guilherme Mendes dos Santos,,,,,,,,,,,,,,,,,,,
383,João Victor,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,joao-victor,1,J. Victor,1,267,1.9,7,1.9,,6.43,-0.57,3,104250,True,João Victor da Silva Marcelino,,,1.0,1.0,,,2.0,,,,,,,,,,,,
384,Adriano Martins,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,adriano-martins,1,A. Martins,1,373,1.1,6,1.1,,3.68,-0.32,3,104253,True,Adriano Martins da Fonseca,,,1.0,,,,2.0,1.0,,,,,,,,,,,
385,João Lucas,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,joao-lucas,1,J. Lucas,1,286,1.6,7,1.6,,3.03,0.03,2,104257,True,João Lucas de Almeida Carvalho,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,
386,Calegari,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_YfMFo2m.png,calegari,0,Calegari,1,266,0.0,6,0.0,,3.0,0.0,2,104276,False,Lucas Felipe Calegari,,,,,,,,,,,,,,,,,,,
387,Dudu,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_6VpYPLs.png,dudu,1,Dudu,1,287,3.6,5,3.6,,3.74,0.74,4,104330,True,Eduardo Marcelo Rodrigues Nunes,,,,,,,3.0,,,,,,,,,,,,
388,Matheus Mendes,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,matheus-mendes,0,M. Mendes,1,282,0.0,6,0.0,,3.0,0.0,1,104383,False,Matheus Mendes Werneck de Oliveira,,,,,,,,,,,,,,,,,,,
389,Igor Gomes,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mxuErJK.png,igor-gomes,0,I. Gomes,1,285,0.0,6,0.0,,4.0,0.0,3,104385,False,Igor Gomes Silva,,,,,,,,,,,,,,,,,,,
390,Christian,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,christian,0,Christian,1,293,0.0,6,0.0,,7.0,0.0,4,104502,False,Christian Roberto Alves Cardoso,,,,,,,,,,,,,,,,,,,
391,Fabrício,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,fabricio,0,Fabrício,1,280,-0.1,6,-0.1,,0.85,-0.15,1,104588,False,Fabrício Oliveira de Souza,,,,,,,,,,,,,,,,,,,1.0
392,Moisés,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,moises,1,Moisés,1,356,0.0,6,0.0,,5.76,-1.24,5,104666,True,Moisés Vieira da Veiga,,,,,,,,,,,,,,,,,,,
393,Newton,Botafogo,,newton,0,Newton,1,263,0.0,6,0.0,,1.0,0.0,4,104693,False,Newton Araújo da Costa Júnior,,,,,,,,,,,,,,,,,,,
394,Juan Vojvoda,Fortaleza,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,juan-vojvoda,1,J. Vojvoda,1,356,5.48,7,5.48,,9.33,0.33,6,104754,True,Juan Pablo Vojvoda Rizzo,,,,,,,,,,1.0,,,,,,,,,
395,Leo Godoy,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,leo-godoy,1,L. Godoy,1,293,12.9,7,12.9,,8.66,3.66,2,104759,True,Leonardo Ezequiel Godoy,,,,,1.0,1.0,,,,,1.0,,,,,,,,
396,Acevedo,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,acevedo,0,Acevedo,1,265,0.0,6,0.0,,5.0,0.0,4,104783,False,Nicolás Brian Acevedo Tabárez,,,,,,,,,,,,,,,,,,,
397,Wagner Leonardo,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,wagner-leonardo,1,W. Leonardo,1,287,1.2,6,1.2,,3.71,-0.29,3,104994,True,Wagner Leonardo Calvelo de Souza,,,,,,,1.0,,,,,,,,,,,,
398,João Marcelo,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,joao-marcelo,1,J. Marcelo,1,283,0.0,6,0.0,,2.47,-0.53,3,105047,True,João Marcelo Messias Ferreira,,,,,,,,,,,,,,,,,,,
399,Bento,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_CEULB4Y.png,bento,1,Bento,1,293,6.0,7,6.0,,10.34,0.34,1,105208,True,Bento Matheus Krepski,1.0,,,,1.0,,,,,,,,,,,,,,
400,De Lucca,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_x9gg0NK.png,de-lucca,0,D. Lucca,1,267,0.0,6,0.0,,2.0,0.0,4,105294,False,Patrick de Lucca Chaves de Oliveira,,,,,,,,,,,,,,,,,,,
401,Ferraresi,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,ferraresi,1,Ferraresi,1,276,2.9,6,2.9,,4.31,0.31,3,105300,True,Nahuel Adolfo Ferraresi Hernández,,,,1.0,,,2.0,,,,,,,,,,,,
402,Gabriel Xavier,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,gabriel-xavier,0,G. Xavier,1,265,0.0,6,0.0,,4.0,0.0,3,105373,False,Gabriel Lheman Xavier - Lhman,,,,,,,,,,,,,,,,,,,
403,Matheus Bidu,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,matheus-bidu,0,M. Bidu,1,264,0.0,6,0.0,,4.0,0.0,2,105531,False,Matheus Lima Beltrão Oliveira Valin,,,,,,,,,,,,,,,,,,,
404,Rikelme,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_GWnqoHo.png,rikelme,1,Rikelme,1,1371,1.7,6,1.7,,4.71,-0.29,2,105547,True,Rikelme Hernandes Amorim Rocha,,,,1.0,,,1.0,,,,,,,,,,,,
405,Lucero,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,lucero,1,Lucero,1,356,6.9,7,6.9,,12.3,0.3,5,105568,True,Juan Martín Lucero,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,
406,Lucas Piton,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,lucas-piton,1,L. Piton,1,267,0.2,7,0.2,,6.65,-1.35,2,105584,True,Lucas Piton Crivellaro,,,1.0,,,,1.0,,,,,,,,,,,,
407,Roni,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,roni,0,Roni,1,373,0.0,6,0.0,,4.0,0.0,4,105585,False,Roni Medeiros de Moura,,,,,,,,,,,,,,,,,,,
408,Maurício,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mH51PBM.png,mauricio,1,Maurício,1,285,4.8,7,4.8,,8.27,0.27,4,105647,True,Maurício Magalhães Prado,,,1.0,1.0,,,3.0,1.0,1.0,,,1.0,,,,,,,
409,Wesley,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,wesley,1,Wesley,1,285,9.4,7,9.4,,7.42,2.42,5,105811,True,Wesley Ribeiro Silva,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
410,Belezi,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,belezi,0,Belezi,1,293,0.0,6,0.0,,2.0,0.0,3,105844,False,Lucas Belezi Barbosa,,,,,,,,,,,,,,,,,,,
411,Matheus Araújo,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,matheus-araujo,0,M. Araújo,1,264,0.0,5,0.0,,4.0,0.0,4,105845,False,Matheus de Araújo Andrade,,,,,,,,,,,,,,,,,,,
412,Zé Gabriel,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JGhasXI.png,ze-gabriel,0,Z. Gabriel,1,267,0.0,6,0.0,,4.0,0.0,4,105902,False,José Gabriel dos Santos Silva,,,,,,,,,,,,,,,,,,,
413,Rômulo,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,romulo,0,Rômulo,1,285,0.0,6,0.0,,3.0,0.0,4,105911,False,Rômulo Zanre Zwarg,,,,,,,,,,,,,,,,,,,
414,Rochet,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,rochet,1,Rochet,1,285,2.5,7,2.5,,4.99,-0.01,1,105949,True,Sergio Ramón Rochet Álvarez,3.0,1.0,,1.0,,,,,,,,,,,,,,,
415,Ewerthon,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,ewerthon,0,Ewerthon,1,286,0.0,6,0.0,,3.0,0.0,2,106082,False,Ewerthon Diógenes da Silva,,,,,,,,,,,,,,,,,,,
416,Breno,Botafogo,https://s.sde.globo.com/media/person_role/2024/01/12/photo_220x220.png,breno,0,Breno,1,263,0.0,6,0.0,,2.0,0.0,4,106083,False,Breno Washington Rodrigues da Silva,,,,,,,,,,,,,,,,,,,
417,Thiago Carpini,São Paulo,https://s.sde.globo.com/media/person_role/2024/01/11/photo_FORMATO.png,thiago-carpini,1,T. Carpini,1,276,3.76,7,3.76,,7.9,-0.1,6,106147,True,Thiago Carpini Barbosa,,,,,,,,,,,,,,,,,,,
418,Lucão,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,lucao,1,Lucão,1,280,2.0,2,2.0,,3.17,0.17,1,106160,True,Lucas Alexandre Galdino de Azevedo,3.0,1.0,,,,,,,,,,,,,,,,,
419,Bruno Gomes,Internacional,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,bruno-gomes,1,B. Gomes,1,285,0.1,2,0.1,,3.32,-0.68,4,106202,True,Bruno Gomes da Silva Clevelário,,,,2.0,,,,3.0,,,,,,,,,,,
420,Realpe,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_csUs5UL.png,realpe,0,Realpe,1,280,0.0,6,0.0,,4.0,0.0,3,106299,False,Leonardo Javier Realpe Montaño,,,,,,,,,,,,,,,,,,,
421,Caio Alexandre,Bahia,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,caio-alexandre,1,C. Alexandre,1,265,4.1,6,4.1,,7.2,0.2,4,106323,True,Caio Alexandre Souza e Silva,,,,4.0,,,2.0,1.0,,,,,,,,,,,
422,Wesley Gasolina,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,wesley-gasolina,0,W. Gasolina,1,283,0.0,6,0.0,,2.0,0.0,2,106327,False,Wesley David de Oliveira Andrade,,,,,,,,,,,,,,,,,,,
423,Jhonata Robert,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_N5NG9cx.png,jhonata-robert,0,J. Robert,1,284,0.0,6,0.0,,2.0,0.0,5,106371,False,Jhonata Robert Alves da Silva,,,,,,,,,,,,,,,,,,,
424,Eduardo Santos,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wPSGjby.png,eduardo-santos,0,E. Santos,1,280,0.0,6,0.0,,4.0,0.0,3,106434,False,Eduardo Gonzaga Mendes Santos,,,,,,,,,,,,,,,,,,,
425,Villalba,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_mqCHNug.png,villalba,0,Villalba,1,283,0.0,6,0.0,,5.0,0.0,3,106593,False,Lucas Hernán Villalba,,,,,,,,,,,,,,,,,,,
426,Rodrigo Nestor,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_LPbAkh9.png,rodrigo-nestor,1,R. Nestor,1,276,-1.0,6,-1.0,,5.4,-1.6,4,106822,True,Rodrigo Nestor Bertalia,,,1.0,,,,,,,,,,,,,,,,
427,Welington,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Z3aNUXx.png,welington,0,Welington,1,276,0.0,7,0.0,,5.0,0.0,2,106824,False,Welington Damascena Santos,,,,,,,,,,,,,,,,,,,
428,Patryck,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mCvHWjt.png,patryck,0,Patryck,1,276,0.0,5,0.0,,2.0,0.0,2,106829,False,Patryck Lanza dos Reis,,,,,,,,,,,,,,,,,,,
429,Juan,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_uPYz8tk.png,juan,0,Juan,1,276,0.0,6,0.0,,3.0,0.0,5,106831,False,Juan Santos da Silva,,,,,,,,,,,,,,,,,,,
430,Luan Patrick,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_AUtEehU.png,luan-patrick,0,L. Patrick,1,293,0.0,6,0.0,,5.0,0.0,3,106835,False,Luan Patrick Wiedthauper,,,,,,,,,,,,,,,,,,,
431,Clayton,Vasco,https://s.sde.globo.com/media/person_role/2024/03/12/photo_220x220_tVZpibR.png,clayton,0,Clayton,1,267,0.0,6,0.0,,5.0,0.0,5,106931,False,Clayton Fernandes Silva,,,,,,,,,,,,,,,,,,,
432,Fernando,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_qx7ZU51.png,fernando,0,Fernando,1,293,0.0,6,0.0,,4.0,0.0,2,106950,False,Fernando Augusto Pereira Bueno Júnior,,,,,,,,,,,,,,,,,,,
433,Luciano Juba,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_rR1yZyw.png,luciano-juba,1,L. Juba,1,265,2.9,6,2.9,,5.13,0.13,2,107093,True,Luciano Batista da Silva Júnior,,,,1.0,,,2.0,,,,,,,,,,,,
434,Richard Ríos,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_PkMn7XO.png,richard-rios,1,R. Ríos,1,275,9.6,7,9.6,,8.32,2.32,4,107111,True,Richard Ríos Montoya,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,
435,Jeffinho,Botafogo,https://s.sde.globo.com/media/person_role/2022/06/16/01982dd5226684462ec07bec6dffd11b_FORMATO.png,jeffinho,1,Jeffinho,1,263,2.5,2,2.5,,6.64,-0.36,5,107170,True,Jefferson Ruan Pereira dos Santos,,,,,,,1.0,1.0,2.0,,,,,,,,,,
436,Patrick de Paula,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_YTg7jfi.png,patrick-de-paula,0,P. Paula,1,263,0.0,6,0.0,,3.0,0.0,4,107172,False,Patrick de Paula Carreiro,,,,,,,,,,,,,,,,,,,
437,Michel Araújo,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,michel-araujo,1,M. Araújo,1,276,4.3,6,4.3,,6.45,0.45,4,107173,True,Michel Daryl Araújo Villar,,,,2.0,,,2.0,1.0,,,,1.0,,,,,,,
438,Matheus Donelli,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,matheus-donelli,0,M. Donelli,1,264,0.0,6,0.0,,2.0,0.0,1,107179,False,Matheus Planelles Donelli,,,,,,,,,,,,,,,,,,,
439,Léo Linck,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,leo-linck,0,L. Linck,1,293,0.0,6,0.0,,3.0,0.0,1,107183,False,Leonardo Matias Baiersdorf Linck,,,,,,,,,,,,,,,,,,,
440,Vinicius Kauê,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_fhQ2koT.png,vinicius-kaue,0,V. Kauê,1,293,0.0,6,0.0,,3.0,0.0,2,107186,False,Vinicius Kauê Ribeiro Ferreira,,,,,,,,,,,,,,,,,,,
441,Leonardo Ataíde,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,leonardo-ataide,0,L. Ataíde,1,293,0.0,6,0.0,,2.0,0.0,2,107191,False,Leonardo Ataíde de Oliveira Siqueira,,,,,,,,,,,,,,,,,,,
442,Max,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,max,1,Max,1,1371,1.2,5,1.2,,2.07,0.07,4,107203,True,Max Alves da Silva,,,,,,,1.0,,,,,,,,,,,,
443,Gustavo Garcia,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jWfyxOy.png,gustavo-garcia,0,G. Garcia,1,275,0.0,6,0.0,,3.0,0.0,2,107225,False,Gustavo Garcia dos Santos,,,,,,,,,,,,,,,,,,,
444,Vanderlan,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,vanderlan,1,Vanderlan,1,275,5.2,6,5.2,,5.12,1.12,2,107236,True,Vanderlan Barbosa da Silva,,,,,1.0,,,2.0,1.0,,,,,,,,,,
445,Marcelinho,Juventude,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_R5uCZKZ.png,marcelinho,1,Marcelinho,1,286,2.0,6,2.0,,3.17,0.17,5,107238,True,Marcelo José de Lima Filho,,,,,,,,,1.0,,,1.0,,,,,,,
446,Zé Vitor,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,ze-vitor,1,Z. Vitor,1,293,0.0,6,0.0,,2.47,-0.53,4,107256,True,Jose Vitor Silva Neves,,,,,,,,,,,,,,,,,,,
447,André,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_0Njhcgz.png,andre,1,André,1,266,-0.6,6,-0.6,,7.19,-1.81,4,107498,True,André Trindade da Costa Neto,,,1.0,2.0,,,,2.0,,,,,,,,,,,
448,Kleiton,Juventude,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_lPIUydl.png,kleiton,0,Kleiton,1,286,0.0,6,0.0,,2.0,0.0,5,107513,False,Kleiton Pego Duarte,,,,,,,,,,,,,,,,,,,
449,Thayllon,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,thayllon,0,Thayllon,1,373,0.0,6,0.0,,2.0,0.0,5,107664,False,Thayllon Lopes Medeiros,,,,,,,,,,,,,,,,,,,
450,João Carlos,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_HlvP7yl.png,joao-carlos,0,J. Carlos,1,288,0.0,6,0.0,,2.0,0.0,5,107666,False,João Carlos Barros Lopes,,,,,,,,,,,,,,,,,,,
451,Eduardo Melo,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9c3cd5s.png,eduardo-melo,0,E. Melo,1,288,0.0,6,0.0,,3.0,0.0,5,107700,False,Eduardo de Queiroz Melo,,,,,,,,,,,,,,,,,,,
452,Emerson Júnior,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO.png,emerson-junior,0,E. Júnior,1,373,0.0,6,0.0,,2.0,0.0,1,107740,False,Emerson Fabiano Kerber Júnior,,,,,,,,,,,,,,,,,,,
453,Praxedes,Vasco,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_kPHzPIn.png,praxedes,0,Praxedes,1,267,0.0,6,0.0,,5.0,0.0,4,107744,False,Bruno Conceição Praxedes,,,,,,,,,,,,,,,,,,,
454,Adriel,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0qGGyWx.png,adriel,0,Adriel,1,265,0.0,6,0.0,,4.0,0.0,1,107748,False,Adriel Vasconcelos Ramos,,,,,,,,,,,,,,,,,,,
455,Rildo,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_TXZoPOk.png,rildo,1,Rildo,1,286,0.5,6,0.5,,1.82,-0.18,5,107798,True,Rildo Gonçalves de Amorim Filho,,,,1.0,,,,,,,,,,,,,,,
456,Natã,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Kjugdhc.png,nata,0,Natã,1,284,0.0,6,0.0,,1.0,0.0,3,107801,False,Natã Felipe de Amorim Santos,,,,,,,,,,,,,,,,,,,
457,Matheus Dias,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_wwiHUgs.png,matheus-dias,0,M. Dias,1,285,0.0,6,0.0,,2.0,0.0,4,107809,False,Matheus dos Santos Dias,,,,,,,,,,,,,,,,,,,
458,Fintelman,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_C8LyEyp.png,fintelman,0,Fintelman,1,287,0.0,6,0.0,,2.0,0.0,1,107859,False,Alexandre Fintelman de Mello Ribeiro da Silva,,,,,,,,,,,,,,,,,,,
459,Bobadilla,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BoNwEka.png,bobadilla,0,Bobadilla,1,276,0.0,6,0.0,,5.0,0.0,4,107873,False,Damián Josué Bobadilla Benítez,,,,,,,,,,,,,,,,,,,
460,Hugo,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_h4IhTE1.png,hugo,1,Hugo,1,264,6.2,7,6.2,,6.3,1.3,2,107908,True,Hugo Ferreira de Farias,,,1.0,,1.0,,1.0,2.0,2.0,,,,,,,,,,
461,Fausto Vera,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_qmsceut.png,fausto-vera,1,F. Vera,1,264,-0.6,2,-0.6,,4.72,-1.28,4,107950,True,Fausto Mariano Vera,,,,,,,,2.0,,,,,,,,,,,
462,Isidro Pitta,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_VmtW8Bv.png,isidro-pitta,1,I. Pitta,1,1371,0.0,6,0.0,,4.93,-1.07,5,108133,True,Isidro Miguel Pitta Saldívar,,,,,,,,,,,,,,,,,,,
463,Gabriel Barros,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/03/22/photo_FORMATO_FfX4EYz.png,gabriel-barros,0,G. Barros,1,373,0.0,6,0.0,,3.0,0.0,5,108352,False,Gabriel de Sousa Barros,,,,,,,,,,,,,,,,,,,
464,Arriagada,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_9Gl7lZe.png,arriagada,0,Arriagada,1,293,0.0,6,0.0,,3.0,0.0,5,108624,False,Luciano Daniel Arriagada García,,,,,,,,,,,,,,,,,,,
465,Matheus Nascimento,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xScuqcn.png,matheus-nascimento,0,M. Nascimento,1,263,0.0,6,0.0,,2.0,0.0,5,109114,False,Matheus Nascimento de Paula,,,,,,,,,,,,,,,,,,,
466,Luiz Henrique,Botafogo,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_5Uwo3EM.png,luiz-henrique,1,L. Henrique,1,263,1.8,7,1.8,,13.79,-2.21,5,109282,True,Luiz Henrique André Rosa da Silva,,,,2.0,,,,,1.0,,,,,,,,,,
467,Raul Gustavo,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_6EPA4gp.png,raul-gustavo,0,R. Gustavo,1,264,0.0,6,0.0,,4.0,0.0,3,109389,False,Raul Gustavo Pereira Bicalho,,,,,,,,,,,,,,,,,,,
468,Calebe,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zjAtk2u.png,calebe,0,Calebe,1,356,0.0,5,0.0,,7.0,0.0,4,109461,False,Calebe Gonçalves Ferreira da Silva,,,,,,,,,,,,,,,,,,,
469,Martinelli,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_DxKpmdn.png,martinelli,1,Martinelli,1,266,1.3,6,1.3,,5.39,-0.61,4,109573,True,Matheus Martinelli Lima,,,,1.0,,,,,1.0,,,,,,,,,,
470,Hugo,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8tyq2bR.png,hugo,1,Hugo,1,263,4.7,2,4.7,,5.77,0.77,2,109668,True,Hugo Gonçalves Ferreira Neto,,,,,,,,1.0,,,,,,,1.0,,,,
471,Lázaro,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/07/photo_FORMATO.png,lazaro,1,Lázaro,1,275,0.8,2,0.8,,4.39,-0.61,5,110193,True,Lázaro Vinicius Marques,,,,,,,,,1.0,,,,,,,,,,
472,Gabriel Pereira,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YcSgOGr.png,gabriel-pereira,0,G. Pereira,1,293,0.0,6,0.0,,1.0,0.0,1,110251,False,Gabriel Roberto Pereira,,,,,,,,,,,,,,,,,,,
473,Palacios,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ykV382s.png,palacios,0,Palacios,1,264,0.0,5,0.0,,5.0,0.0,2,110260,False,Diego José Palacios Espinoza,,,,,,,,,,,,,,,,,,,
474,Bernabéi,Internacional,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_muBtltt.png,bernabei,0,Bernabéi,1,285,0.0,6,0.0,,4.0,0.0,2,110426,False,Alexandro Ezequiel Bernabei,,,,,,,,,,,,,,,,,,,
