,atletas.slug,atletas.foto,atletas.variacao_num,atletas.pontos_num,atletas.apelido,atletas.atleta_id,atletas.clube_id,atletas.nome,atletas.status_id,atletas.media_num,atletas.preco_num,atletas.rodada_id,atletas.clube.id.full.name,atletas.posicao_id,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.jogos_num,atletas.minimo_para_valorizar,DS,FC,FD,FF,FS,FT,G,I,CA,A,SG,DE,DP,GS,PC,CV,PP,PS,GC,V
432,patrick-de-paula,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_tS5MIor.png,0.0,0.0,Patrick de Paula,107172,263,Patrick de Paula Carreiro,6,-0.33,1.4,14,Botafogo,4,P. Paula,False,4,,,3.0,,2.0,,,,,2.0,,,,,,,,,,,
433,michel-araujo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,0.0,0.0,Michel Araújo,107173,276,Michel Daryl Araújo Villar,5,1.63,4.16,14,São Paulo,4,M. Araújo,False,11,,7.0,9.0,3.0,4.0,7.0,,,,3.0,1.0,,,,,,,,,,
434,matheus-donelli,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,-0.52,2.0,Matheus Donelli,107179,264,Matheus Planelles Donelli,7,5.2,5.68,14,Corinthians,1,M. Donelli,True,5,,,,,,,,,,,,,26.0,1.0,7.0,,,,,,
435,leo-linck,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,-1.19,0.0,Léo Linck,107183,293,Leonardo Matias Baiersdorf Linck,3,3.15,4.26,14,Athlético-PR,1,L. Linck,True,7,,,,,,,,,,1.0,,1.0,29.0,,8.0,,1.0,,,,
436,leonardo-ataide,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,0.0,0.0,Leonardo Ataíde,107191,293,Leonardo Ataíde de Oliveira Siqueira,6,0.0,2.0,14,Athlético-PR,2,L. Ataíde,False,0,,,,,,,,,,,,,,,,,,,,,
437,max,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,0.0,0.0,Max,107203,1371,Max Alves da Silva,5,1.45,2.25,14,Cuiabá,4,Max,False,6,,2.0,2.0,1.0,4.0,1.0,1.0,,,1.0,,,,,,,,,,,
438,gustavo-garcia,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jWfyxOy.png,0.0,0.0,Gustavo Garcia,107225,275,Gustavo Garcia dos Santos,6,2.35,3.76,14,Palmeiras,2,G. Garcia,False,2,,,,,,,,,3.0,,,1.0,,,,,,,,,
439,vanderlan,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,-1.0,-0.1,Vanderlan,107236,275,Vanderlan Barbosa da Silva,6,4.34,6.37,14,Palmeiras,2,Vanderlan,True,7,,5.0,4.0,,2.0,,,,,,1.0,4.0,,,,1.0,,,,,
440,marcelinho,https://s.sde.globo.com/media/person_role/2024/04/26/photo_FORMATO_1GgfZEe.png,0.0,0.0,Marcelinho,107238,286,Marcelo José de Lima Filho,5,2.5,3.83,14,Juventude,5,Marcelinho,False,8,,4.0,4.0,3.0,4.0,12.0,,,4.0,1.0,1.0,,,,,,,,,,
441,ze-vitor,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,0.26,1.7,Zé Vitor,107256,293,Jose Vitor Silva Neves,6,0.35,1.52,14,Athlético-PR,4,Z. Vitor,True,9,,3.0,5.0,1.0,1.0,2.0,,,,2.0,,,,,,,,,,,
442,andre,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_0Njhcgz.png,1.44,8.3,André,107498,266,André Trindade da Costa Neto,3,4.53,8.85,14,Fluminense,4,André,True,3,,7.0,6.0,,,10.0,,,,3.0,1.0,,,,,,,,,,
443,kleiton,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_lPIUydl.png,0.0,0.0,Kleiton,107513,286,Kleiton Pego Duarte,6,3.3,2.8,14,Juventude,5,Kleiton,False,1,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
444,thayllon,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,0.0,0.0,Thayllon,107664,373,Thayllon Lopes Medeiros,6,0.0,2.0,14,Atlético-GO,5,Thayllon,False,0,,,,,,,,,,,,,,,,,,,,,
445,joao-carlos,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_HlvP7yl.png,0.0,0.0,João Carlos,107666,288,João Carlos Barros Lopes,6,0.0,1.59,14,Criciúma,5,J. Carlos,False,2,,,,,,,,,,,,,,,,,,,,,
446,eduardo-melo,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9c3cd5s.png,0.0,0.0,Eduardo Melo,107700,288,Eduardo de Queiroz Melo,6,0.0,3.0,14,Criciúma,5,E. Melo,False,0,,,,,,,,,,,,,,,,,,,,,
447,emerson-junior,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO.png,0.0,0.0,Emerson Júnior,107740,373,Emerson Fabiano Kerber Júnior,6,0.0,2.0,14,Atlético-GO,1,E. Júnior,False,0,,,,,,,,,,,,,,,,,,,,,
448,praxedes,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_kPHzPIn.png,0.0,0.0,Praxedes,107744,267,Bruno Conceição Praxedes,6,-0.55,3.63,14,Vasco,4,Praxedes,False,2,,,2.0,,,1.0,,,,1.0,,,,,,,,,,,
449,adriel,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0qGGyWx.png,0.0,0.0,Adriel,107748,265,Adriel Vasconcelos Ramos,6,0.0,4.0,14,Bahia,1,Adriel,False,0,,,,,,,,,,,,,,,,,,,,,
450,rildo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_TXZoPOk.png,0.0,0.0,Rildo,107798,286,Rildo Gonçalves de Amorim Filho,6,0.34,1.31,14,Juventude,5,Rildo,False,5,,,3.0,,2.0,2.0,,,,,,,,,,,,,,,
451,nata,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Kjugdhc.png,-0.82,-0.1,Natã,107801,284,Natã Felipe de Amorim Santos,6,3.7,3.99,14,Grêmio,3,Natã,True,5,,3.0,1.0,1.0,,,,,,1.0,,3.0,,,,,,,,,
452,matheus-dias,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_wwiHUgs.png,0.0,0.0,Matheus Dias,107809,285,Matheus dos Santos Dias,6,-0.55,1.2,14,Internacional,4,M. Dias,False,2,,,2.0,,,1.0,,,,1.0,,,,,,,,,,,
453,fintelman,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_C8LyEyp.png,0.0,0.0,Fintelman,107859,287,Alexandre Fintelman de Mello Ribeiro da Silva,6,0.0,2.0,14,Vitória,1,Fintelman,False,0,,,,,,,,,,,,,,,,,,,,,
454,bobadilla,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BoNwEka.png,0.0,0.0,Bobadilla,107873,276,Damián Josué Bobadilla Benítez,6,2.88,4.46,14,São Paulo,4,Bobadilla,False,5,,7.0,6.0,,1.0,,,1.0,,1.0,,,,,,,,,,,
455,hugo,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_h4IhTE1.png,-0.55,1.5,Hugo,107908,264,Hugo Ferreira de Farias,7,4.38,7.05,14,Corinthians,2,Hugo,True,14,,25.0,25.0,1.0,6.0,8.0,2.0,,1.0,1.0,2.0,3.0,,,,1.0,,,,,
456,fausto-vera,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_qmsceut.png,0.0,0.0,Fausto Vera,107950,264,Fausto Mariano Vera,6,1.63,3.79,14,Corinthians,4,F. Vera,False,6,,2.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,
457,isidro-pitta,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_VmtW8Bv.png,1.58,11.3,Isidro Pitta,108133,1371,Isidro Miguel Pitta Saldívar,7,3.28,6.14,14,Cuiabá,5,I. Pitta,True,12,,3.0,8.0,9.0,5.0,6.0,,3.0,7.0,1.0,,,,,,,,1.0,2.0,,
458,gabriel-barros,https://s.sde.globo.com/media/person_role/2024/03/22/photo_FORMATO_FfX4EYz.png,0.0,0.0,Gabriel Barros,108352,373,Gabriel de Sousa Barros,6,-0.05,2.17,14,Atlético-GO,5,G. Barros,False,2,,3.0,4.0,,,1.0,,,,,,,,,,,1.0,,,,
459,arriagada,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_9Gl7lZe.png,0.0,0.0,Arriagada,108624,293,Luciano Daniel Arriagada García,6,0.0,3.0,14,Athlético-PR,5,Arriagada,False,0,,,,,,,,,,,,,,,,,,,,,
460,matheus-nascimento,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_g47taLF.png,0.0,0.0,Matheus Nascimento,109114,263,Matheus Nascimento de Paula,5,1.7,2.16,14,Botafogo,5,M. Nascimento,False,1,,1.0,,,,1.0,,,,,,,,,,,,,,,
461,luiz-henrique,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_f3wPomL.png,-0.58,1.7,Luiz Henrique,109282,263,Luiz Henrique André Rosa da Silva,7,3.88,9.93,14,Botafogo,5,L. Henrique,True,13,,19.0,12.0,1.0,7.0,18.0,,1.0,5.0,2.0,2.0,,,,,,,,,,
462,calebe,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zjAtk2u.png,0.0,0.0,Calebe,109461,356,Calebe Gonçalves Ferreira da Silva,6,0.45,5.82,14,Fortaleza,4,Calebe,False,2,,1.0,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,
463,martinelli,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_DxKpmdn.png,-0.79,-0.4,Martinelli,109573,266,Matheus Martinelli Lima,7,2.15,4.92,14,Fluminense,4,Martinelli,True,12,,15.0,15.0,,1.0,11.0,,1.0,,3.0,,,,,,,,,1.0,,
464,hugo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SUeVFmE.png,0.0,0.0,Hugo,109668,263,Hugo Gonçalves Ferreira Neto,6,4.62,7.06,14,Botafogo,2,Hugo,False,7,,9.0,6.0,,1.0,7.0,,,,,1.0,3.0,,,,1.0,,,,,
465,segovinha,https://s.sde.globo.com/media/person_role/2023/04/04/photo_220x220.png,0.0,0.0,Segovinha,110055,263,Matías Emanuel Segovia Torales,6,0.0,3.0,14,Botafogo,4,Segovinha,False,0,,,,,,,,,,,,,,,,,,,,,
466,lazaro,https://s.sde.globo.com/media/person_role/2024/02/07/photo_FORMATO.png,0.0,0.0,Lázaro,110193,275,Lázaro Vinicius Marques,5,4.21,5.9,14,Palmeiras,5,Lázaro,False,9,,3.0,4.0,4.0,9.0,9.0,1.0,2.0,,,,,,,,,,,,,
467,jhonatan,,0.0,0.0,Jhonatan,110208,356,Jhonatan Paulo da Silva,6,0.0,1.0,14,Fortaleza,3,Jhonatan,False,0,,,,,,,,,,,,,,,,,,,,,
468,gabriel-pereira,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YcSgOGr.png,0.0,0.0,Gabriel Pereira,110251,293,Gabriel Roberto Pereira,6,0.0,1.0,14,Athlético-PR,1,G. Pereira,False,0,,,,,,,,,,,,,,,,,,,,,
469,palacios,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ykV382s.png,0.0,0.0,Palacios,110260,264,Diego José Palacios Espinoza,5,0.0,5.0,14,Corinthians,2,Palacios,False,0,,,,,,,,,,,,,,,,,,,,,
470,bernabei,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_muBtltt.png,0.0,0.0,Bernabéi,110426,285,Alexandro Ezequiel Bernabei,6,0.0,4.0,14,Internacional,2,Bernabéi,False,0,,,,,,,,,,,,,,,,,,,,,
471,abel-ferreira,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,-0.73,4.81,Abel Ferreira,110506,275,Abel Fernando Moreira Ferreira,7,6.45,11.69,14,Palmeiras,6,A. Ferreira,True,14,,,,,,,,,,,,,,,,,,,,,8.0
472,lucas-besozzi,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_XvOUlVF.png,0.0,0.0,Lucas Besozzi,110512,284,Lucas Agustín Besozzi,6,0.0,3.0,14,Grêmio,5,L. Besozzi,False,0,,,,,,,,,,,,,,,,,,,,,
473,caetano,https://s.sde.globo.com/media/person_role/2022/11/02/photo_FORMATO.png,0.0,0.0,Caetano,110587,280,Gabriel Caetano Godoy de Andrade,6,0.0,2.0,14,Bragantino,4,Caetano,False,0,,,,,,,,,,,,,,,,,,,,,
474,mateus,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Jhyg9Yk.png,0.0,0.0,Mateus,110624,275,Mateus Oliveira Mendes,6,0.0,2.0,14,Palmeiras,1,Mateus,False,0,,,,,,,,,,,,,,,,,,,,,
475,machuca,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_aKgahZX.png,0.0,0.0,Machuca,110667,356,Imanol Machuca,6,1.89,4.01,14,Fortaleza,5,Machuca,False,9,,,4.0,2.0,1.0,4.0,,1.0,,,1.0,,,,,,,,,,
476,esquivel,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,-0.51,4.8,Esquivel,110668,293,Lucas Ángel Esquivel,7,5.5,8.56,14,Athlético-PR,2,Esquivel,True,13,,24.0,13.0,2.0,4.0,12.0,,,,2.0,3.0,5.0,,,,,1.0,,,,
477,mycael,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_1naIetc.png,1.22,1.0,Mycael,110698,293,Mycael Pontes Moreira,7,1.0,2.18,14,Athlético-PR,1,Mycael,True,1,,,,,,,,,,,,,1.0,,,,1.0,,,,
478,pedro-rangel,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_HAuwqG4.png,0.0,0.0,Pedro Rangel,110708,373,Pedro Felipe de Faria Rangel,6,8.0,4.88,14,Atlético-GO,1,P. Rangel,False,1,,,,,,,,,,1.0,,1.0,3.0,,,,,,,,
479,andres-hurtado,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_VE4habv.png,0.0,0.0,Andrés Hurtado,110715,280,José Andrés Hurtado Cheme,6,4.0,5.63,14,Bragantino,2,A. Hurtado,False,3,,4.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
480,rubens,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_mGd1yDc.png,0.0,0.0,Rubens,110727,282,Rubens Antônio Dias,5,1.2,4.36,14,Atlético-MG,2,Rubens,False,1,,1.0,,,,,,,,,,,,,,,,,,,
481,john-kennedy,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_XO4700O.png,-0.31,-0.2,John Kennedy,110759,266,John Kennedy Batista de Souza,6,1.14,4.72,14,Fluminense,5,J. Kennedy,True,11,,3.0,10.0,2.0,4.0,13.0,,,2.0,,,,,,,,,,,,
482,biel,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_549ojOA.png,-0.01,2.0,Biel,110760,265,Gabriel Teixeira Aragão,6,4.26,8.23,14,Bahia,5,Biel,True,13,,4.0,5.0,2.0,4.0,7.0,2.0,3.0,1.0,2.0,3.0,,,,,,,,,,
483,guilherme-lopes,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wfa8twq.png,0.0,0.0,Guilherme Lopes,110909,280,Guilherme Lopes de Almeida,6,1.5,3.01,14,Bragantino,2,G. Lopes,False,3,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,
484,leo-naldi,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_mVG5FsO.png,0.0,0.0,Léo Naldi,111005,287,Leonardo Naldi de Matos,6,2.33,3.99,14,Vitória,4,L. Naldi,False,8,,14.0,9.0,1.0,3.0,8.0,,,,3.0,,,,,,,,,,,
485,romulo,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_HI2kx56.png,0.0,0.0,Rômulo,111166,275,Rômulo Azevedo Simão,6,1.95,5.09,14,Palmeiras,4,Rômulo,False,4,,4.0,2.0,,2.0,4.0,,,,,,,,,,,,,,,
486,alix-vinicius,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_lm7UgU1.png,0.06,1.6,Alix Vinicius,111246,373,Alix Vinicius de Souza Sampaio,7,1.55,2.21,14,Atlético-GO,3,A. Vinicius,True,8,,4.0,7.0,3.0,4.0,2.0,,,1.0,,,1.0,,,,,1.0,,,,
487,gustavo-martins,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_0UAzL2e.png,0.0,0.0,Gustavo Martins,111309,284,Gustavo Martins de Souza Santos,7,2.76,5.59,14,Grêmio,3,G. Martins,False,8,,4.0,10.0,1.0,2.0,5.0,,1.0,,,,2.0,,,,,,,,1.0,
488,eliel,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_LMEmI4h.png,0.0,0.0,Eliel,111363,288,Eliel Felisbino Costa,6,0.0,2.0,14,Criciúma,4,Eliel,False,0,,,,,,,,,,,,,,,,,,,,,
489,luis-mandaca,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ZNLvDib.png,0.0,0.0,Luis Mandaca,111407,286,Luis Gustavo da Silva Machado Duarte,6,2.94,3.82,14,Juventude,4,L. Mandaca,False,10,,5.0,5.0,4.0,2.0,3.0,1.0,2.0,,2.0,,,,,,,,,,,
490,gabriel-atila,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_MZjZBke.png,0.0,0.0,Gabriel Átila,111582,282,Gabriel Átila Cardoso da Silva,6,0.0,1.0,14,Atlético-MG,1,G. Átila,False,0,,,,,,,,,,,,,,,,,,,,,
491,adson,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_FdRiLgH.png,-0.09,3.1,Adson,111682,267,Adson Ferreira Soares,7,3.18,5.3,14,Vasco,4,Adson,True,12,,20.0,5.0,6.0,3.0,4.0,,,,1.0,1.0,,,,,,,,,,
492,anthoni,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IeLrq8d.png,0.0,0.0,Anthoni,111683,285,Anthoni Spier Souza,6,0.0,4.0,14,Internacional,1,Anthoni,False,0,,,,,,,,,,,,,,,,,,,,,
493,bruno-guimaraes,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HscvooK.png,0.0,0.0,Bruno Guimarães,111689,356,Bruno Guimarães de Souza,6,0.0,1.0,14,Fortaleza,1,B. Guimarães,False,0,,,,,,,,,,,,,,,,,,,,,
494,matheus-cunha,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_fcLIvEj.png,0.0,0.0,Matheus Cunha,111690,262,Matheus Cunha Queiroz,6,0.0,4.0,14,Flamengo,1,M. Cunha,False,0,,,,,,,,,,,,,,,,,,,,,
495,lucas-mezenga,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,0.0,0.0,Lucas Mezenga,111713,263,Lucas de Souza Mombra Rosa,6,0.0,2.0,14,Botafogo,3,L. Mezenga,False,0,,,,,,,,,,,,,,,,,,,,,
496,fabinho,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jLmJElM.png,-0.36,4.4,Fabinho,111760,275,Fábio Silva de Freitas,7,1.98,3.05,14,Palmeiras,4,Fabinho,True,8,,5.0,1.0,,2.0,3.0,,1.0,,1.0,,,,,,,,,,,
497,gustavo-ramalho,https://s.sde.globo.com/media/person_role/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,0.0,0.0,Gustavo Ramalho,111837,266,Gustavo Ramalho Bremer Pinto,6,0.0,1.0,14,Fluminense,1,G. Ramalho,False,0,,,,,,,,,,,,,,,,,,,,,
498,felipe-andrade,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_D9UhaMY.png,0.0,0.0,Felipe Andrade,111839,266,Felipe de Andrade Vieira,6,1.68,2.95,14,Fluminense,3,F. Andrade,False,4,,5.0,1.0,,,2.0,,,,,,,,,,,,,,,
499,arthur,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_wVzBSeW.png,0.0,0.0,Arthur,111841,266,Arthur Wenderrosky Sanches - Wenderroscky,6,0.0,1.0,14,Fluminense,4,Arthur,False,0,,,,,,,,,,,,,,,,,,,,,
500,guilherme-biro,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,0.0,0.0,Guilherme Biro,111891,264,Guilherme Sucigan Mafra Cunha,6,0.25,2.42,14,Corinthians,4,G. Biro,False,2,,,1.0,,1.0,,,,,,,,,,,,,,,,
501,diego-hernandez,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_A2or1Su.png,0.13,1.7,Diego Hernández,111945,263,Diego Manuel Hernández González,6,1.41,3.39,14,Botafogo,4,D. Hernández,True,9,,3.0,10.0,,2.0,5.0,,,1.0,2.0,2.0,,,,,,,,,,
502,felipinho,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_WNPv1gX.png,0.0,0.0,Felipinho,112017,293,Antonio Feliphe Costa Silva,6,1.83,2.85,14,Athlético-PR,4,Felipinho,False,6,,8.0,2.0,,,6.0,,,,1.0,,,,,,,,,,,
503,adriano,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_nohrP8R.png,0.0,0.0,Adriano,112020,288,Adriano Silveira Borges Filho,6,0.0,1.0,14,Criciúma,5,Adriano,False,0,,,,,,,,,,,,,,,,,,,,,
504,gabriel-grando,https://s.sde.globo.com/media/person_role/2024/04/25/photo_FORMATO_2UrGVBG.png,0.0,0.0,Gabriel Grando,112616,283,Gabriel Hamester Grando,6,0.0,4.0,14,Cruzeiro,1,G. Grando,False,0,,,,,,,,,,,,,,,,,,,,,
505,kaiki-bruno,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_vh3WAlQ.png,-0.52,2.0,Kaiki Bruno,112709,283,Kaiki Bruno da Silva,7,5.08,5.96,14,Cruzeiro,2,K. Bruno,True,5,,15.0,5.0,,3.0,7.0,,,,2.0,,1.0,,,,,,,,,
506,anibal-moreno,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_exCTW9r.png,-0.87,-0.1,Aníbal Moreno,112869,275,Aníbal Ismael Moreno,7,3.61,5.35,14,Palmeiras,4,A. Moreno,True,11,,23.0,13.0,1.0,8.0,9.0,,1.0,1.0,4.0,,,,,,,,,,,
507,lucas-barbosa,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v69l3WS.png,-0.52,2.2,Lucas Barbosa,112886,286,Lucas Henrique Barbosa,7,6.61,9.37,14,Juventude,5,L. Barbosa,True,11,,27.0,19.0,4.0,10.0,15.0,,3.0,2.0,3.0,1.0,,,,,,,,,,
508,sforza,https://s.sde.globo.com/media/person_role/2024/02/19/photo_FORMATO.png,0.0,0.0,Sforza,112906,267,Juan Sebastián Sforza,6,1.62,3.58,14,Vasco,4,Sforza,False,12,,11.0,10.0,1.0,2.0,13.0,1.0,,,3.0,,,,,,,,,,,
509,werton,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,0.0,0.0,Werton,112984,262,Werton de Almeida Rêgo,6,2.2,2.66,14,Flamengo,5,Werton,False,1,,1.0,,,,2.0,,,,,,,,,,,,,,,
510,lucas-wingert,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_wdQRVkb.png,0.0,0.0,Lucas Wingert,113014,286,Lucas Leandro Wingert,6,0.0,3.0,14,Juventude,1,L. Wingert,False,0,,,,,,,,,,,,,,,,,,,,,
511,kervin-andrade,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AOrvNkN.png,0.0,0.0,Kervin Andrade,113073,356,Kervin Mario Andrade Navarro,6,11.3,7.26,14,Fortaleza,4,K. Andrade,False,1,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,
512,flaco-lopez,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_leI4Pi1.png,1.0,9.9,Flaco López,113103,275,José Manuel Alberto López,7,3.71,7.22,14,Palmeiras,5,F. López,True,12,,4.0,10.0,4.0,7.0,10.0,1.0,3.0,6.0,4.0,1.0,,,,,,,,,,
513,nathan-mendes,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_avgtjrS.png,-0.32,0.2,Nathan Mendes,113157,280,Nathan Gabriel de Souza Mendes,7,1.47,4.14,14,Bragantino,2,N. Mendes,True,10,,4.0,8.0,2.0,,8.0,,,1.0,4.0,1.0,1.0,,,,,,,,,
514,marquinhos,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_aBFrEHr.png,0.0,0.0,Marquinhos,113158,266,Marcus Vinícius Oliveira Alencar,5,4.32,7.38,14,Fluminense,5,Marquinhos,False,9,,10.0,11.0,3.0,4.0,23.0,3.0,,1.0,2.0,1.0,,,,,,,,,,
515,michel,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,0.0,0.0,Michel,113159,275,Michel Augusto Modesto Rafael dos Santos,6,0.0,2.0,14,Palmeiras,3,Michel,False,0,,,,,,,,,,,,,,,,,,,,,
516,baltasar-barcia,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAZLl3s.png,0.0,0.0,Baltasar Barcia,113311,288,Mateo Baltasar Barcia Fernández,6,1.63,2.95,14,Criciúma,4,B. Barcia,False,4,,2.0,3.0,,,,,,,,1.0,,,,,,,,,,
517,juca-antonello,https://s.sde.globo.com/media/person_role/2022/08/17/7e19233199669b177960f86cfa511fd8_220x220.png,-0.95,3.15,Juca Antonello,113350,293,Juliano Roberto Antonello,7,4.52,10.52,14,Athlético-PR,6,J. Antonello,True,3,,,,,,,,,,,,,,,,,,,,,1.0
518,pablo-maia,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_h3xykq1.png,0.0,0.0,Pablo Maia,113359,276,Pablo Gonçalves Maia Fortunato,5,2.73,6.49,14,São Paulo,4,P. Maia,False,3,,4.0,6.0,,4.0,4.0,,,,,,,,,,,,,,,
519,bruninho,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_UGZcauV.png,0.0,0.0,Bruninho,113558,280,Bruno Gonçalves de Jesus,6,4.3,5.31,14,Bragantino,4,Bruninho,False,2,,,,,2.0,4.0,,,,,1.0,,,,,,,,,,
520,du-queiroz,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XOn9XLw.png,0.0,0.0,Du Queiroz,113687,284,Eduardo Santos Queiroz,6,2.04,4.63,14,Grêmio,4,D. Queiroz,False,9,,14.0,3.0,2.0,2.0,1.0,,,,2.0,,,,,,,,,,,
521,douglas-mendes,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_DOCYU5o.png,-0.2,0.0,Douglas Mendes,114311,280,Douglas Mendes Moreira,6,0.88,2.11,14,Bragantino,3,D. Mendes,True,5,,,4.0,,2.0,,,,,1.0,,1.0,,,,,,,,,
522,gamarra,https://s.sde.globo.com/media/person_role/2024/01/10/photo_FORMATO_IjL8XS2.png,0.0,0.0,Gamarra,114334,293,Mateo Gamarra González,6,4.94,7.58,14,Athlético-PR,3,Gamarra,False,5,,5.0,1.0,2.0,2.0,2.0,,,,1.0,,3.0,,,,,,,,,
