,atletas.nome,atletas.apelido_abreviado,atletas.variacao_num,atletas.apelido,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.media_num,atletas.pontos_num,atletas.rodada_id,atletas.posicao_id,atletas.status_id,atletas.clube_id,atletas.jogos_num,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.foto,atletas.preco_num,atletas.slug,DE,GS,SG,CA,DP,PC,DS,FC,FD,FF,FS,G,I,FT,A,CV,PP,PS,V,GC
440,Gustavo Garcia dos Santos,G. Garcia,-0.36,Gustavo Garcia,Palmeiras,True,-0.2,-0.2,10,2,6,275,1,107225,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jWfyxOy.png,2.64,gustavo-garcia,,,,,,,,,,,,,2.0,,,,,,,
441,Vanderlan Barbosa da Silva,Vanderlan,-1.42,Vanderlan,Palmeiras,True,5.57,0.0,10,2,6,275,4,107236,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,6.85,vanderlan,,,3.0,,,,2.0,3.0,,1.0,,,,,1.0,,,,,
442,Marcelo José de Lima Filho,Marcelinho,-0.01,Marcelinho,Juventude,True,2.5,1.7,10,5,7,286,8,107238,,https://s.sde.globo.com/media/person_role/2024/04/26/photo_FORMATO_1GgfZEe.png,3.83,marcelinho,,,,1.0,,,4.0,4.0,3.0,4.0,12.0,,4.0,,1.0,,,,,
443,Jose Vitor Silva Neves,Z. Vitor,-0.11,Zé Vitor,Athlético-PR,True,-0.3,0.0,10,4,6,293,5,107256,,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,1.21,ze-vitor,,,,2.0,,,1.0,4.0,,,1.0,,,,,,,,,
444,André Trindade da Costa Neto,André,0.0,André,Fluminense,False,2.65,0.0,10,4,5,266,2,107498,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_0Njhcgz.png,7.41,andre,,,,2.0,,,5.0,4.0,,,5.0,,,,,,,,,
445,Kleiton Pego Duarte,Kleiton,0.0,Kleiton,Juventude,False,3.3,0.0,10,5,6,286,1,107513,,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_lPIUydl.png,2.8,kleiton,,,,,,,,,1.0,2.0,1.0,,,,,,,,,
446,Thayllon Lopes Medeiros,Thayllon,0.0,Thayllon,Atlético-GO,False,0.0,0.0,10,5,6,373,0,107664,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,2.0,thayllon,,,,,,,,,,,,,,,,,,,,
447,João Carlos Barros Lopes,J. Carlos,0.0,João Carlos,Criciúma,False,0.0,0.0,10,5,6,288,1,107666,,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_HlvP7yl.png,1.8,joao-carlos,,,,,,,,,,,,,,,,,,,,
448,Eduardo de Queiroz Melo,E. Melo,0.0,Eduardo Melo,Criciúma,False,0.0,0.0,10,5,6,288,0,107700,,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9c3cd5s.png,3.0,eduardo-melo,,,,,,,,,,,,,,,,,,,,
449,Emerson Fabiano Kerber Júnior,E. Júnior,0.0,Emerson Júnior,Atlético-GO,False,0.0,0.0,10,1,6,373,0,107740,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO.png,2.0,emerson-junior,,,,,,,,,,,,,,,,,,,,
450,Bruno Conceição Praxedes,Praxedes,0.0,Praxedes,Vasco,False,-0.55,0.0,10,4,5,267,2,107744,,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_kPHzPIn.png,3.63,praxedes,,,,1.0,,,,2.0,,,1.0,,,,,,,,,
451,Adriel Vasconcelos Ramos,Adriel,0.0,Adriel,Bahia,False,0.0,0.0,10,1,6,265,0,107748,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0qGGyWx.png,4.0,adriel,,,,,,,,,,,,,,,,,,,,
452,Rildo Gonçalves de Amorim Filho,Rildo,0.0,Rildo,Juventude,False,0.34,0.0,10,5,6,286,5,107798,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_TXZoPOk.png,1.31,rildo,,,,,,,,3.0,,2.0,2.0,,,,,,,,,
453,Natã Felipe de Amorim Santos,Natã,0.0,Natã,Grêmio,False,4.53,0.0,10,3,6,284,3,107801,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Kjugdhc.png,4.14,nata,,,2.0,,,,3.0,,,,,,,,,,,,,
454,Matheus dos Santos Dias,M. Dias,0.0,Matheus Dias,Internacional,False,-0.55,0.0,10,4,6,285,2,107809,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_wwiHUgs.png,1.2,matheus-dias,,,,1.0,,,,2.0,,,1.0,,,,,,,,,
455,Alexandre Fintelman de Mello Ribeiro da Silva,Fintelman,0.0,Fintelman,Vitória,False,0.0,0.0,10,1,6,287,0,107859,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_C8LyEyp.png,2.0,fintelman,,,,,,,,,,,,,,,,,,,,
456,Damián Josué Bobadilla Benítez,Bobadilla,0.0,Bobadilla,São Paulo,False,2.88,0.0,10,4,6,276,5,107873,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BoNwEka.png,4.46,bobadilla,,,,1.0,,,7.0,6.0,,1.0,,1.0,,,,,,,,
457,Hugo Ferreira de Farias,Hugo,-0.64,Hugo,Corinthians,True,4.97,1.9,10,2,7,264,10,107908,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_h4IhTE1.png,7.44,hugo,,,3.0,1.0,,1.0,17.0,15.0,1.0,4.0,7.0,,1.0,1.0,2.0,,,,,
458,Fausto Mariano Vera,F. Vera,0.0,Fausto Vera,Corinthians,False,1.63,0.0,10,4,6,264,6,107950,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_qmsceut.png,3.79,fausto-vera,,,,,,,2.0,3.0,3.0,4.0,3.0,,,,,,,,,
459,Isidro Miguel Pitta Saldívar,I. Pitta,-0.93,Isidro Pitta,Cuiabá,True,3.19,2.2,10,5,7,1371,8,108133,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_VmtW8Bv.png,4.99,isidro-pitta,,,,,,,3.0,5.0,2.0,5.0,3.0,2.0,5.0,,,,,,,
460,Gabriel de Sousa Barros,G. Barros,0.0,Gabriel Barros,Atlético-GO,False,-0.05,0.0,10,5,6,373,2,108352,,https://s.sde.globo.com/media/person_role/2024/03/22/photo_FORMATO_FfX4EYz.png,2.17,gabriel-barros,,,,,,,3.0,4.0,,,1.0,,,,,1.0,,,,
461,Luciano Daniel Arriagada García,Arriagada,0.0,Arriagada,Athlético-PR,False,0.0,0.0,10,5,6,293,0,108624,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_9Gl7lZe.png,3.0,arriagada,,,,,,,,,,,,,,,,,,,,
462,Matheus Nascimento de Paula,M. Nascimento,0.0,Matheus Nascimento,Botafogo,False,1.7,0.0,10,5,5,263,1,109114,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_g47taLF.png,2.16,matheus-nascimento,,,,,,,1.0,,,,1.0,,,,,,,,,
463,Luiz Henrique André Rosa da Silva,L. Henrique,-1.2,Luiz Henrique,Botafogo,True,4.47,0.5,10,5,7,263,9,109282,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_f3wPomL.png,10.66,luiz-henrique,,,,2.0,,,12.0,7.0,1.0,7.0,11.0,1.0,3.0,,2.0,,,,,
464,Calebe Gonçalves Ferreira da Silva,Calebe,-0.77,Calebe,Fortaleza,True,-0.3,-0.3,10,4,6,356,1,109461,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zjAtk2u.png,6.23,calebe,,,,1.0,,,,2.0,,1.0,1.0,,,,,,,,,
465,Matheus Martinelli Lima,Martinelli,-0.24,Martinelli,Fluminense,True,2.85,1.4,10,4,7,266,8,109573,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_DxKpmdn.png,5.78,martinelli,,,,2.0,,,11.0,9.0,,1.0,9.0,1.0,,,,,,1.0,,
466,Hugo Gonçalves Ferreira Neto,Hugo,0.0,Hugo,Botafogo,False,5.07,0.0,10,2,6,263,6,109668,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SUeVFmE.png,7.61,hugo,,,3.0,,,1.0,8.0,5.0,,1.0,5.0,,,,1.0,,,,,
467,Lázaro Vinicius Marques,Lázaro,0.0,Lázaro,Palmeiras,False,4.21,0.0,10,5,5,275,9,110193,,https://s.sde.globo.com/media/person_role/2024/02/07/photo_FORMATO.png,5.9,lazaro,,,,,,,3.0,4.0,4.0,9.0,9.0,2.0,,1.0,,,,,,
468,Jhonatan Paulo da Silva,Jhonatan,0.0,Jhonatan,Fortaleza,False,0.0,0.0,10,3,6,356,0,110208,,,1.0,jhonatan,,,,,,,,,,,,,,,,,,,,
469,Gabriel Roberto Pereira,G. Pereira,0.0,Gabriel Pereira,Athlético-PR,False,0.0,0.0,10,1,6,293,0,110251,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YcSgOGr.png,1.0,gabriel-pereira,,,,,,,,,,,,,,,,,,,,
470,Diego José Palacios Espinoza,Palacios,0.0,Palacios,Corinthians,False,0.0,0.0,10,2,5,264,0,110260,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ykV382s.png,5.0,palacios,,,,,,,,,,,,,,,,,,,,
471,Alexandro Ezequiel Bernabei,Bernabéi,0.0,Bernabéi,Internacional,False,0.0,0.0,10,2,6,285,0,110426,,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_muBtltt.png,4.0,bernabei,,,,,,,,,,,,,,,,,,,,
472,Abel Fernando Moreira Ferreira,A. Ferreira,-0.44,Abel Ferreira,Palmeiras,True,6.46,6.62,10,6,7,275,10,110506,,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,12.08,abel-ferreira,,,,,,,,,,,,,,,,,,,6.0,
473,Lucas Agustín Besozzi,L. Besozzi,0.0,Lucas Besozzi,Grêmio,False,0.0,0.0,10,5,6,284,0,110512,,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_XvOUlVF.png,3.0,lucas-besozzi,,,,,,,,,,,,,,,,,,,,
474,Gabriel Caetano Godoy de Andrade,Caetano,0.0,Caetano,Bragantino,False,0.0,0.0,10,4,6,280,0,110587,,https://s.sde.globo.com/media/person_role/2022/11/02/photo_FORMATO.png,2.0,caetano,,,,,,,,,,,,,,,,,,,,
475,Mateus Oliveira Mendes,Mateus,0.0,Mateus,Palmeiras,False,0.0,0.0,10,1,6,275,0,110624,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Jhyg9Yk.png,2.0,mateus,,,,,,,,,,,,,,,,,,,,
476,Imanol Machuca,Machuca,-0.41,Machuca,Fortaleza,True,1.91,-0.3,10,5,6,356,8,110667,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_aKgahZX.png,3.86,machuca,,,,,,,,4.0,1.0,1.0,3.0,1.0,,,1.0,,,,,
477,Lucas Ángel Esquivel,Esquivel,-0.73,Esquivel,Athlético-PR,True,5.01,-0.8,10,2,7,293,9,110668,,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,7.56,esquivel,,,4.0,2.0,,,12.0,10.0,,4.0,11.0,,,,2.0,1.0,,,,
478,Mycael Pontes Moreira,Mycael,0.0,Mycael,Athlético-PR,False,-3.0,0.0,10,1,6,293,0,110698,,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_1naIetc.png,0.96,mycael,,,,,,,,,,,,,,,,1.0,,,,
479,Pedro Felipe de Faria Rangel,P. Rangel,0.0,Pedro Rangel,Atlético-GO,False,-1.0,0.0,10,1,7,373,0,110708,,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_HAuwqG4.png,1.61,pedro-rangel,,,,1.0,,,,,,,,,,,,,,,,
480,José Andrés Hurtado Cheme,A. Hurtado,0.0,Andrés Hurtado,Bragantino,False,4.0,0.0,10,2,5,280,3,110715,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_VE4habv.png,5.63,andres-hurtado,,,1.0,,,,4.0,1.0,1.0,1.0,1.0,,,,,,,,,
481,Rubens Antônio Dias,Rubens,0.0,Rubens,Atlético-MG,False,1.2,0.0,10,2,5,282,1,110727,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_mGd1yDc.png,4.36,rubens,,,,,,,1.0,,,,,,,,,,,,,
482,John Kennedy Batista de Souza,J. Kennedy,0.48,John Kennedy,Fluminense,True,1.7,3.4,10,5,7,266,7,110759,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_XO4700O.png,5.96,john-kennedy,,,,,,,3.0,4.0,2.0,4.0,8.0,,1.0,,,,,,,
483,Gabriel Teixeira Aragão,Biel,-0.45,Biel,Bahia,True,3.63,0.0,10,5,6,265,9,110760,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_549ojOA.png,7.82,biel,,,,2.0,,,4.0,5.0,,3.0,4.0,2.0,1.0,2.0,1.0,,,,,
484,Guilherme Lopes de Almeida,G. Lopes,0.0,Guilherme Lopes,Bragantino,False,2.25,0.0,10,2,6,280,2,110909,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wfa8twq.png,3.4,guilherme-lopes,,,,,,,2.0,,,2.0,1.0,,,,,,,,,
485,Leonardo Naldi de Matos,L. Naldi,-0.1,Léo Naldi,Vitória,True,3.04,2.6,10,4,7,287,5,111005,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_mVG5FsO.png,4.83,leo-naldi,,,,2.0,,,10.0,3.0,1.0,3.0,5.0,,,,,,,,,
486,Rômulo Azevedo Simão,Rômulo,0.0,Rômulo,Palmeiras,False,1.95,0.0,10,4,5,275,4,111166,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_HI2kx56.png,5.09,romulo,,,,,,,4.0,2.0,,2.0,4.0,,,,,,,,,
487,Alix Vinicius de Souza Sampaio,A. Vinicius,0.0,Alix Vinicius,Atlético-GO,False,1.6,0.0,10,3,5,373,6,111246,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_lm7UgU1.png,2.34,alix-vinicius,,,1.0,,,,3.0,6.0,2.0,3.0,2.0,,,,,1.0,,,,
488,Gustavo Martins de Souza Santos,G. Martins,0.07,Gustavo Martins,Grêmio,True,4.1,3.4,10,3,6,284,6,111309,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_0UAzL2e.png,6.72,gustavo-martins,,,2.0,,,,3.0,5.0,1.0,1.0,5.0,1.0,,,,,,,,
489,Eliel Felisbino Costa,Eliel,0.0,Eliel,Criciúma,False,0.0,0.0,10,4,6,288,0,111363,,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_LMEmI4h.png,2.0,eliel,,,,,,,,,,,,,,,,,,,,
490,Luis Gustavo da Silva Machado Duarte,L. Mandaca,-1.99,Luis Mandaca,Juventude,True,2.53,-1.3,10,4,7,286,7,111407,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ZNLvDib.png,3.21,luis-mandaca,,,,2.0,,,5.0,4.0,2.0,,3.0,1.0,,1.0,,,,,,
491,António José Cardoso de Oliveira,A. Oliveira,-0.42,António Oliveira,Corinthians,True,4.6,2.81,10,6,7,264,10,111578,,https://s.sde.globo.com/media/person_role/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,9.21,antonio-oliveira,,,,,,,,,,,,,,,,,,,1.0,
492,Adson Ferreira Soares,Adson,-0.5,Adson,Vasco,True,2.59,0.5,10,4,7,267,8,111682,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_FdRiLgH.png,4.65,adson,,,,,,,13.0,2.0,3.0,2.0,1.0,,,,,,,,,
493,Anthoni Spier Souza,Anthoni,0.0,Anthoni,Internacional,False,0.0,0.0,10,1,6,285,0,111683,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IeLrq8d.png,4.0,anthoni,,,,,,,,,,,,,,,,,,,,
494,Matheus Cunha Queiroz,M. Cunha,0.0,Matheus Cunha,Flamengo,False,0.0,0.0,10,1,6,262,0,111690,,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_fcLIvEj.png,4.0,matheus-cunha,,,,,,,,,,,,,,,,,,,,
495,Lucas de Souza Mombra Rosa,L. Mezenga,0.0,Lucas Mezenga,Botafogo,False,0.0,0.0,10,3,6,263,0,111713,,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,2.0,lucas-mezenga,,,,,,,,,,,,,,,,,,,,
496,Fábio Silva de Freitas,Fabinho,-0.24,Fabinho,Palmeiras,True,0.34,0.5,10,4,6,275,5,111760,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jLmJElM.png,1.74,fabinho,,,,,,,1.0,,,,1.0,,,,,,,,,
497,Rodrigo Alves de Holanda Santos,Rodrigo,0.0,Rodrigo,Vasco,False,0.0,0.0,10,4,6,267,0,111766,,https://s.sde.globo.com/media/person_role/2023/09/01/photo_FORMATO_W0WhUm7.png,2.0,rodrigo,,,,,,,,,,,,,,,,,,,,
498,Felipe de Andrade Vieira,F. Andrade,0.0,Felipe Andrade,Fluminense,False,1.68,0.0,10,3,6,266,4,111839,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_D9UhaMY.png,2.95,felipe-andrade,,,,,,,5.0,1.0,,,2.0,,,,,,,,,
499,Arthur Wenderrosky Sanches - Wenderroscky,Arthur,0.0,Arthur,Fluminense,False,0.0,0.0,10,4,6,266,0,111841,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_wVzBSeW.png,1.0,arthur,,,,,,,,,,,,,,,,,,,,
500,Guilherme Sucigan Mafra Cunha,G. Biro,0.0,Guilherme Biro,Corinthians,False,0.25,0.0,10,4,6,264,2,111891,,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,2.42,guilherme-biro,,,,,,,,1.0,,1.0,,,,,,,,,,
501,Diego Manuel Hernández González,D. Hernández,0.88,Diego Hernández,Botafogo,True,1.57,4.7,10,4,6,263,6,111945,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_A2or1Su.png,3.98,diego-hernandez,,,,2.0,,,2.0,8.0,,,3.0,,1.0,,2.0,,,,,
502,Antonio Feliphe Costa Silva,Felipinho,0.0,Felipinho,Athlético-PR,False,1.83,0.0,10,4,7,293,6,112017,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_WNPv1gX.png,2.85,felipinho,,,,1.0,,,8.0,2.0,,,6.0,,,,,,,,,
503,Adriano Silveira Borges Filho,Adriano,0.0,Adriano,Criciúma,False,0.0,0.0,10,5,6,288,0,112020,,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_nohrP8R.png,1.0,adriano,,,,,,,,,,,,,,,,,,,,
504,Gabriel Hamester Grando,G. Grando,0.0,Gabriel Grando,Cruzeiro,False,0.0,0.0,10,1,6,283,0,112616,,https://s.sde.globo.com/media/person_role/2024/04/25/photo_FORMATO_2UrGVBG.png,4.0,gabriel-grando,,,,,,,,,,,,,,,,,,,,
505,Kaiki Bruno da Silva,K. Bruno,0.0,Kaiki Bruno,Cruzeiro,False,3.6,0.0,10,2,6,283,2,112709,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_vh3WAlQ.png,4.55,kaiki-bruno,,,,1.0,,,5.0,2.0,,1.0,4.0,,,,,,,,,
506,Aníbal Ismael Moreno,A. Moreno,-0.75,Aníbal Moreno,Palmeiras,True,4.18,4.5,10,4,7,275,8,112869,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_exCTW9r.png,6.18,anibal-moreno,,,,2.0,,,19.0,10.0,1.0,5.0,5.0,1.0,1.0,,,,,,,
507,Lucas Henrique Barbosa,L. Barbosa,1.55,Lucas Barbosa,Juventude,True,7.17,10.7,10,5,3,286,8,112886,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v69l3WS.png,10.54,lucas-barbosa,,,,3.0,,,25.0,15.0,2.0,9.0,9.0,2.0,2.0,,1.0,,,,,
508,Juan Sebastián Sforza,Sforza,0.84,Sforza,Vasco,True,1.86,3.9,10,4,7,267,9,112906,,https://s.sde.globo.com/media/person_role/2024/02/19/photo_FORMATO.png,4.22,sforza,,,,3.0,,,10.0,10.0,1.0,2.0,10.0,,,1.0,,,,,,
509,Werton de Almeida Rêgo,Werton,0.0,Werton,Flamengo,False,0.0,0.0,10,5,6,262,0,112984,,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,2.0,werton,,,,,,,,,,,,,,,,,,,,
510,Lucas Leandro Wingert,L. Wingert,0.0,Lucas Wingert,Juventude,False,0.0,0.0,10,1,6,286,0,113014,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_wdQRVkb.png,3.0,lucas-wingert,,,,,,,,,,,,,,,,,,,,
511,Kervin Mario Andrade Navarro,K. Andrade,0.0,Kervin Andrade,Fortaleza,False,11.3,0.0,10,4,6,356,1,113073,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AOrvNkN.png,7.26,kervin-andrade,,,,,,,3.0,1.0,,,,1.0,,,,,,,,
512,José Manuel Alberto López,F. López,-1.04,Flaco López,Palmeiras,True,1.47,0.8,10,5,6,275,8,113103,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_leI4Pi1.png,4.99,flaco-lopez,,,,3.0,,,2.0,6.0,1.0,5.0,3.0,1.0,5.0,,,,,,,
513,Nathan Gabriel de Souza Mendes,N. Mendes,-0.08,Nathan Mendes,Bragantino,True,2.2,0.2,10,2,7,280,6,113157,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_avgtjrS.png,4.87,nathan-mendes,,,1.0,3.0,,,2.0,5.0,2.0,,6.0,,1.0,,1.0,,,,,
514,Marcus Vinícius Oliveira Alencar,Marquinhos,-0.41,Marquinhos,Fluminense,True,4.32,0.8,10,5,2,266,9,113158,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_aBFrEHr.png,7.38,marquinhos,,,,2.0,,,10.0,11.0,3.0,4.0,23.0,,1.0,3.0,1.0,,,,,
515,Michel Augusto Modesto Rafael dos Santos,Michel,0.0,Michel,Palmeiras,False,0.0,0.0,10,3,6,275,0,113159,,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,2.0,michel,,,,,,,,,,,,,,,,,,,,
516,Mateo Baltasar Barcia Fernández,B. Barcia,-0.28,Baltasar Barcia,Criciúma,True,1.87,-0.3,10,4,6,288,3,113311,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAZLl3s.png,3.01,baltasar-barcia,,,,,,,1.0,2.0,,,,,,,1.0,,,,,
517,Pablo Gonçalves Maia Fortunato,P. Maia,0.0,Pablo Maia,São Paulo,False,2.73,0.0,10,4,5,276,3,113359,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_h3xykq1.png,6.49,pablo-maia,,,,,,,4.0,6.0,,4.0,4.0,,,,,,,,,
518,Bruno Gonçalves de Jesus,Bruninho,0.0,Bruninho,Bragantino,False,4.3,0.0,10,4,6,280,2,113558,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_UGZcauV.png,5.31,bruninho,,,,,,,,,,2.0,4.0,,,,1.0,,,,,
519,Eduardo Santos Queiroz,D. Queiroz,-0.22,Du Queiroz,Grêmio,True,2.17,2.0,10,4,6,284,7,113687,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XOn9XLw.png,4.9,du-queiroz,,,,2.0,,,12.0,3.0,2.0,1.0,1.0,,,,,,,,,
520,Douglas Mendes Moreira,D. Mendes,0.0,Douglas Mendes,Bragantino,False,1.1,0.0,10,3,6,280,4,114311,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_DOCYU5o.png,2.31,douglas-mendes,,,1.0,1.0,,,,4.0,,2.0,,,,,,,,,,
521,Mateo Gamarra González,Gamarra,-1.03,Gamarra,Athlético-PR,True,4.63,0.0,10,3,6,293,4,114334,,https://s.sde.globo.com/media/person_role/2024/01/10/photo_FORMATO_IjL8XS2.png,6.74,gamarra,,,2.0,1.0,,,4.0,1.0,2.0,2.0,2.0,,,,,,,,,
522,Jader Barbosa da Silva Gentil,Jader,0.0,Jader,Athlético-PR,False,0.0,0.0,10,4,6,293,0,114335,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WH7teaH.png,3.0,jader,,,,,,,,,,,,,,,,,,,,
523,Juan Pablo Vilela Tavares,J. Tavares,0.0,Juan Tavares,Cuiabá,False,0.0,0.0,10,2,6,1371,0,114497,,https://s.sde.globo.com/media/person_role/2024/05/02/photo_220x220.png,1.0,juan-tavares,,,,,,,,,,,,,,,,,,,,
524,Cleiton Santana dos Santos,Cleiton,0.13,Cleiton,Flamengo,True,0.8,0.8,10,3,6,262,1,114790,,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_TNiLoQL.png,2.13,cleiton,,,,,,,,,,1.0,,,,,,,,,,
525,Thauan Lara dos Santos,T. Lara,0.0,Thauan Lara,Fortaleza,False,0.0,0.0,10,2,6,356,0,115061,,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_zPksBsJ.png,3.0,thauan-lara,,,,,,,,,,,,,,,,,,,,
526,Lucas de Freitas Molarinho Chagas,L. Freitas,0.0,Lucas Freitas,Juventude,False,-1.9,0.0,10,3,6,286,1,115141,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_JGN1KdH.png,0.96,lucas-freitas,,,,,,1.0,2.0,1.0,,,,,,,,1.0,,,,
527,Caio Matheus da Silva,C. Matheus,0.0,Caio Matheus,São Paulo,False,0.0,0.0,10,5,6,276,0,115227,,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,2.0,caio-matheus,,,,,,,,,,,,,,,,,,,,
528,Wesley Vinícius França Lima,Wesley,-0.16,Wesley,Flamengo,True,2.63,2.2,10,2,7,262,6,115239,,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_zY4BtV3.png,3.87,wesley,,,,1.0,,,9.0,6.0,,,6.0,,2.0,,1.0,,,,,
529,Kaiky Marques Naves,Naves,-0.99,Naves,Palmeiras,True,4.85,0.9,10,3,7,275,4,115246,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_SDs96Yd.png,6.34,naves,,,3.0,,,,5.0,7.0,,,1.0,,,,,,,,,
530,Jhonatan dos Santos Rosa,J. Jhon,-0.37,Jhon Jhon,Palmeiras,True,0.0,0.0,10,4,6,275,1,115248,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_VLklPue.png,3.63,jhon-jhon,,,,,,,,,,,,,,,,,,,,
531,Renan Rodrigues Fonseca Viana,R. Viana,0.0,Renan Viana,Athlético-PR,False,0.0,0.0,10,5,6,293,0,115266,,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_pf3ihrT.png,1.0,renan-viana,,,,,,,,,,,,,,,,,,,,
