,atletas.pontos_num,atletas.status_id,atletas.apelido_abreviado,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.nome,atletas.slug,atletas.foto,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.clube_id,atletas.rodada_id,atletas.posicao_id,atletas.apelido,atletas.jogos_num,atletas.atleta_id,CA,DE,DS,FS,GS,SG,FC,FD,FF,A,CV,FT,G,I,PC,V,PP,PS,DP,GC
340,1.2,6,Ademir,4.18,-0.26,2.23,Ademir da Silva Santos Júnior,ademir,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,True,Bahia,,265,28,5,Ademir,19,101314,,,14.0,11.0,,,5.0,4.0,5.0,1.0,,,1.0,3.0,,,,,,
341,0.0,6,Guga,5.41,0.0,2.75,Cláudio Rodrigues Gomes,guga,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,False,Fluminense,,266,28,2,Guga,6,101319,3.0,,5.0,3.0,,2.0,6.0,,1.0,1.0,1.0,,,,,,,,,
342,2.4,7,D. Boza,5.62,0.16,3.08,Danilo Boza Júnior,danilo-boza,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,True,Juventude,,286,28,3,Danilo Boza,18,101431,1.0,,10.0,5.0,,3.0,2.0,5.0,7.0,,,,2.0,,,,,,,
343,1.7,7,Pepê,4.55,0.25,2.08,João Pedro Vilardi Pinto,pepe,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,True,Grêmio,,284,28,4,Pepê,16,101573,1.0,,23.0,22.0,,,16.0,1.0,3.0,,1.0,,,1.0,,,,,,
344,2.0,7,H. Souza,7.2,-0.82,4.15,Hugo de Souza Nogueira,hugo-souza,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,True,Corinthians,,264,28,1,Hugo Souza,12,101574,2.0,49.0,1.0,1.0,14.0,3.0,,,,,,,,,,,,,,
345,4.1,7,H. Moura,5.71,-0.06,3.09,Hugo Moura Arruda da Silva,hugo-moura,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,True,Vasco,,267,28,4,Hugo Moura,20,101594,5.0,,41.0,11.0,,,34.0,4.0,7.0,3.0,1.0,,,,,,,,,
346,4.9,7,Ramon,6.01,0.04,3.88,Ramon Ramos Lima,ramon,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,True,Cuiabá,,1371,28,2,Ramon,16,101597,6.0,,28.0,11.0,,3.0,17.0,2.0,5.0,1.0,,,1.0,2.0,,,,,,
347,0.0,6,C. Vinícius,2.12,0.0,0.78,Caio Vinicius da Conceição,caio-vinicius,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,False,Vitória,,287,28,4,Caio Vinícius,9,101601,5.0,,9.0,5.0,,,7.0,,1.0,,,,,,,,,,,
348,0.0,5,Peixoto,1.94,0.0,0.55,Daniel Nascimento Peixoto dos Santos,peixoto,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,False,Juventude,,286,28,4,Peixoto,2,101651,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,
349,7.8,7,Rhaldney,4.33,1.22,2.63,Rhaldney Norberto Simião Gomes,rhaldney,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,True,Atlético-GO,,373,28,4,Rhaldney,21,101666,6.0,,39.0,20.0,,,36.0,2.0,2.0,1.0,,2.0,,,,,,,,
350,0.0,7,F. Jonatan,6.13,0.0,3.94,Felipe Jonatan Rocha Andrade,felipe-jonatan,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,False,Fortaleza,,356,28,2,Felipe Jonatan,17,101708,,,17.0,23.0,,6.0,10.0,4.0,4.0,,,,,,,,,,,
351,3.7,7,Alerrandro,7.77,-0.36,5.21,Alerrandro Barra Mansa Realino de Souza,alerrandro,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,True,Vitória,,287,28,5,Alerrandro,24,101715,3.0,,22.0,31.0,,,16.0,12.0,12.0,4.0,,,6.0,3.0,1.0,,,,,
352,1.2,6,Railan,4.63,-0.36,3.12,Railan Reis Ferreira - Raylan,railan,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,True,Cuiabá,,1371,28,2,Railan,14,101726,2.0,,12.0,9.0,,2.0,7.0,2.0,3.0,3.0,,,,,1.0,,,,,
353,0.0,7,Matheuzinho,6.44,0.0,3.73,Matheus França Silva,matheuzinho,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,False,Corinthians,,264,28,2,Matheuzinho,22,101727,2.0,,39.0,14.0,,5.0,11.0,4.0,4.0,,,,,2.0,,,,1.0,,
354,1.1,7,Claudinho,5.57,-0.68,4.15,Claudio Coelho Salvático,claudinho,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,True,Criciúma,,288,28,2,Claudinho,24,101752,3.0,,39.0,4.0,,3.0,8.0,3.0,5.0,3.0,,1.0,2.0,4.0,,,,,,
355,1.3,7,J. David,5.3,-0.31,1.4,Jean David Meneses Villarroel,jean-david,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_NK98RBN.png,True,Vasco,,267,28,5,Jean David,3,101768,,,2.0,2.0,,,,,1.0,,,,,,,,,,,
356,0.0,6,Mayk,3.74,0.0,2.75,Mayksilvan da Silva Ferreira,mayk,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,False,Grêmio,,284,28,2,Mayk,4,101820,,,5.0,,,1.0,,,,,,,,,,,,,,
357,0.0,7,Vitinho,7.79,-0.21,3.5,Vitor Hugo Naum dos Santos,vitinho,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,True,Bragantino,,280,28,5,Vitinho,22,101960,6.0,,21.0,13.0,,,22.0,9.0,13.0,3.0,,2.0,2.0,1.0,,,,,,
358,5.5,3,Brítez,4.81,-0.17,3.48,Emanuel Fermín Brítez,britez,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,True,Fortaleza,,356,28,3,Brítez,20,101995,9.0,,26.0,7.0,,7.0,18.0,2.0,6.0,2.0,1.0,,,2.0,,,,,,
359,0.0,5,Piquerez,11.15,0.0,6.23,Joaquín Piquerez Moreira,piquerez,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,False,Palmeiras,,275,28,2,Piquerez,16,102130,2.0,,22.0,19.0,,7.0,10.0,5.0,15.0,,,,2.0,,,,,,,
360,0.0,6,V. Eudes,1.0,0.0,0.0,Vitor Eudes de Souza Costa,vitor-eudes,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,False,Fluminense,,266,28,1,Vitor Eudes,0,102137,,,,,,,,,,,,,,,,,,,,
361,0.0,6,L. Halter,6.47,0.0,2.95,Lucas Halter,lucas-halter,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,False,Botafogo,,263,28,3,Lucas Halter,16,102253,4.0,,11.0,6.0,,5.0,17.0,2.0,7.0,,,,1.0,,1.0,,,,,
362,1.3,6,C. Paulista,5.1,-0.48,3.11,Caio Fernando de Oliveira,caio-paulista,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,True,Palmeiras,,275,28,2,Caio Paulista,14,102318,1.0,,10.0,6.0,,6.0,10.0,4.0,1.0,,1.0,,,1.0,,,,,,
363,0.2,7,Cacá,7.23,-0.57,3.28,Carlos de Menezes Júnior,caca,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,True,Corinthians,,264,28,3,Cacá,22,102340,3.0,,17.0,12.0,,5.0,23.0,2.0,12.0,1.0,1.0,,3.0,,1.0,,,,,2.0
364,0.0,6,Araos,3.0,0.0,0.0,Ángelo Giovanni Araos Llanos,araos,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,False,Atlético-GO,,373,28,4,Araos,0,102352,,,,,,,,,,,,,,,,,,,,
365,0.0,2,Mastriani,6.75,0.0,3.83,Gonzalo Mathías Mastriani Borges,mastriani,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,False,Athlético-PR,,293,28,5,Mastriani,17,102561,,,9.0,7.0,,,11.0,4.0,11.0,,,3.0,4.0,3.0,,,,,,
366,-0.3,6,Thiaguinho,1.53,-0.4,0.73,Thiago Beserra dos Santos Conti,thiaguinho,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,True,Juventude,,286,28,4,Thiaguinho,6,102599,1.0,,5.0,5.0,,,7.0,,,,,,,,1.0,,,,,
367,-0.3,6,Julimar,4.69,-0.53,3.21,Julimar Silva Oliveira Júnior,julimar,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,True,Athlético-PR,,293,28,5,Julimar,25,102796,2.0,,23.0,8.0,,,22.0,14.0,15.0,1.0,,,3.0,4.0,,,,,,
368,0.0,6,Terans,4.06,0.0,0.97,Miguel David Terans Pérez,terans,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,False,Fluminense,,266,28,4,Terans,7,102878,1.0,,3.0,5.0,,,5.0,2.0,1.0,,,,,,,,,,,
369,0.0,6,Anderson,4.7,0.0,3.73,Anderson Silva da Paixão,anderson,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,False,Cruzeiro,,283,28,1,Anderson,15,102906,1.0,43.0,,2.0,17.0,6.0,,,,,,,,,,,,,,
370,0.0,6,M. Teixeira,3.0,0.0,0.0,Matheus Henrique Teixeira,matheus-teixeira,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,False,Criciúma,,288,28,1,Matheus Teixeira,0,102907,,,,,,,,,,,,,,,,,,,,
371,1.6,7,L. Vinícius,2.67,0.14,1.15,Luan Vinícius da Silva Santos,luan-vinicius,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,True,Vitória,,287,28,4,Luan Vinícius,20,102909,4.0,,15.0,15.0,,,21.0,2.0,3.0,,,1.0,,,,,,,,
372,10.7,7,Canobbio,10.95,0.34,5.57,Agustín Canobbio Graviz,canobbio,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,True,Athlético-PR,,293,28,5,Canobbio,15,102928,3.0,,23.0,19.0,,,9.0,9.0,10.0,1.0,1.0,,4.0,7.0,,,,,,
373,0.0,2,E. Ramires,5.94,0.0,3.64,Eric dos Santos Rodrigues,eric-ramires,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,False,Bragantino,,280,28,4,Eric Ramires,18,103295,3.0,,16.0,18.0,,,15.0,4.0,10.0,2.0,,2.0,2.0,,,,,,,
374,5.7,7,M. Alexandre,5.73,0.07,3.36,Matheus Alexandre Anastácio de Souza,matheus-alexandre,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,True,Cuiabá,,1371,28,2,Matheus Alexandre,18,103347,4.0,,36.0,6.0,,4.0,19.0,2.0,3.0,,,,,,1.0,,,,,
375,0.5,6,E. Martínez,5.47,-1.06,2.72,Leandro Emmanuel Martínez,emmanuel-martinez,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,True,Fortaleza,,356,28,4,Emmanuel Martínez,9,103388,2.0,,9.0,11.0,,,7.0,1.0,4.0,1.0,,1.0,,1.0,,,,,,
376,6.7,7,K. Jorge,6.1,0.97,2.81,Kaio Jorge Pinto Ramos,kaio-jorge,https://s.sde.globo.com/media/person_role/2024/06/11/photo_220x220_GXGWlqW.png,True,Cruzeiro,,283,28,5,Kaio Jorge,11,103445,2.0,,5.0,10.0,,,14.0,7.0,6.0,1.0,,,1.0,1.0,,,,,,
377,0.0,6,Ignácio,8.25,0.0,7.55,Ignácio da Silva Oliveira,ignacio,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_covUT29.png,False,Fluminense,,266,28,3,Ignácio,2,103523,,,7.0,3.0,,1.0,2.0,,1.0,,,,,,,,,,,
378,0.0,6,Caetano,2.93,0.0,0.22,João Victor Andrade Caetano,caetano,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,False,Corinthians,,264,28,3,Caetano,5,103575,,,4.0,1.0,,,4.0,,,,1.0,,,,,,,,,
379,0.0,2,G. Fuentes,4.62,0.0,0.0,Gabriel Rafael Fuentes Gómez,gabriel-fuentes,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_nEJXLEW.png,False,Fluminense,,266,28,2,Gabriel Fuentes,2,103672,,,,,,,,,,,,,,,,,,,,
380,4.4,7,K. Rocha,6.46,-0.29,3.3,Kaíque Rocha Lima,kaique-rocha,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,True,Athlético-PR,,293,28,3,Kaíque Rocha,25,103684,2.0,,35.0,9.0,,6.0,14.0,3.0,5.0,1.0,,,,1.0,,,,,,
381,2.1,6,J. Silva,2.71,-0.01,1.33,Jadsom Meemyas de Oliveira da Silva,jadsom-silva,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,True,Bragantino,,280,28,4,Jadsom Silva,19,103695,5.0,,30.0,3.0,,,26.0,1.0,3.0,,1.0,,,,,,,,,
382,0.0,7,G. Veron,4.11,-0.26,2.63,Gabriel Veron Fonseca de Souza,gabriel-veron,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,True,Cruzeiro,,283,28,5,Gabriel Veron,18,103764,2.0,,13.0,2.0,,,9.0,2.0,5.0,1.0,,,3.0,1.0,,,,,,
383,0.0,6,G. Menino,4.87,-0.33,2.68,Gabriel Vinícius Menino,gabriel-menino,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,True,Palmeiras,,275,28,4,Gabriel Menino,20,103767,5.0,,25.0,19.0,,,23.0,6.0,14.0,,,,1.0,4.0,,,,,,
384,0.0,6,H. Meritão,3.91,0.0,3.01,Higor Matheus Meritão,higor-meritao,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,False,Criciúma,,288,28,4,Higor Meritão,14,103987,3.0,,16.0,11.0,,,18.0,3.0,8.0,,,,2.0,1.0,,,,,,
385,0.0,7,Sabino,6.56,0.0,3.42,José Sabino Chagas Monteiro,sabino,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,False,São Paulo,,276,28,3,Sabino,5,104075,1.0,,5.0,1.0,,2.0,4.0,1.0,2.0,,,,,,,,,,,
386,2.6,7,B. Fuchs,4.57,0.35,2.29,Bruno de Lara Fuchs,bruno-fuchs,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,True,Atlético-MG,,282,28,3,Bruno Fuchs,18,104085,6.0,,26.0,11.0,,2.0,17.0,,1.0,1.0,1.0,1.0,,,,,,,,
387,-0.5,7,L. Arcanjo,3.32,-1.12,2.39,Lucas Willians Assis Arcanjo,lucas-arcanjo,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,True,Vitória,,287,28,1,Lucas Arcanjo,26,104118,3.0,84.0,,7.0,42.0,4.0,,,,,,,,,,,,,,
388,0.0,6,Ruan,3.0,0.0,0.0,Ruan de Oliveira Ferreira,ruan,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,False,Corinthians,,264,28,4,Ruan,0,104153,,,,,,,,,,,,,,,,,,,,
389,0.0,6,Raul,2.0,0.0,0.0,Raul Jonas Steffens,raul,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,False,Botafogo,,263,28,1,Raul,0,104191,,,,,,,,,,,,,,,,,,,,
390,2.5,6,E. Carioca,3.45,0.07,2.67,Edson Guilherme Mendes dos Santos,edson-carioca,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,True,Juventude,,286,28,5,Edson Carioca,6,104204,,,5.0,5.0,,,5.0,2.0,2.0,1.0,,,,,,,,,,
391,-0.8,7,J. Victor,4.67,-2.18,2.76,João Victor da Silva Marcelino,joao-victor,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,True,Vasco,,267,28,3,João Victor,13,104250,4.0,,15.0,13.0,,2.0,8.0,1.0,2.0,,1.0,,1.0,,,,,,,
392,6.4,7,A. Martins,5.1,0.67,3.15,Adriano Martins da Fonseca,adriano-martins,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,True,Atlético-GO,,373,28,3,Adriano Martins,23,104253,5.0,,41.0,8.0,,4.0,24.0,5.0,8.0,,,,,2.0,1.0,,,,,
393,8.8,7,J. Lucas,7.41,0.98,5.07,João Lucas de Almeida Carvalho,joao-lucas,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,True,Juventude,,286,28,2,João Lucas,18,104257,3.0,,32.0,20.0,,4.0,22.0,2.0,9.0,3.0,,,1.0,,,,,,,
394,0.0,6,M. Mendes,4.83,0.0,3.15,Matheus Mendes Werneck de Oliveira,matheus-mendes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,False,Atlético-MG,,282,28,1,Matheus Mendes,10,104383,,36.0,,3.0,18.0,1.0,,,,,,,,,,,,,1.0,
395,1.0,3,Christian,4.61,-0.27,2.1,Christian Roberto Alves Cardoso,christian,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,True,Athlético-PR,,293,28,4,Christian,19,104502,6.0,,22.0,24.0,,,35.0,4.0,7.0,,,,1.0,4.0,,,,,,
396,-0.8,7,I. Jesus,6.25,-0.39,5.45,Igor Jesus Maciel da Cruz,igor-jesus,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,True,Botafogo,,263,28,5,Igor Jesus,12,104528,2.0,,5.0,25.0,,,15.0,11.0,7.0,,,1.0,4.0,5.0,,,,,,
397,-1.0,6,Fabrício,0.64,-1.38,2.0,Fabrício Oliveira de Souza,fabricio,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,False,Bragantino,,280,28,1,Fabrício,1,104588,1.0,5.0,,,2.0,,,,,,,,,,,,,,,
398,0.0,5,Moisés,5.39,0.0,2.64,Moisés Vieira da Veiga,moises,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,False,Fortaleza,,356,28,5,Moisés,15,104666,,,5.0,4.0,,,2.0,5.0,7.0,1.0,,,2.0,4.0,,,,,,
399,0.0,7,Newton,3.87,0.0,2.73,Newton Araújo da Costa Júnior,newton,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,False,Criciúma,,288,28,4,Newton,18,104693,2.0,,27.0,13.0,,,33.0,3.0,7.0,1.0,,,1.0,,,,,,,
400,7.68,7,J. Vojvoda,9.51,0.26,5.52,Juan Pablo Vojvoda Rizzo,juan-vojvoda,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,True,Fortaleza,,356,28,6,Juan Vojvoda,26,104754,,,,,,,,,,,,,,,,16.0,,,,
401,0.0,7,L. Godoy,5.97,0.0,2.65,Leonardo Ezequiel Godoy,leo-godoy,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,False,Athlético-PR,,293,28,2,Leo Godoy,18,104759,3.0,,9.0,12.0,,5.0,24.0,,4.0,1.0,,,1.0,1.0,,,,,,
402,0.0,6,Acevedo,5.0,0.0,0.0,Nicolás Brian Acevedo Tabárez,acevedo,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,False,Bahia,,265,28,4,Acevedo,0,104783,,,,,,,,,,,,,,,,,,,,
403,0.0,6,Arezo,4.9,0.0,1.68,Douglas Matías Arezo Martínez,arezo,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,False,Grêmio,,284,28,5,Arezo,5,104849,,,3.0,1.0,,,2.0,2.0,2.0,,,,,1.0,,,,1.0,,
404,12.1,7,W. Leonardo,6.55,1.07,3.7,Wagner Leonardo Calvelo de Souza,wagner-leonardo,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,True,Vitória,,287,28,3,Wagner Leonardo,26,104994,1.0,,26.0,8.0,,5.0,8.0,5.0,5.0,,1.0,,4.0,,,,,,,
405,0.0,7,J. Marcelo,4.64,0.0,3.47,João Marcelo Messias Ferreira,joao-marcelo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,False,Cruzeiro,,283,28,3,João Marcelo,22,105047,6.0,,23.0,9.0,,8.0,15.0,3.0,5.0,2.0,1.0,,,1.0,,,,,,
406,4.3,6,Ferraresi,6.86,0.22,4.8,Nahuel Adolfo Ferraresi Hernández,ferraresi,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,True,São Paulo,,276,28,3,Ferraresi,14,105300,2.0,,22.0,4.0,,5.0,10.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,
407,1.6,7,Hurtado,4.72,0.02,2.47,Jan Carlos Hurtado Anchico,hurtado,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,True,Atlético-GO,,373,28,5,Hurtado,8,105301,1.0,,6.0,8.0,,,11.0,6.0,1.0,,1.0,,1.0,2.0,,,,,,
408,7.5,7,G. Xavier,6.41,1.02,3.72,Gabriel Lheman Xavier - Lhman,gabriel-xavier,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,True,Bahia,,265,28,3,Gabriel Xavier,24,105373,3.0,,34.0,9.0,,9.0,29.0,5.0,6.0,,,,,,,,,,,
409,1.2,7,M. Bidu,6.64,-0.84,4.3,Matheus Lima Beltrão Oliveira Valin,matheus-bidu,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,True,Corinthians,,264,28,2,Matheus Bidu,13,105531,1.0,,13.0,15.0,,4.0,7.0,2.0,7.0,,,,1.0,1.0,,,,,,
410,0.0,7,Lucero,8.19,0.0,4.29,Juan Martín Lucero,lucero,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,False,Fortaleza,,356,28,5,Lucero,20,105568,6.0,,6.0,21.0,,,24.0,10.0,11.0,1.0,,,7.0,5.0,,,,,,
411,2.4,7,L. Piton,6.86,0.22,4.48,Lucas Piton Crivellaro,lucas-piton,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,True,Vasco,,267,28,2,Lucas Piton,22,105584,5.0,,42.0,10.0,,4.0,19.0,1.0,6.0,4.0,,,1.0,,,,,,,
412,6.8,7,Roni,3.99,1.11,2.29,Roni Medeiros de Moura,roni,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,True,Atlético-GO,,373,28,4,Roni,14,105585,3.0,,16.0,7.0,,,8.0,3.0,4.0,,,,1.0,,,,,,,
413,1.0,7,Maurício,5.71,-0.22,3.03,Maurício Magalhães Prado,mauricio,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,True,Palmeiras,,275,28,4,Maurício,17,105647,2.0,,11.0,18.0,,,9.0,7.0,6.0,,,1.0,2.0,,,,,2.0,,
414,0.0,6,T. Magno,6.59,0.0,3.25,Talles Magno Bacelar Martins,talles-magno,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_vjED9BC.png,False,Corinthians,,264,28,5,Talles Magno,6,105786,2.0,,3.0,6.0,,,7.0,1.0,,,,,2.0,2.0,,,,,,
415,15.9,7,Wesley,12.36,1.33,7.07,Wesley Ribeiro Silva,wesley,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,True,Internacional,,285,28,5,Wesley,21,105811,7.0,,30.0,61.0,,,40.0,13.0,16.0,1.0,,3.0,7.0,6.0,,,,3.0,,
416,0.0,6,Edu,3.99,0.0,2.38,Lucas Eduardo Ribeiro de Souza,edu,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_XVH1nU3.png,False,Vitória,,287,28,3,Edu,4,105842,1.0,,,1.0,,2.0,,,,,,,,,,,,,,
417,0.0,6,Belezi,2.0,0.0,0.0,Lucas Belezi Barbosa,belezi,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,False,Athlético-PR,,293,28,3,Belezi,0,105844,,,,,,,,,,,,,,,,,,,,
418,0.0,6,M. Araújo,2.76,0.0,0.43,Matheus de Araújo Andrade,matheus-araujo,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,False,Corinthians,,264,28,4,Matheus Araújo,4,105845,,,1.0,1.0,,,,,,,,,,,,,,,,
419,0.9,7,Rômulo,3.4,-0.04,1.96,Rômulo Zanre Zwarg,romulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,True,Internacional,,285,28,4,Rômulo,16,105911,2.0,,24.0,11.0,,,23.0,1.0,2.0,,,1.0,,,,,,,,
420,3.0,7,Rochet,5.56,0.45,3.11,Sergio Ramón Rochet Álvarez,rochet,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,True,Internacional,,285,28,1,Rochet,15,105949,3.0,39.0,,5.0,12.0,4.0,,,,,,,,,,,,,,
421,1.1,5,Ewerthon,5.42,-0.59,3.65,Ewerthon Diógenes da Silva,ewerthon,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,True,Juventude,,286,28,2,Ewerthon,13,106082,,,10.0,7.0,,2.0,2.0,4.0,6.0,1.0,,,1.0,1.0,,,,,,
422,4.2,7,T. Carpini,7.8,-0.16,4.53,Thiago Carpini Barbosa,thiago-carpini,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,True,Vitória,,287,28,6,Thiago Carpini,24,106147,,,,,,,,,,,,,,,,8.0,,,,
423,0.0,6,Lucão,3.75,0.0,2.43,Lucas Alexandre Galdino de Azevedo,lucao,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,False,Bragantino,,280,28,1,Lucão,7,106160,1.0,21.0,,,8.0,1.0,,,,,,,,,,,,,,
424,6.0,7,B. Gomes,4.52,-0.62,3.18,Bruno Gomes da Silva Clevelário,bruno-gomes,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,True,Internacional,,285,28,4,Bruno Gomes,16,106202,1.0,,23.0,17.0,,,16.0,2.0,5.0,1.0,,,1.0,,,,,1.0,,
425,0.0,6,M. Antônio,4.27,0.0,1.04,Marcos Antônio Silva Santos,marcos-antonio,https://s.sde.globo.com/media/person_role/2024/07/23/photo_FORMATO_1CIojRS.png,False,São Paulo,,276,28,4,Marcos Antônio,5,106294,,,3.0,5.0,,,3.0,,,,,,,,,,,,,
