,atletas.apelido,atletas.clube.id.full.name,atletas.foto,atletas.slug,atletas.jogos_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.clube_id,atletas.pontos_num,atletas.status_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.preco_num,atletas.variacao_num,atletas.posicao_id,atletas.atleta_id,atletas.entrou_em_campo,atletas.nome,CA,DS,FC,FD,FF,FS,G,DE,GS,SG,I,A,V,PC,FT,PS,CV,PP
362,Luan Vinícius,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,luan-vinicius,1,L. Vinícius,3,287,0.0,2,0.0,,4.03,-0.97,4,102909,True,Luan Vinícius da Silva Santos,,,,,,,,,,,,,,,,,,
363,Canobbio,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,canobbio,3,Canobbio,3,293,7.0,3,9.93,,12.99,-0.29,5,102928,True,Agustín Canobbio Graviz,,6.0,6.0,1.0,4.0,4.0,2.0,,,,,1.0,,,,,1.0,
364,Escobar,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_0NKGpeO.png,escobar,0,Escobar,3,356,0.0,6,0.0,,3.0,0.0,2,102975,False,Gonzalo Daniel Escobar,,,,,,,,,,,,,,,,,,
365,Laquintana,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_lsx86RT.png,laquintana,3,Laquintana,3,280,0.0,7,4.1,,4.7,-0.62,5,103014,True,Ignacio Jesús Laquintana Marsico - Nacho,,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,
366,Mateus Gonçalves,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ASVHNr0.png,mateus-goncalves,2,M. Gonçalves,3,287,0.8,6,1.25,,2.97,-0.1,5,103076,True,Mateus Gonçalves Martins,,,,1.0,1.0,1.0,,,,,,,,,,,,
367,Candelo,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_u2OAUgL.png,candelo,1,Candelo,3,288,0.0,6,0.0,,2.47,0.0,4,103195,False,Yerson Candelo Miranda,,,,,,,,,,,,,,,,,,
368,Eric Ramires,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,eric-ramires,3,E. Ramires,3,280,3.8,2,4.37,,6.4,0.02,4,103295,True,Eric dos Santos Rodrigues,1.0,4.0,4.0,2.0,2.0,3.0,,,,,,1.0,,,,,,
369,Matheus Alexandre,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,matheus-alexandre,1,M. Alexandre,3,1371,5.3,7,5.3,,5.05,1.05,2,103347,True,Matheus Alexandre Anastácio de Souza,,4.0,1.0,,1.0,,,,,,,,,,,,,
370,Emmanuel Martínez,Fortaleza,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_FP6SoEK.png,emmanuel-martinez,0,E. Martínez,3,356,0.0,2,0.0,,6.0,0.0,4,103388,False,Leandro Emmanuel Martínez,,,,,,,,,,,,,,,,,,
371,Caetano,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,caetano,0,Caetano,3,264,0.0,6,0.0,,5.0,0.0,3,103575,False,João Victor Andrade Caetano,,,,,,,,,,,,,,,,,,
372,Rafael Bilu,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_rDWVVAO.png,rafael-bilu,0,R. Bilu,3,283,0.0,5,0.0,,2.0,0.0,5,103576,False,Rafael Bilu Mudesto,,,,,,,,,,,,,,,,,,
373,Kaíque Rocha,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,kaique-rocha,3,K. Rocha,3,293,8.3,7,7.13,,7.69,0.97,3,103684,True,Kaíque Rocha Lima,,7.0,2.0,,2.0,4.0,,,,2.0,,,,,,,,
374,Jadsom Silva,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,jadsom-silva,3,J. Silva,3,280,2.6,7,1.2,,2.99,0.24,4,103695,True,Jadsom Meemyas de Oliveira da Silva,1.0,4.0,5.0,,1.0,1.0,,,,,,,,,,,,
375,Gabriel Veron,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,gabriel-veron,3,G. Veron,3,283,1.2,6,0.57,,3.8,-0.29,5,103764,True,Gabriel Veron Fonseca de Souza,,1.0,1.0,,1.0,,,,,,,,,,,,,
376,Gabriel Menino,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,gabriel-menino,3,G. Menino,3,275,2.9,6,2.83,,5.86,-0.19,4,103767,True,Gabriel Vinícius Menino,1.0,5.0,3.0,,3.0,4.0,,,,,,,,,,,,
377,Higor Meritão,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,higor-meritao,2,H. Meritão,3,288,0.0,7,0.35,,1.7,0.0,4,103987,False,Higor Matheus Meritão,1.0,2.0,4.0,,,1.0,,,,,,,,,,,,
378,Maycon,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Z4UxsDH.png,maycon,0,Maycon,3,287,0.0,6,0.0,,2.0,0.0,1,104017,False,Maycon Cleiton de Paula Azevedo,,,,,,,,,,,,,,,,,,
379,Sabino,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,sabino,0,Sabino,3,276,0.0,6,0.0,,5.0,0.0,3,104075,False,José Sabino Chagas Monteiro,,,,,,,,,,,,,,,,,,
380,Carlos Miguel,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_2FClDmd.png,carlos-miguel,0,C. Miguel,3,264,0.0,7,-1.0,,3.23,0.0,1,104084,False,Carlos Miguel dos Santos Pereira,1.0,,,,,,,,,,,,,,,,,
381,Bruno Fuchs,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,bruno-fuchs,0,B. Fuchs,3,282,0.0,7,0.0,,6.0,0.0,3,104085,False,Bruno de Lara Fuchs,,,,,,,,,,,,,,,,,,
382,Lucas Arcanjo,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,lucas-arcanjo,2,L. Arcanjo,3,287,2.0,7,2.25,,3.61,0.26,1,104118,True,Lucas Willians Assis Arcanjo,,,,,,1.0,,7.0,3.0,,,,,,,,,
383,Ruan,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,ruan,0,Ruan,3,264,0.0,6,0.0,,3.0,0.0,4,104153,False,Ruan de Oliveira Ferreira,,,,,,,,,,,,,,,,,,
384,Raul,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,raul,0,Raul,3,263,0.0,6,0.0,,2.0,0.0,1,104191,False,Raul Jonas Steffens,,,,,,,,,,,,,,,,,,
385,Edson Carioca,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,edson-carioca,0,E. Carioca,3,286,0.0,5,0.0,,2.0,0.0,5,104204,False,Edson Guilherme Mendes dos Santos,,,,,,,,,,,,,,,,,,
386,João Victor,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,joao-victor,2,J. Victor,3,267,0.0,6,1.05,,5.51,0.0,3,104250,False,João Victor da Silva Marcelino,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,
387,Adriano Martins,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,adriano-martins,1,A. Martins,3,373,0.0,7,1.1,,3.68,0.0,3,104253,False,Adriano Martins da Fonseca,1.0,2.0,1.0,,,,,,,,,,,,,,,
388,João Lucas,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,joao-lucas,3,J. Lucas,3,286,2.7,7,5.47,,5.7,-0.03,2,104257,True,João Lucas de Almeida Carvalho,1.0,8.0,4.0,1.0,1.0,4.0,,,,1.0,,,,,,,,
389,Calegari,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_YfMFo2m.png,calegari,0,Calegari,3,266,0.0,6,0.0,,3.0,0.0,2,104276,False,Lucas Felipe Calegari,,,,,,,,,,,,,,,,,,
390,Dudu,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_6VpYPLs.png,dudu,1,Dudu,3,287,0.0,5,3.6,,3.74,0.0,4,104330,False,Eduardo Marcelo Rodrigues Nunes,,3.0,,,,,,,,,,,,,,,,
391,Matheus Mendes,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,matheus-mendes,0,M. Mendes,3,282,0.0,6,0.0,,3.0,0.0,1,104383,False,Matheus Mendes Werneck de Oliveira,,,,,,,,,,,,,,,,,,
392,Igor Gomes,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mxuErJK.png,igor-gomes,1,I. Gomes,3,285,0.0,6,5.0,,4.85,0.0,3,104385,False,Igor Gomes Silva,,,,,,,,,,1.0,,,,,,,,
393,Christian,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,christian,1,Christian,3,293,1.4,2,1.4,,6.12,-0.88,4,104502,True,Christian Roberto Alves Cardoso,,,1.0,1.0,,1.0,,,,,,,,,,,,
394,Fabrício,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,fabricio,0,Fabrício,3,280,0.0,6,0.0,,0.85,0.0,1,104588,False,Fabrício Oliveira de Souza,,,,,,,,,,,,,,,,,,
395,Moisés,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,moises,2,Moisés,3,356,0.0,7,0.85,,5.11,0.0,5,104666,False,Moisés Vieira da Veiga,,,,1.0,,1.0,,,,,,,,,,,,
396,Newton,Criciúma,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,newton,0,Newton,3,288,0.0,6,0.0,,1.0,0.0,4,104693,False,Newton Araújo da Costa Júnior,,,,,,,,,,,,,,,,,,
397,Juan Vojvoda,Fortaleza,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,juan-vojvoda,2,J. Vojvoda,3,356,0.0,7,4.42,,9.12,0.0,6,104754,False,Juan Pablo Vojvoda Rizzo,,,,,,,,,,,,,1.0,,,,,
398,Leo Godoy,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,leo-godoy,3,L. Godoy,3,293,6.6,7,6.4,,8.81,0.24,2,104759,True,Leonardo Ezequiel Godoy,1.0,2.0,3.0,,1.0,,1.0,,,2.0,1.0,,,,,,,
399,Acevedo,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,acevedo,0,Acevedo,3,265,0.0,5,0.0,,5.0,0.0,4,104783,False,Nicolás Brian Acevedo Tabárez,,,,,,,,,,,,,,,,,,
400,Wagner Leonardo,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,wagner-leonardo,2,W. Leonardo,3,287,10.5,7,5.85,,5.95,2.24,3,104994,True,Wagner Leonardo Calvelo de Souza,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,
401,João Marcelo,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,joao-marcelo,3,J. Marcelo,3,283,1.6,7,1.13,,2.51,0.05,3,105047,True,João Marcelo Messias Ferreira,1.0,2.0,1.0,,1.0,3.0,,,,,,,,,,,,
402,Bento,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_CEULB4Y.png,bento,3,Bento,3,293,8.0,7,6.0,,10.59,0.42,1,105208,True,Bento Matheus Krepski,,,,,,,,10.0,2.0,2.0,,,,,,,,
403,Ferraresi,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,ferraresi,2,Ferraresi,3,276,0.0,6,1.45,,3.87,0.0,3,105300,False,Nahuel Adolfo Ferraresi Hernández,,2.0,,,,1.0,,,,,,,,,,,,
404,Gabriel Xavier,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,gabriel-xavier,1,G. Xavier,3,265,4.0,7,4.0,,4.6,0.6,3,105373,True,Gabriel Lheman Xavier - Lhman,,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,
405,Matheus Bidu,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,matheus-bidu,0,M. Bidu,3,264,0.0,2,0.0,,4.0,0.0,2,105531,False,Matheus Lima Beltrão Oliveira Valin,,,,,,,,,,,,,,,,,,
406,Rikelme,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_GWnqoHo.png,rikelme,2,Rikelme,3,1371,2.1,7,1.9,,4.67,-0.04,2,105547,True,Rikelme Hernandes Amorim Rocha,,3.0,1.0,,,1.0,,,,,,,,,,,,
407,Lucero,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,lucero,2,Lucero,3,356,0.0,6,4.35,,11.31,0.0,5,105568,False,Juan Martín Lucero,1.0,1.0,5.0,,,4.0,1.0,,,,,,,,,,,
408,Lucas Piton,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,lucas-piton,3,L. Piton,3,267,4.9,7,2.4,,6.27,0.31,2,105584,True,Lucas Piton Crivellaro,1.0,6.0,2.0,,2.0,,,,,,,,,,,,,
409,Roni,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,roni,1,Roni,3,373,-1.6,7,-1.6,,2.67,-1.33,4,105585,True,Roni Medeiros de Moura,1.0,,2.0,,,,,,,,,,,,,,,
410,Maurício,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mH51PBM.png,mauricio,3,Maurício,3,285,0.5,7,2.13,,6.63,-0.97,4,105647,True,Maurício Magalhães Prado,1.0,4.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,
411,Wesley,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,wesley,3,Wesley,3,285,7.5,7,9.63,,10.64,0.39,5,105811,True,Wesley Ribeiro Silva,2.0,4.0,8.0,1.0,3.0,16.0,2.0,,,,1.0,,,,,1.0,,
412,Belezi,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,belezi,0,Belezi,3,293,0.0,6,0.0,,2.0,0.0,3,105844,False,Lucas Belezi Barbosa,,,,,,,,,,,,,,,,,,
413,Matheus Araújo,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,matheus-araujo,0,M. Araújo,3,264,0.0,5,0.0,,4.0,0.0,4,105845,False,Matheus de Araújo Andrade,,,,,,,,,,,,,,,,,,
414,Zé Gabriel,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JGhasXI.png,ze-gabriel,2,Z. Gabriel,3,267,-1.6,6,-0.7,,2.35,-0.88,4,105902,True,José Gabriel dos Santos Silva,1.0,,4.0,,1.0,,,,,,,,,,,,,
415,Rômulo,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,romulo,2,Rômulo,3,285,3.3,6,2.7,,3.73,0.65,4,105911,True,Rômulo Zanre Zwarg,1.0,5.0,2.0,,,2.0,,,,,,,,,,,,
416,Rochet,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,rochet,3,Rochet,3,285,1.0,7,4.17,,6.05,-0.6,1,105949,True,Sergio Ramón Rochet Álvarez,,,,,,3.0,,8.0,2.0,1.0,,,,,,,,
417,Ewerthon,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,ewerthon,0,Ewerthon,3,286,0.0,6,0.0,,3.0,0.0,2,106082,False,Ewerthon Diógenes da Silva,,,,,,,,,,,,,,,,,,
418,Breno,Botafogo,https://s.sde.globo.com/media/person_role/2024/01/12/photo_220x220.png,breno,0,Breno,3,263,0.0,6,0.0,,2.0,0.0,4,106083,False,Breno Washington Rodrigues da Silva,,,,,,,,,,,,,,,,,,
419,Lucão,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,lucao,2,Lucão,3,280,0.0,6,1.5,,3.08,0.0,1,106160,False,Lucas Alexandre Galdino de Azevedo,,,,,,,,5.0,2.0,,,,,,,,,
420,Bruno Gomes,Internacional,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,bruno-gomes,2,B. Gomes,3,285,-0.3,6,-0.1,,2.69,-0.63,4,106202,True,Bruno Gomes da Silva Clevelário,,,4.0,,,2.0,,,,,,,,,,,,
421,Realpe,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_csUs5UL.png,realpe,0,Realpe,3,280,0.0,6,0.0,,4.0,0.0,3,106299,False,Leonardo Javier Realpe Montaño,,,,,,,,,,,,,,,,,,
422,Caio Alexandre,Bahia,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,caio-alexandre,2,C. Alexandre,3,265,2.2,7,3.15,,7.06,-0.14,4,106323,True,Caio Alexandre Souza e Silva,,2.0,1.0,1.0,,6.0,,,,,,,,,,,,
423,Wesley Gasolina,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,wesley-gasolina,0,W. Gasolina,3,283,0.0,6,0.0,,2.0,0.0,2,106327,False,Wesley David de Oliveira Andrade,,,,,,,,,,,,,,,,,,
424,Jhonata Robert,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_N5NG9cx.png,jhonata-robert,0,J. Robert,3,284,0.0,6,0.0,,2.0,0.0,5,106371,False,Jhonata Robert Alves da Silva,,,,,,,,,,,,,,,,,,
425,Eduardo Santos,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wPSGjby.png,eduardo-santos,0,E. Santos,3,280,0.0,6,0.0,,4.0,0.0,3,106434,False,Eduardo Gonzaga Mendes Santos,,,,,,,,,,,,,,,,,,
426,Villalba,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_mqCHNug.png,villalba,0,Villalba,3,283,0.0,6,0.0,,5.0,0.0,3,106593,False,Lucas Hernán Villalba,,,,,,,,,,,,,,,,,,
427,Rodrigo Nestor,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_LPbAkh9.png,rodrigo-nestor,2,R. Nestor,3,276,7.4,6,3.2,,6.27,0.87,4,106822,True,Rodrigo Nestor Bertalia,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,
428,Welington,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Z3aNUXx.png,welington,2,Welington,3,276,11.1,7,6.85,,7.3,2.47,2,106824,True,Welington Damascena Santos,,6.0,1.0,,1.0,2.0,,,,1.0,,,,,,,,
429,Patryck,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mCvHWjt.png,patryck,0,Patryck,3,276,0.0,5,0.0,,2.0,0.0,2,106829,False,Patryck Lanza dos Reis,,,,,,,,,,,,,,,,,,
430,Juan,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_uPYz8tk.png,juan,1,Juan,3,276,0.0,6,0.0,,2.37,0.0,5,106831,False,Juan Santos da Silva,,,,,,,,,,,,,,,,,,
431,Luan Patrick,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_AUtEehU.png,luan-patrick,0,L. Patrick,3,293,0.0,6,0.0,,5.0,0.0,3,106835,False,Luan Patrick Wiedthauper,,,,,,,,,,,,,,,,,,
432,Clayton,Vasco,https://s.sde.globo.com/media/person_role/2024/03/12/photo_220x220_tVZpibR.png,clayton,2,Clayton,3,267,0.8,6,0.85,,3.93,-0.32,5,106931,True,Clayton Fernandes Silva,,,1.0,1.0,1.0,,,,,,,,,,,,,
433,Fernando,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_qx7ZU51.png,fernando,0,Fernando,3,293,0.0,6,0.0,,4.0,0.0,2,106950,False,Fernando Augusto Pereira Bueno Júnior,,,,,,,,,,,,,,,,,,
434,Luciano Juba,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_rR1yZyw.png,luciano-juba,2,L. Juba,3,265,0.0,7,1.45,,4.62,-0.51,2,107093,True,Luciano Batista da Silva Júnior,,2.0,,,,1.0,,,,,,,,,,,,
435,Richard Ríos,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_PkMn7XO.png,richard-rios,3,R. Ríos,3,275,1.9,7,4.53,,7.71,-0.78,4,107111,True,Richard Ríos Montoya,1.0,4.0,5.0,,1.0,5.0,1.0,,,,,,,,,,,
436,Jeffinho,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_jfNtXEg.png,jeffinho,3,Jeffinho,3,263,-1.9,2,1.5,,5.35,-1.35,5,107170,True,Jefferson Ruan Pereira dos Santos,1.0,1.0,5.0,2.0,3.0,2.0,,,,,,,,,,,,
437,Patrick de Paula,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_tS5MIor.png,patrick-de-paula,1,P. Paula,3,263,0.0,6,-0.5,,2.2,0.0,4,107172,False,Patrick de Paula Carreiro,1.0,,1.0,,1.0,,,,,,,,,,,,,
438,Michel Araújo,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,michel-araujo,3,M. Araújo,3,276,0.0,6,1.4,,4.92,-0.83,4,107173,True,Michel Daryl Araújo Villar,1.0,2.0,4.0,1.0,1.0,4.0,,,,,,,,,,,,
439,Matheus Donelli,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,matheus-donelli,0,M. Donelli,3,264,0.0,6,0.0,,2.0,0.0,1,107179,False,Matheus Planelles Donelli,,,,,,,,,,,,,,,,,,
440,Léo Linck,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,leo-linck,0,L. Linck,3,293,0.0,6,0.0,,3.0,0.0,1,107183,False,Leonardo Matias Baiersdorf Linck,,,,,,,,,,,,,,,,,,
441,Leonardo Ataíde,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,leonardo-ataide,0,L. Ataíde,3,293,0.0,6,0.0,,2.0,0.0,2,107191,False,Leonardo Ataíde de Oliveira Siqueira,,,,,,,,,,,,,,,,,,
442,Max,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,max,1,Max,3,1371,0.0,5,1.2,,2.07,0.0,4,107203,False,Max Alves da Silva,,1.0,,,,,,,,,,,,,,,,
443,Gustavo Garcia,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jWfyxOy.png,gustavo-garcia,0,G. Garcia,3,275,0.0,6,0.0,,3.0,0.0,2,107225,False,Gustavo Garcia dos Santos,,,,,,,,,,,,,,,,,,
444,Vanderlan,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,vanderlan,1,Vanderlan,3,275,0.0,6,5.2,,5.12,0.0,2,107236,False,Vanderlan Barbosa da Silva,,,2.0,,1.0,,,,,1.0,,,,,,,,
445,Marcelinho,Juventude,https://s.sde.globo.com/media/person_role/2024/04/26/photo_FORMATO_1GgfZEe.png,marcelinho,3,Marcelinho,3,286,7.6,2,3.1,,4.1,1.35,5,107238,True,Marcelo José de Lima Filho,,,1.0,1.0,3.0,2.0,,,,,,1.0,,,,,,
446,Zé Vitor,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,ze-vitor,2,Z. Vitor,3,293,0.0,6,-0.2,,1.9,0.0,4,107256,False,Jose Vitor Silva Neves,1.0,1.0,2.0,,,,,,,,,,,,,,,
447,André,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_0Njhcgz.png,andre,2,André,3,266,5.9,5,2.65,,7.41,0.22,4,107498,True,André Trindade da Costa Neto,2.0,5.0,4.0,,,5.0,,,,,,,,,,,,
448,Kleiton,Juventude,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_lPIUydl.png,kleiton,0,Kleiton,3,286,0.0,6,0.0,,2.0,0.0,5,107513,False,Kleiton Pego Duarte,,,,,,,,,,,,,,,,,,
449,Thayllon,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,thayllon,0,Thayllon,3,373,0.0,6,0.0,,2.0,0.0,5,107664,False,Thayllon Lopes Medeiros,,,,,,,,,,,,,,,,,,
450,João Carlos,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_HlvP7yl.png,joao-carlos,0,J. Carlos,3,288,0.0,6,0.0,,2.0,0.0,5,107666,False,João Carlos Barros Lopes,,,,,,,,,,,,,,,,,,
451,Eduardo Melo,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9c3cd5s.png,eduardo-melo,0,E. Melo,3,288,0.0,6,0.0,,3.0,0.0,5,107700,False,Eduardo de Queiroz Melo,,,,,,,,,,,,,,,,,,
452,Emerson Júnior,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO.png,emerson-junior,0,E. Júnior,3,373,0.0,6,0.0,,2.0,0.0,1,107740,False,Emerson Fabiano Kerber Júnior,,,,,,,,,,,,,,,,,,
453,Praxedes,Vasco,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_kPHzPIn.png,praxedes,0,Praxedes,3,267,0.0,6,0.0,,5.0,0.0,4,107744,False,Bruno Conceição Praxedes,,,,,,,,,,,,,,,,,,
454,Adriel,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0qGGyWx.png,adriel,0,Adriel,3,265,0.0,6,0.0,,4.0,0.0,1,107748,False,Adriel Vasconcelos Ramos,,,,,,,,,,,,,,,,,,
455,Rildo,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_TXZoPOk.png,rildo,1,Rildo,3,286,0.0,2,0.5,,1.82,0.0,5,107798,False,Rildo Gonçalves de Amorim Filho,,,,,,1.0,,,,,,,,,,,,
456,Natã,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Kjugdhc.png,nata,2,Natã,3,284,5.0,6,5.0,,4.04,1.56,3,107801,True,Natã Felipe de Amorim Santos,,,,,,,,,,2.0,,,,,,,,
457,Matheus Dias,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_wwiHUgs.png,matheus-dias,0,M. Dias,3,285,0.0,6,0.0,,2.0,0.0,4,107809,False,Matheus dos Santos Dias,,,,,,,,,,,,,,,,,,
