,atletas.slug,atletas.posicao_id,atletas.rodada_id,atletas.entrou_em_campo,atletas.clube_id,atletas.atleta_id,atletas.media_num,atletas.apelido,atletas.clube.id.full.name,atletas.pontos_num,atletas.status_id,atletas.variacao_num,atletas.foto,atletas.apelido_abreviado,atletas.preco_num,atletas.nome,atletas.minimo_para_valorizar,atletas.jogos_num,CA,DS,FC,FD,FF,FS,SG,V,G,I,CV,A,FT,PS,DE,GS,PP,PC,DP,GC
76,fernando-diniz,6,38,True,283,72391,3.58,Fernando Diniz,Cruzeiro,6.25,7,0.39,https://s.sde.globo.com/media/person_role/2024/09/23/photo_FORMATO_oIP1uaU.png,F. Diniz,8.55,Fernando Diniz Silva,,21,,,,,,,,3.0,,,,,,,,,,,,
77,bernard,4,38,False,282,72460,1.04,Bernard,Atlético-MG,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_hLeY8f6.png,Bernard,5.77,Bernard Anício Caldeira Duarte,,13,1.0,9.0,14.0,,2.0,7.0,,,,1.0,,,1.0,,,,,,,
78,alex-telles,2,38,True,263,72493,5.21,Alex Telles,Botafogo,0.3,7,-1.0,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_Dy4LFfE.png,A. Telles,7.96,Alex Nicolao Telles,,10,,6.0,7.0,2.0,4.0,3.0,7.0,,,,,1.0,,,,,,,,
79,gustavo-campanharo,4,38,False,373,72497,0.47,Gustavo Campanharo,Atlético-GO,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_XGJ1uLI.png,G. Campanharo,3.66,Gustavo Campanharo,,3,,1.0,2.0,,1.0,,,,,,,,,,,,,,,
80,maguinho,2,38,True,373,72532,2.38,Maguinho,Atlético-GO,2.3,7,-0.01,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_204au3d.png,Maguinho,4.52,Magno José da Silva,,23,3.0,23.0,25.0,4.0,7.0,13.0,4.0,,,2.0,1.0,1.0,,1.0,,,,2.0,,
81,pedro-henrique,5,38,False,264,72583,2.53,Pedro Henrique,Corinthians,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_sB7v4Fv.png,P. Henrique,4.93,Pedro Henrique Konzen Medina da Silva,,11,2.0,4.0,7.0,3.0,8.0,9.0,,,1.0,4.0,,1.0,,,,,,,,
82,mauricio-kozlinski,1,38,False,356,72595,0.0,Maurício Kozlinski,Fortaleza,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,M. Kozlinski,3.0,Maurício Kozlinski,,0,,,,,,,,,,,,,,,,,,,,
83,vitor-hugo,3,38,False,265,72605,0.0,Vitor Hugo,Bahia,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,V. Hugo,3.58,Vitor Hugo Franchescoli de Souza,,1,,,,,,,,,,,,,,,,,,,,
84,fernandinho,4,38,True,293,72775,2.68,Fernandinho,Athlético-PR,2.1,7,0.24,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,Fernandinho,6.16,Fernando Luiz Rosa,,24,8.0,21.0,32.0,9.0,5.0,22.0,,,2.0,1.0,,3.0,,,,,,,,
85,wilker-angel,3,38,False,288,72801,2.2,Wilker Ángel,Criciúma,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,W. Ángel,3.85,Wílker José Ángel Romero,,12,3.0,9.0,18.0,2.0,2.0,4.0,2.0,,1.0,1.0,,,,,,,,,,
86,mercado,3,38,False,285,72951,3.15,Mercado,Internacional,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,Mercado,4.98,Gabriel Iván Mercado,,14,5.0,9.0,7.0,,1.0,3.0,6.0,,1.0,,,,,,,,,,,
87,samuel-xavier,2,38,True,266,73384,4.44,Samuel Xavier,Fluminense,6.9,7,-0.1,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,S. Xavier,6.96,Samuel Xavier Brito,,27,4.0,30.0,35.0,4.0,7.0,47.0,11.0,,,2.0,,2.0,,,,,,,,
88,bruno-alves,3,38,True,1371,73620,3.02,Bruno Alves,Cuiabá,0.9,7,-0.22,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,B. Alves,4.49,Bruno Fabiano Alves,,26,3.0,24.0,16.0,3.0,4.0,15.0,7.0,,1.0,,,,,,,,,,,
89,rodrigo-caio,3,38,False,284,73800,1.88,Rodrigo Caio,Grêmio,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,R. Caio,4.99,Rodrigo Caio Coquette Russo,,4,,5.0,1.0,,1.0,4.0,,,,,,,,,,,,1.0,,
90,walisson-maia,3,38,False,288,73991,1.67,Walisson Maia,Criciúma,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,W. Maia,3.74,Walisson Moreira Farias Maia,,13,2.0,8.0,10.0,,2.0,3.0,2.0,,,,,1.0,,,,,,1.0,,
91,gatito-fernandez,1,38,False,263,74061,4.0,Gatito Fernández,Botafogo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,G. Fernández,7.48,Roberto Junior Fernández Torres,,4,1.0,,,,,,2.0,,,,,,,,11.0,4.0,,,,
92,campbell,5,38,False,373,74157,3.36,Campbell,Atlético-GO,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO_WdH8RPs.png,Campbell,7.34,Joel Nathaniel Campbell Samuels,,9,3.0,7.0,3.0,1.0,5.0,9.0,,,2.0,,,,,,,,,,,
93,carrillo,4,38,True,264,77485,2.07,Carrillo,Corinthians,1.7,7,-0.19,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_tEHEHYn.png,Carrillo,5.19,André Martín Carrillo Díaz,,12,3.0,21.0,18.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,
94,jorginho,4,38,False,373,77544,3.95,Jorginho,Atlético-GO,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,Jorginho,5.5,Jorge de Moura Xavier,,2,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,
95,madson,2,38,False,293,78077,2.19,Madson,Athlético-PR,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,Madson,4.64,Madson Ferreira dos Santos,,18,3.0,6.0,6.0,,2.0,11.0,5.0,,,1.0,,1.0,,,,,,,,
96,everaldo,5,38,True,265,78117,4.28,Everaldo,Bahia,-2.2,6,-0.99,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,Everaldo,6.52,Everaldo Stum,,35,5.0,19.0,31.0,18.0,19.0,28.0,,,8.0,6.0,,3.0,4.0,,,,,,,
97,gustavo-henrique,3,38,False,264,78248,1.82,Gustavo Henrique,Corinthians,0.0,3,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,G. Henrique,4.94,Gustavo Henrique Vernes,,17,5.0,8.0,14.0,3.0,5.0,6.0,3.0,,1.0,1.0,1.0,,,,,,,,,
98,rene,2,38,False,285,78445,5.45,Renê,Internacional,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,Renê,9.37,Renê Rodrigues Martins,,14,2.0,27.0,11.0,3.0,4.0,15.0,6.0,,,,,1.0,,,,,,,,
99,claudio-tencati,6,38,True,288,78450,4.19,Cláudio Tencati,Criciúma,2.54,7,-0.09,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,C. Tencati,6.35,Cláudio Tencati,,34,,,,,,,,7.0,,,,,,,,,,,,
100,jean-mota,4,38,False,287,78548,1.29,Jean Mota,Vitória,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,J. Mota,3.28,Jean Mota Oliveira de Sousa,,15,,3.0,7.0,2.0,2.0,6.0,,,1.0,1.0,,,1.0,,,,,,,
101,gabriel,4,38,False,293,78605,3.68,Gabriel,Athlético-PR,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,Gabriel,5.98,Gabriel Girotto Franco,,18,3.0,40.0,19.0,1.0,8.0,13.0,,,1.0,,,1.0,,,,,,,,
102,ramiro,4,38,True,283,78715,1.92,Ramiro,Cruzeiro,0.2,7,-0.14,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,Ramiro,3.42,Ramiro Moschen Benetti,,26,3.0,25.0,26.0,1.0,7.0,16.0,,,2.0,1.0,,,,,,,,,,
103,reinaldo,2,38,True,284,78850,4.16,Reinaldo,Grêmio,2.8,7,0.38,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,Reinaldo,7.5,Reinaldo Manoel da Silva,,25,4.0,20.0,17.0,17.0,11.0,21.0,6.0,,2.0,1.0,,1.0,,,,,,1.0,,
104,thiago-santos,3,38,True,266,78855,4.01,Thiago Santos,Fluminense,6.2,7,0.05,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,T. Santos,4.95,Thiago dos Santos,,24,8.0,31.0,22.0,5.0,4.0,21.0,11.0,,,1.0,,,,,,,,1.0,,
105,luiz-felipe,3,38,False,373,79035,2.9,Luiz Felipe,Atlético-GO,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,L. Felipe,4.44,Luiz Felipe do Nascimento dos Santos,,15,4.0,18.0,18.0,1.0,5.0,2.0,4.0,,1.0,,1.0,,,1.0,,,,1.0,,
106,victor-cuesta,3,38,False,265,79113,1.08,Víctor Cuesta,Bahia,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,V. Cuesta,3.48,Víctor Leandro Cuesta,,6,3.0,7.0,7.0,,1.0,5.0,,,,1.0,,,,,,,,,,
107,roger-machado,6,38,True,285,79437,5.34,Roger Machado,Internacional,1.79,7,-0.14,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,R. Machado,7.47,Roger Machado Marques,,33,,,,,,,,14.0,,,,,,,,,,,,
108,cano,5,38,True,266,79631,1.55,Cano,Fluminense,-1.6,7,-0.46,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,Cano,5.91,Germán Ezequiel Cano,,22,5.0,4.0,10.0,14.0,12.0,6.0,,,1.0,3.0,1.0,,1.0,,,,,,,
109,lucas-silva,4,38,True,283,79701,1.15,Lucas Silva,Cruzeiro,6.7,7,0.79,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,L. Silva,4.26,Lucas Silva Borges,,30,5.0,12.0,26.0,5.0,11.0,19.0,,,1.0,1.0,,1.0,,,,,,1.0,,1.0
110,antonio-carlos,3,38,False,266,79702,1.72,Antônio Carlos,Fluminense,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,A. Carlos,2.84,Antônio Carlos Cunha Capocasali Júnior,,13,1.0,6.0,10.0,,4.0,12.0,2.0,,,1.0,,,,,,,,,,
111,jadson,4,38,True,286,80129,4.57,Jadson,Juventude,2.3,7,0.13,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,Jadson,8.27,Jadson Alves dos Santos,,29,11.0,62.0,37.0,6.0,10.0,56.0,,,1.0,2.0,1.0,5.0,2.0,1.0,,,,,,
112,yago-pikachu,4,38,False,356,80196,2.76,Yago Pikachu,Fortaleza,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,Y. Pikachu,4.39,Glaybson Yago Souza Lisboa,,29,6.0,18.0,11.0,4.0,13.0,36.0,,,2.0,3.0,,4.0,,,,,,1.0,,
113,rafa-silva,5,38,False,283,80225,3.22,Rafa Silva,Cruzeiro,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,R. Silva,5.02,Rafael da Silva,,9,2.0,4.0,7.0,4.0,1.0,4.0,,,3.0,3.0,1.0,,,,,,,,,
114,luciano,5,38,False,276,80287,5.84,Luciano,São Paulo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,Luciano,11.15,Luciano da Rocha Neves,,31,11.0,24.0,30.0,15.0,31.0,41.0,,,11.0,5.0,1.0,3.0,4.0,1.0,,,1.0,,,
115,gilberto,2,38,True,265,80313,4.35,Gilberto,Bahia,9.8,7,0.95,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,Gilberto,8.27,Gilberto Moraes Júnior,,17,2.0,30.0,11.0,2.0,7.0,15.0,3.0,,1.0,1.0,,1.0,,,,,,,,
116,arthur-caike,5,38,True,288,80337,2.25,Arthur Caíke,Criciúma,1.2,7,-0.2,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO.png,A. Caíke,3.84,Arthur Caíke do Nascimento Cruz,,29,4.0,4.0,23.0,7.0,16.0,27.0,,,4.0,15.0,,,2.0,,,,,,,
117,pedro-geromel,3,38,True,284,80853,2.7,Pedro Geromel,Grêmio,3.1,7,-0.31,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,P. Geromel,5.45,Pedro Tonon Geromel,,12,4.0,13.0,4.0,1.0,6.0,4.0,3.0,,,,,,,,,,,1.0,,
118,jair,4,38,True,267,81091,1.1,Jair,Vasco,2.9,7,0.13,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,Jair,3.03,Jair Rodrigues Júnior,,6,2.0,7.0,6.0,,,4.0,,,,,,,,,,,,,,
119,mayke,2,38,False,275,81150,3.99,Mayke,Palmeiras,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,Mayke,7.41,Mayke Rocha de Oliveira,,20,5.0,26.0,15.0,,1.0,9.0,9.0,,1.0,2.0,,,,,,,,,,
120,rossi,5,38,False,267,81798,1.66,Rossi,Vasco,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,Rossi,4.06,Rosicley Pereira da Silva,,11,3.0,12.0,9.0,,1.0,8.0,,,,2.0,,1.0,,,,,,,,
121,alisson,4,38,False,276,81845,2.92,Alisson,São Paulo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,Alisson,5.66,Alisson Euler de Freitas Castro,,21,5.0,28.0,25.0,4.0,2.0,32.0,,,1.0,,,2.0,,,,,,,,
122,joao-ricardo,1,38,True,356,81881,5.01,João Ricardo,Fortaleza,6.0,7,0.53,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,J. Ricardo,8.58,João Ricardo Riedi,,35,2.0,1.0,,,,5.0,13.0,,,,,,,,142.0,34.0,,,,
123,willian-oliveira,4,38,True,287,81952,3.93,Willian Oliveira,Vitória,3.1,7,0.28,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,W. Oliveira,7.17,Willian Osmar de Oliveira Silva,,34,8.0,53.0,45.0,9.0,18.0,39.0,,,5.0,1.0,,1.0,,2.0,,,,,,
124,cavaleiro,5,38,False,280,81965,0.78,Cavaleiro,Bragantino,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2015/08/18/87400d05b54fad3fbdebe823f0d1160b_220x220.png,Cavaleiro,2.83,Ivan Ricardo Neves Abreu Cavaleiro,,5,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,
125,ze-rafael,4,38,False,275,82455,1.61,Zé Rafael,Palmeiras,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,Z. Rafael,4.61,José Rafael Vivian,,17,7.0,18.0,29.0,2.0,3.0,17.0,,,,,1.0,2.0,,1.0,,,,,,
126,otavio,4,38,False,282,82463,2.74,Otávio,Atlético-MG,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_ewcCU8a.png,Otávio,5.11,Otávio Henrique Passos Santos,,21,2.0,42.0,22.0,2.0,7.0,16.0,,,,,,,,,,,,,,
127,luiz-araujo,5,38,True,262,82627,5.6,Luiz Araújo,Flamengo,2.0,6,-1.12,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,L. Araújo,8.54,Luiz de Araújo Guimarães Neto,,25,3.0,37.0,23.0,13.0,19.0,31.0,,,4.0,2.0,,5.0,1.0,,,,,,,
128,tinga,2,38,True,356,82628,4.18,Tinga,Fortaleza,12.8,7,1.22,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,Tinga,6.99,Guilherme de Jesus da Silva,,27,2.0,31.0,15.0,,5.0,7.0,10.0,,2.0,1.0,1.0,2.0,1.0,,,,,1.0,,
129,marcelo-hermes,2,38,True,288,82639,3.55,Marcelo Hermes,Criciúma,5.8,7,-0.15,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,M. Hermes,5.97,Marcelo Gazella Hermes,,32,4.0,44.0,29.0,7.0,11.0,17.0,5.0,,1.0,1.0,,3.0,,,,,,,,
130,wellington-rato,4,38,False,276,82766,2.49,Wellington Rato,São Paulo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,W. Rato,5.97,Wellington Soares da Silva,,25,2.0,8.0,9.0,5.0,11.0,20.0,,,1.0,4.0,,5.0,,,,,,,,
131,gabriel,5,38,True,262,83257,2.95,Gabriel,Flamengo,10.4,7,1.49,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,Gabriel,7.37,Gabriel Barbosa Almeida,,19,2.0,3.0,2.0,7.0,10.0,5.0,,,4.0,10.0,,1.0,,,,,,,,
132,leo-pereira,3,38,False,262,83528,2.1,Léo Pereira,Flamengo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,L. Pereira,5.32,Leonardo Pereira,,28,6.0,21.0,16.0,,6.0,13.0,7.0,,,1.0,,,,,,,,2.0,,
133,neris,3,38,False,287,83786,2.9,Neris,Vitória,0.0,3,0.0,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_NM0hbTO.png,Neris,4.09,Hueglo dos Santos Neris,,22,3.0,22.0,27.0,1.0,1.0,3.0,8.0,,1.0,1.0,1.0,,,,,,,,,
134,clayson,5,38,True,1371,83817,2.83,Clayson,Cuiabá,1.0,7,-0.22,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,Clayson,4.35,Clayson Henrique da Silva Vieira,,29,6.0,15.0,17.0,9.0,13.0,33.0,,,3.0,5.0,,2.0,1.0,1.0,,,,,,
135,tiquinho-soares,5,38,True,263,84042,3.23,Tiquinho Soares,Botafogo,0.0,6,-0.14,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,T. Soares,8.48,Francisco das Chagas Soares dos Santos Meireles,,28,4.0,11.0,37.0,8.0,16.0,37.0,,,5.0,4.0,1.0,3.0,,,,,,,,
136,jemerson,3,38,True,284,84263,2.74,Jemerson,Grêmio,1.3,7,0.12,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,Jemerson,5.25,Jemerson de Jesus Nascimento,,13,5.0,8.0,14.0,2.0,3.0,7.0,4.0,,1.0,1.0,,,,,,,,1.0,,
137,alisson,1,38,False,288,84266,1.58,Alisson,Criciúma,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,Alisson,2.95,Alisson Machado dos Santos,,6,2.0,,,,,1.0,,,,,,,,,18.0,7.0,,,,
138,fernando-sobral,4,38,False,1371,84428,2.88,Fernando Sobral,Cuiabá,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,F. Sobral,5.18,Fernando Pereira do Nascimento,,29,6.0,45.0,23.0,4.0,12.0,31.0,,,1.0,1.0,,1.0,,,,,,,,
139,lucas-romero,4,38,True,283,84558,2.61,Lucas Romero,Cruzeiro,2.1,7,0.21,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,L. Romero,4.9,Lucas Daniel Romero,,32,6.0,57.0,41.0,4.0,11.0,25.0,,,,,1.0,2.0,,,,,,,,
140,fellipe-mateus,4,38,False,288,84587,3.53,Fellipe Mateus,Criciúma,0.0,3,0.0,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,F. Mateus,6.35,Fellipe Mateus de Sena Araújo,,28,4.0,30.0,23.0,13.0,10.0,49.0,,,3.0,2.0,,,1.0,,,,,1.0,,
141,lucas-evangelista,4,38,True,280,84674,3.36,Lucas Evangelista,Bragantino,6.7,7,0.61,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,L. Evangelista,7.7,Lucas Evangelista Santana de Oliveira,,29,4.0,26.0,29.0,6.0,16.0,54.0,,,2.0,4.0,,2.0,2.0,,,,,,,
142,varela,2,38,True,262,84816,4.41,Varela,Flamengo,0.0,6,-1.99,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,Varela,5.89,Guillermo Varela Olivera,,17,1.0,19.0,9.0,2.0,2.0,18.0,7.0,,1.0,1.0,,,,,,,,,,
143,rafael-ratao,5,38,False,265,84918,1.99,Rafael Ratão,Bahia,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,R. Ratão,4.01,Rafael Rogério da Silva,,18,,6.0,9.0,4.0,4.0,5.0,,,1.0,1.0,,2.0,1.0,,,,,,,
144,marcos-felipe,1,38,False,265,85004,3.81,Marcos Felipe,Bahia,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,M. Felipe,7.17,Marcos Felipe de Freitas Monteiro,,31,2.0,1.0,1.0,,,5.0,9.0,,,,,,,,104.0,39.0,,,1.0,
145,oscar-romero,4,38,False,263,85034,3.4,Óscar Romero,Botafogo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,Ã. Romero,6.42,Óscar David Romero Villamayor,,19,5.0,21.0,12.0,8.0,3.0,16.0,,,1.0,,,4.0,,,,,,,,
146,memphis-depay,5,38,True,264,85048,6.85,Memphis Depay,Corinthians,10.1,7,1.16,https://s.sde.globo.com/media/person_role/2024/09/17/photo_FORMATO_bZqek6n.png,M. Depay,12.26,Memphis Depay,,10,3.0,5.0,5.0,6.0,7.0,13.0,,,5.0,3.0,,1.0,1.0,,,,,,,
147,alex-santana,4,38,True,264,85465,1.36,Alex Santana,Corinthians,3.6,6,0.4,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,A. Santana,3.46,Alex Paulo Menezes Santana,,15,4.0,13.0,14.0,2.0,7.0,10.0,,,,,,,,,,,,,,
148,leo,3,38,True,267,85626,2.36,Léo,Vasco,1.4,7,-0.91,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,Léo,3.91,Leonardo Pinheiro da Conceição,,29,2.0,31.0,25.0,2.0,2.0,14.0,6.0,,,1.0,,,,,,,,,,
149,ricardo-ryller,4,38,True,287,85856,2.8,Ricardo Ryller,Vitória,2.9,7,-0.24,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,R. Ryller,4.75,Ricardo Ryller Ribeiro Lino Silva,,19,,31.0,16.0,1.0,9.0,15.0,,,,,,1.0,,,,,,,,
150,hyoran,4,38,False,285,85931,1.38,Hyoran,Internacional,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,Hyoran,3.83,Hyoran Kaue Dalmoro,,10,,5.0,6.0,1.0,5.0,9.0,,,,1.0,,,,,,,,,,
151,bolasie,5,38,True,288,86292,4.95,Bolasie,Criciúma,0.9,6,-0.3,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,Bolasie,7.41,Yannick Bolasie,,31,4.0,16.0,35.0,24.0,28.0,24.0,,,8.0,13.0,,4.0,1.0,,,,,,,
152,caio-dantas,5,38,False,287,86362,0.0,Caio Dantas,Vitória,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,C. Dantas,3.0,Caio Henrique da Silva Dantas,,0,,,,,,,,,,,,,,,,,,,,
153,victor-luis,2,38,True,267,86410,4.38,Victor Luis,Vasco,1.8,6,-1.52,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,V. Luis,5.05,Victor Luis Chuab Zamblauskas,,10,3.0,16.0,12.0,1.0,,10.0,3.0,,1.0,,1.0,1.0,,,,,,,,
154,keno,5,38,True,266,86485,2.58,Keno,Fluminense,1.7,6,-0.47,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,Keno,5.25,Marcos da Silva França,,23,4.0,19.0,13.0,8.0,16.0,23.0,,,1.0,4.0,,,1.0,,,,,,,
155,jandrei,1,38,True,276,86508,3.77,Jandrei,São Paulo,4.0,7,0.57,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,Jandrei,6.3,Jandrei Chitolina Carniel,,13,,,,,,8.0,4.0,,,,,,,,41.0,16.0,,,,
156,rodrigo,3,38,True,288,86684,3.66,Rodrigo,Criciúma,7.1,7,0.36,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,Rodrigo,5.95,Rodrigo Fagundes de Freitas,,29,8.0,46.0,30.0,3.0,6.0,10.0,5.0,,3.0,2.0,,1.0,1.0,,,,,2.0,,
157,tche-tche,4,38,True,263,86686,0.95,Tchê Tchê,Botafogo,0.0,6,-0.26,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,T. Tchê,2.96,Danilo das Neves Pinheiro,,28,2.0,14.0,14.0,5.0,6.0,16.0,,,,,1.0,,,,,,,,,
158,jonathan,2,38,True,288,86713,1.86,Jonathan,Criciúma,0.9,7,-0.4,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,Jonathan,3.25,Jonathan Francisco Lemos,,15,2.0,20.0,10.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,
159,everton,5,38,False,262,86757,4.72,Everton,Flamengo,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,Everton,6.98,Everton Sousa Soares,,10,1.0,11.0,6.0,8.0,8.0,6.0,,,1.0,2.0,,2.0,,,,,,,,
160,matheus-rossetto,4,38,True,356,86766,1.49,Matheus Rossetto,Fortaleza,2.2,7,0.29,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,M. Rossetto,3.0,Matheus Rossetto,,21,3.0,27.0,16.0,,1.0,12.0,,,,,,,,,,,,,,
