,atletas.status_id,atletas.posicao_id,atletas.pontos_num,atletas.atleta_id,atletas.variacao_num,atletas.apelido,atletas.preco_num,atletas.apelido_abreviado,atletas.nome,atletas.slug,atletas.jogos_num,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.clube_id,atletas.media_num,atletas.rodada_id,atletas.foto,CA,DS,FC,FF,FS,I,SG,A,G,DE,GS,V,FD,FT,CV,PC,PS,DP,PP,GC
252,7,1,8.0,94044,0.22,John,8.0,John,John Victor Maciel Furtado,john,29,Botafogo,,True,263,4.8,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,2.0,,1.0,,3.0,,14.0,,,85.0,22.0,,,,,,,1.0,,
253,3,4,4.8,94067,-0.06,Matheus Fernandes,8.37,M. Fernandes,Matheus Fernandes Siqueira,matheus-fernandes,10,Bragantino,,True,280,4.98,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,3.0,27.0,12.0,5.0,9.0,,,1.0,1.0,,,,2.0,,,,,,,
254,3,5,-2.3,94138,-1.57,Felipe Vizeu,2.69,F. Vizeu,Felipe dos Reis Pereira Vizeu do Carmo,felipe-vizeu,11,Criciúma,,True,288,1.79,32,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,1.0,1.0,3.0,2.0,7.0,1.0,,,2.0,,,,2.0,,1.0,,,,,
255,5,4,0.0,94154,0.0,Maycon,4.65,Maycon,Maycon de Andrade Barberan,maycon,2,Corinthians,,False,264,0.2,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
256,6,4,2.5,94509,-1.1,Raphael Veiga,11.34,R. Veiga,Raphael Cavalcante Veiga,raphael-veiga,28,Palmeiras,,True,275,6.12,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,3.0,19.0,13.0,33.0,40.0,4.0,,3.0,9.0,,,,22.0,1.0,1.0,,,,1.0,
257,5,5,0.0,94583,0.0,Pedro,13.93,Pedro,Pedro Guilherme Abreu dos Santos,pedro,21,Flamengo,,False,262,7.9,32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,3.0,15.0,14.0,11.0,25.0,3.0,,5.0,11.0,,,,15.0,2.0,,,1.0,,1.0,
258,6,4,0.0,94786,0.0,Jhegson Méndez,4.0,J. Méndez,Jhegson Sebastián Méndez Carabalí,jhegson-mendez,0,São Paulo,,False,276,0.0,32,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,,,,,,,,,,,,,,,,,,,,
259,6,4,0.0,94845,0.0,Battaglia,2.36,Battaglia,Rodrigo Andrés Battaglia,battaglia,20,Atlético-MG,,False,282,1.11,32,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,3.0,20.0,26.0,3.0,12.0,,,,,,,,3.0,1.0,2.0,,,,,
260,7,4,2.4,94931,-0.42,Lucas Fernandes,4.07,L. Fernandes,Lucas Fernandes da Silva,lucas-fernandes,18,Cuiabá,,True,1371,2.22,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,2.0,12.0,10.0,5.0,15.0,,,1.0,1.0,,,,5.0,,,,,,,
261,7,2,5.6,94968,-0.04,Juninho Capixaba,10.33,J. Capixaba,Luis Antônio da Rocha Júnior,juninho-capixaba,17,Bragantino,,True,280,4.99,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,3.0,48.0,23.0,3.0,25.0,1.0,4.0,,,,,,2.0,,,,,,,
262,6,5,0.0,95131,-0.18,Gabriel Taliari,3.25,G. Taliari,Gabriel Pereira Taliari,gabriel-taliari,15,Juventude,,True,286,2.07,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,,3.0,7.0,2.0,20.0,4.0,,2.0,,,,,2.0,2.0,,,,,,
263,7,4,2.7,95464,-1.25,Gregore,4.44,Gregore,Gregore de Magalhães da Silva,gregore,27,Botafogo,,True,263,2.86,32,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,7.0,63.0,80.0,3.0,13.0,1.0,,2.0,1.0,,,,4.0,,,,1.0,,,
264,7,2,5.5,95466,0.44,Igor Vinícius,6.33,I. Vinícius,Igor Vinícius de Souza,igor-vinicius,24,São Paulo,,True,276,4.06,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,3.0,35.0,14.0,1.0,29.0,1.0,8.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,1.0
265,6,4,1.1,95556,-0.41,Raniele,6.09,Raniele,Raniele Almeida Melo,raniele,27,Corinthians,,True,264,3.32,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,7.0,61.0,28.0,7.0,25.0,1.0,,,,,,,8.0,1.0,,,1.0,,,
266,7,2,0.0,95738,0.0,Trauco,3.73,Trauco,Miguel Ángel Trauco Saavedra,trauco,18,Criciúma,,False,288,1.6,32,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,2.0,13.0,12.0,5.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,
267,7,3,0.9,95878,0.07,Tobias Figueiredo,1.87,T. Figueiredo,Tobias Pereira Figueiredo,tobias-figueiredo,17,Criciúma,,True,288,0.99,32,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,4.0,10.0,14.0,2.0,7.0,,2.0,,,,,,1.0,,,,,,,1.0
268,6,4,2.9,96089,0.22,Machado,2.63,Machado,Luiz Filipe da Rosa Machado - Felipe,machado,18,Vitória,,True,287,1.34,32,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_lcvtaws.png,4.0,15.0,14.0,2.0,10.0,1.0,,,,,,,4.0,1.0,,,,,,
269,6,4,0.0,96340,0.0,Lima,7.73,Lima,Vinicius Moreira de Lima,lima,21,Fluminense,,False,266,3.36,32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,3.0,20.0,15.0,13.0,36.0,,,,3.0,,,,2.0,1.0,1.0,1.0,,,,
270,7,4,0.0,96342,0.0,Charles,5.83,Charles,Charles Rigon Mattos,charles,10,Corinthians,,False,264,3.41,32,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_B0JwXGp.png,4.0,29.0,10.0,2.0,5.0,2.0,,,,,,,2.0,,,,,,,
271,7,4,2.2,96610,-0.09,Matheus Pereira,9.27,M. Pereira,Matheus Fellipe Costa Pereira,matheus-pereira,27,Cruzeiro,,True,283,5.58,32,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,8.0,16.0,25.0,24.0,74.0,7.0,,6.0,5.0,,,,13.0,2.0,,,,,,
272,6,4,0.0,96614,0.0,Maxime Dominguez,4.64,M. Dominguez,Maxime Dominguez,maxime-dominguez,3,Vasco,,False,267,1.83,32,https://s.sde.globo.com/media/person_role/2024/09/09/photo_FORMATO_yW5iRUR.png,1.0,5.0,5.0,,4.0,,,,,,,,,,,,,,,
273,6,4,-1.7,96652,-0.53,Allan,3.17,Allan,Allan Rodrigues de Souza,allan,23,Flamengo,,True,262,1.24,32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,5.0,27.0,27.0,3.0,14.0,,,,,,,,3.0,,1.0,1.0,,,,
274,6,6,2.77,96673,-0.26,Gabriel Milito,8.19,G. Milito,Gabriel Alejandro Milito,gabriel-milito,30,Atlético-MG,,True,282,4.66,32,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,,,,,,,,,,,,9.0,,,,,,,,
275,6,2,2.4,96725,-0.53,Saravia,6.9,Saravia,Renzo Saravia,saravia,24,Atlético-MG,,True,282,4.06,32,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,2.0,55.0,34.0,3.0,24.0,1.0,5.0,,,,,,2.0,1.0,,1.0,,,,
276,5,3,0.0,96793,0.0,Camutanga,2.34,Camutanga,Cleidson Andrade da Souza Silva,camutanga,4,Vitória,,False,287,0.63,32,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,1.0,3.0,3.0,2.0,2.0,,,,,,,,1.0,,1.0,,,,,
277,5,5,0.0,96831,0.0,Carlinhos,2.48,Carlinhos,Carlos Moisés de Lima,carlinhos,13,Flamengo,,False,262,1.57,32,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,2.0,3.0,8.0,5.0,2.0,4.0,,,2.0,,,,3.0,,1.0,,,,,
278,6,2,0.0,97133,-1.0,Dudu,2.74,Dudu,Luís Eduardo Marques dos Santos,dudu,10,Criciúma,,True,288,1.56,32,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_k6f9iFp.png,1.0,4.0,5.0,,2.0,1.0,2.0,,,,,,2.0,,,,,,,
279,6,4,0.0,97145,0.0,Villasanti,9.68,Villasanti,Mathías Adalberto Villasanti Rolón,villasanti,19,Grêmio,,False,284,4.38,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,3.0,49.0,31.0,2.0,21.0,,,1.0,2.0,,,,3.0,,,,,,,
280,6,5,8.5,97245,1.39,Janderson,5.32,Janderson,Janderson Santos de Souza,janderson,13,Atlético-GO,,True,373,2.92,32,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,3.0,11.0,16.0,5.0,19.0,,,,2.0,,,,5.0,,1.0,,,,,
281,7,6,2.46,97341,-0.54,Rogério Ceni,8.87,R. Ceni,Rogério Mücke Ceni,rogerio-ceni,30,Bahia,,True,265,5.01,32,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,,,,,,,,,,,,12.0,,,,,,,,
282,7,5,0.0,97450,0.0,Gustavo Mosquito,4.43,G. Mosquito,Gustavo Henric da Silva,gustavo-mosquito,17,Vitória,,False,287,2.67,32,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_t7r0bPE.png,3.0,10.0,9.0,4.0,14.0,1.0,,2.0,2.0,,,,,1.0,,,,,,
283,6,2,0.0,97468,0.0,Marçal,7.42,Marçal,Fernando Marçal de Oliveira,marcal,14,Botafogo,,False,263,5.07,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,5.0,25.0,20.0,3.0,13.0,1.0,7.0,,1.0,,,,1.0,,,1.0,,,,
284,6,4,0.5,97520,-0.04,Shaylon,4.2,Shaylon,Shaylon Kallyson Cardozo - Cardoso,shaylon,29,Atlético-GO,,True,373,2.02,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,2.0,15.0,12.0,17.0,5.0,,,1.0,2.0,,,,8.0,1.0,,,,,1.0,
285,2,2,-0.3,97522,-0.33,Willean Lepo,4.46,W. Lepo,William Bernardo Willemen - Willeam Lepu,willean-lepo,22,Vitória,,True,287,3.0,32,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,3.0,41.0,15.0,3.0,17.0,2.0,2.0,,,,,,3.0,,,,,,,
286,7,3,7.1,97642,0.16,Félix Torres,6.92,F. Torres,Félix Eduardo Torres Caicedo,felix-torres,21,Corinthians,,True,264,2.92,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,3.0,25.0,25.0,1.0,4.0,2.0,7.0,,,,,,1.0,1.0,,,,,,
287,6,3,0.0,97653,0.0,Murilo,10.42,Murilo,Murilo Cerqueira Paim,murilo,21,Palmeiras,,False,275,4.13,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,4.0,19.0,27.0,8.0,5.0,1.0,12.0,,1.0,,,,2.0,,1.0,,,,,
288,7,5,0.0,97810,0.0,Erick,4.33,Erick,Erick de Arruda Serafim,erick,17,São Paulo,,False,276,2.06,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,3.0,8.0,10.0,5.0,14.0,,,2.0,1.0,,,,3.0,,,1.0,,,,
289,6,3,0.0,97867,0.0,Léo Ortiz,7.12,L. Ortiz,Leonardo Rech Ortiz,leo-ortiz,21,Flamengo,,False,262,3.34,32,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,2.0,24.0,10.0,5.0,4.0,,5.0,2.0,,,,,2.0,1.0,,,,,,
290,6,2,0.0,97868,0.0,Iago,5.12,Iago,Iago Amaral Borduchi,iago,12,Bahia,,False,265,2.8,32,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,,6.0,4.0,2.0,7.0,,4.0,,,,,,2.0,,,,,,,
291,6,3,6.2,97900,0.43,Vitão,5.67,Vitão,Vitor Eduardo da Silva Matos,vitao,20,Internacional,,True,285,3.16,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,3.0,16.0,16.0,6.0,7.0,,8.0,,,,,,3.0,,,,,,,
292,7,4,0.0,97908,0.0,Luís Oyama,3.95,L. Oyama,Luís Felipe Oyama,luis-oyama,14,Juventude,,False,286,2.27,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,1.0,10.0,6.0,2.0,5.0,,,,2.0,,,,2.0,,,,,,,
293,7,4,2.5,98022,-0.93,Erick,7.34,Erick,Erick Luis Conrado de Carvalho,erick,28,Athlético-PR,,True,293,4.36,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,1.0,57.0,28.0,20.0,23.0,1.0,,1.0,2.0,,,,7.0,2.0,,,,,,
294,6,5,0.0,98225,0.0,Pedro Raul,2.6,P. Raul,Pedro Raul Garay da Silva,pedro-raul,17,Corinthians,,False,264,1.24,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,2.0,12.0,10.0,4.0,8.0,2.0,,,,,,,4.0,,,,,,,
295,7,3,0.0,98280,0.0,Bastos,6.28,Bastos,Bartolomeu Jacinto Quissanga,bastos,28,Botafogo,,False,263,4.07,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,6.0,24.0,30.0,10.0,6.0,2.0,13.0,,3.0,,,,1.0,,,1.0,,,,
296,7,3,-1.1,98484,-0.34,Kanu,2.9,Kanu,Victor Hugo Soares dos Santos,kanu,24,Bahia,,True,265,1.84,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,11.0,10.0,28.0,,23.0,,8.0,,,,,,1.0,,,1.0,,,,
297,3,4,2.3,98517,0.19,Jean Lucas,6.99,J. Lucas,Jean Lucas de Souza Oliveira,jean-lucas,29,Bahia,,True,265,4.18,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,6.0,36.0,38.0,27.0,40.0,2.0,,4.0,2.0,,,,15.0,,,,,,,
298,7,3,13.5,98619,1.93,Kuscevic,6.95,Kuscevic,Benjamín Kuščević Jaramillo,kuscevic,17,Fortaleza,,True,356,3.83,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,3.0,16.0,9.0,4.0,4.0,2.0,6.0,,2.0,,,,3.0,,1.0,,,,,
299,7,5,13.0,98672,1.53,Savarino,8.34,Savarino,Jefferson David Savarino Quintero,savarino,23,Botafogo,,True,263,4.24,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,3.0,2.0,9.0,8.0,5.0,3.0,,6.0,5.0,,,,16.0,1.0,,,,,,
300,3,5,3.1,98909,0.23,Cuello,5.69,Cuello,Tomás Esteban Cuello,cuello,25,Athlético-PR,,True,293,3.3,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,3.0,21.0,15.0,12.0,22.0,5.0,,3.0,1.0,,,,13.0,2.0,,,,,,
301,5,2,0.0,98974,0.0,Viña,4.63,Viña,Matías Nicolás Viña Susperreguy,vina,9,Flamengo,,False,262,1.39,32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,1.0,5.0,4.0,2.0,2.0,,1.0,,,,,,1.0,,,,,,,
302,6,3,11.4,98975,2.09,Rogel,6.44,Rogel,Agustín Maximiliano Rogel Paita,rogel,6,Internacional,,True,285,4.12,32,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_RuLD9HB.png,,4.0,6.0,2.0,3.0,,2.0,1.0,,,,,3.0,,,,,,,
303,7,5,2.5,99198,-0.58,Vegetti,11.33,Vegetti,Pablo Vegetti,vegetti,28,Vasco,,True,267,5.93,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,5.0,16.0,29.0,36.0,58.0,20.0,,1.0,9.0,,,,23.0,2.0,,,2.0,,2.0,
304,7,2,0.5,99213,-0.96,Puma Rodríguez,3.82,P. Rodríguez,José Luis Rodríguez Bebanz,puma-rodriguez,16,Vasco,,True,267,2.53,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,,16.0,2.0,5.0,3.0,,2.0,1.0,,,,,1.0,,,,,,,
305,5,4,0.0,99228,0.0,De la Cruz,11.93,D. Cruz,Diego Nicolás de la Cruz Arcosa,de-la-cruz,12,Flamengo,,False,262,6.65,32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,1.0,23.0,14.0,8.0,32.0,,,2.0,2.0,,,,5.0,1.0,,,,,,
306,6,4,2.7,99234,0.25,Gonzalo Freitas,5.0,G. Freitas,Gonzalo Gastón Freitas Silva,gonzalo-freitas,9,Atlético-GO,,True,373,2.66,32,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_uebM1kx.png,5.0,17.0,14.0,5.0,7.0,,,,,,,,6.0,,,2.0,,,,
307,6,4,-0.4,99267,-0.26,Pochettino,7.13,Pochettino,Tomás Pochettino,pochettino,25,Fortaleza,,True,356,4.18,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,4.0,23.0,16.0,8.0,15.0,4.0,,6.0,5.0,,,,5.0,,,1.0,1.0,,1.0,
308,7,3,6.7,99274,0.35,Alexander Barboza,5.79,A. Barboza,Alexander Nahuel Barboza Ullúa,alexander-barboza,22,Botafogo,,True,263,4.09,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,7.0,26.0,33.0,9.0,3.0,1.0,12.0,1.0,,,,,5.0,,1.0,1.0,,,,
309,5,5,0.0,99316,0.0,Dinenno,7.98,Dinenno,Juan Ignacio Dinenno de Cara,dinenno,6,Cruzeiro,,False,283,4.95,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,1.0,1.0,1.0,1.0,3.0,1.0,,,3.0,,,,3.0,,,,,,,
310,7,6,9.82,99366,0.7,Luis Zubeldía,10.22,L. Zubeldía,Luis Francisco Zubeldía,luis-zubeldia,29,São Paulo,,True,276,5.3,32,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_FZ4aNBC.png,,,,,,,,,,,,15.0,,,,,,,,
311,6,3,0.0,99387,-0.36,Robert Rojas,2.85,R. Rojas,Robert Samuel Rojas Chávez,robert-rojas,6,Vasco,,True,267,1.53,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,,4.0,2.0,,,,1.0,,,,,,,,,,,,,
312,6,5,0.8,99392,-2.09,Michael,9.8,Michael,Michael Richard Delgado de Oliveira,michael,5,Flamengo,,True,262,5.38,32,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_iwCejip.png,,2.0,,3.0,3.0,,,,2.0,,,,3.0,,,,1.0,,,
313,7,4,4.7,99440,-0.19,Baralhas,6.35,Baralhas,Gabriel Baralhas dos Santos,baralhas,26,Atlético-GO,,True,373,4.46,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,7.0,53.0,22.0,15.0,27.0,2.0,,3.0,1.0,,,,14.0,,,,1.0,,,
314,6,1,9.0,99552,1.28,Rossi,6.38,Rossi,Agustín Daniel Rossi,rossi,29,Flamengo,,True,262,2.86,32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,1.0,,,,5.0,,6.0,,,70.0,33.0,,,,,,,2.0,,
315,7,2,5.2,99623,0.45,Guilherme Romão,4.99,G. Romão,Guilherme Kennedy Romão,guilherme-romao,24,Atlético-GO,,True,373,3.27,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,5.0,14.0,18.0,14.0,36.0,4.0,3.0,3.0,1.0,,,,7.0,,1.0,,,,,
316,6,4,0.0,99815,0.0,Arias,12.73,Arias,Jhon Adolfo Arias Andrade,arias,19,Fluminense,,False,266,6.76,32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,4.0,32.0,22.0,17.0,50.0,2.0,,1.0,5.0,,,,12.0,1.0,,,,,,
317,6,5,0.0,99818,0.0,Paulinho,10.12,Paulinho,Paulo Henrique Sampaio Filho,paulinho,21,Atlético-MG,,False,282,4.53,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,3.0,20.0,10.0,8.0,14.0,8.0,,1.0,6.0,,,,11.0,,1.0,,1.0,,,
318,7,3,7.4,99889,0.73,Alan Franco,6.86,A. Franco,Alan Javier Franco,alan-franco,21,São Paulo,,True,276,3.12,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,6.0,22.0,15.0,4.0,5.0,1.0,9.0,1.0,,,,,,,1.0,,,,,1.0
319,6,5,0.0,100076,0.0,Carrillo,4.15,Carrillo,Ronie Edmundo Carrillo Morales,carrillo,10,Juventude,,False,286,2.3,32,https://s.sde.globo.com/media/person_role/2024/07/12/photo_FORMATO_lgqGgyh.png,,7.0,6.0,4.0,6.0,2.0,,,1.0,,,,2.0,,,,,,,
320,6,4,0.5,100079,-0.14,Zaracho,6.9,Zaracho,Federico Matías Javier Zaracho,zaracho,14,Atlético-MG,,True,282,3.04,32,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,1.0,15.0,11.0,5.0,13.0,1.0,,,2.0,,,,2.0,,,,,,,
321,6,4,0.0,100084,0.0,Igor Gomes,5.13,I. Gomes,Igor Silveira Gomes,igor-gomes,18,Atlético-MG,,False,282,3.11,32,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,6.0,18.0,18.0,5.0,21.0,,,3.0,1.0,,,,3.0,2.0,,1.0,,,,
322,6,4,0.0,100085,0.0,Pedro Augusto,2.78,P. Augusto,Pedro Augusto Borges da Costa,pedro-augusto,26,Fortaleza,,False,356,1.47,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,8.0,31.0,29.0,1.0,21.0,,,1.0,,,,,2.0,,,1.0,,,,
323,7,5,11.0,100652,0.57,Yuri Alberto,9.35,Y. Alberto,Yuri Alberto Monteiro da Silva,yuri-alberto,24,Corinthians,,True,264,6.1,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,6.0,13.0,28.0,20.0,35.0,13.0,,4.0,9.0,,,,15.0,2.0,1.0,,,,,
324,7,4,3.6,100742,0.26,Matheus Henrique,7.1,M. Henrique,Matheus Henrique de Souza,matheus-henrique,13,Cruzeiro,,True,283,4.24,32,https://s.sde.globo.com/media/person_role/2024/06/25/photo_220x220_gfmexdE.png,4.0,21.0,13.0,10.0,18.0,,,,2.0,,,,4.0,,,,,,,
325,6,4,0.9,100761,-1.11,Liziero,4.22,Liziero,Igor Matheus Liziero Pereira,liziero,8,São Paulo,,True,276,2.79,32,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,1.0,11.0,9.0,2.0,4.0,,,,1.0,,,,1.0,,,,,,,
326,6,1,0.0,100830,0.0,Brenno,4.0,Brenno,Brenno Oliveira Fraga Costa,brenno,0,Grêmio,,False,284,0.0,32,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,,,,,,,,,,,,,,,,,,,,
327,6,3,0.0,100842,0.0,Ruan,8.74,Ruan,Ruan Tressoldi Netto,ruan,3,São Paulo,,False,276,5.67,32,https://s.sde.globo.com/media/person_role/2024/08/20/photo_FORMATO_S9vlZEa.png,,6.0,5.0,1.0,1.0,,2.0,,,,,,,,,,,,,
328,3,2,6.3,100846,-0.32,Lucas Esteves,4.95,L. Esteves,Lucas Esteves de Souza,lucas-esteves,28,Vitória,,True,287,3.71,32,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,9.0,36.0,31.0,15.0,21.0,7.0,4.0,4.0,1.0,,,,4.0,1.0,,,1.0,,,
329,6,3,0.0,100848,0.0,Luan Cândido,5.05,L. Cândido,Luan Cândido de Almeida,luan-candido,21,Bragantino,,False,280,2.91,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,4.0,29.0,33.0,12.0,6.0,2.0,3.0,,1.0,,,,4.0,,,,,,,
330,7,2,5.1,100898,-0.58,Vitinho,8.9,Vitinho,Victor Alexander da Silva,vitinho,6,Botafogo,,True,263,6.35,32,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_DbahnIn.png,,11.0,6.0,1.0,6.0,1.0,4.0,,,,,,,1.0,,,,,,
331,6,4,2.4,100969,0.25,Ronald Lopes,3.98,R. Lopes,Ronald dos Santos Lopes,ronald-lopes,21,Criciúma,,True,288,2.12,32,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,3.0,27.0,26.0,4.0,15.0,,,2.0,,,,,2.0,,,,,,,
332,7,5,3.2,100976,-0.37,Derek,3.45,Derek,Derek Freitas Ribeiro,derek,20,Atlético-GO,,True,373,1.73,32,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,2.0,12.0,16.0,7.0,9.0,1.0,,,2.0,,,,4.0,1.0,1.0,,,,1.0,
333,6,4,0.0,100987,0.0,Nonato,3.02,Nonato,Gustavo Nonato Santana,nonato,7,Fluminense,,False,266,0.8,32,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,1.0,3.0,1.0,1.0,5.0,,,,,,,,,,,,,,,
334,6,5,7.9,101002,1.0,Júnior Santos,8.38,J. Santos,José Antonio dos Santos Júnior,junior-santos,19,Botafogo,,True,263,4.23,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,2.0,8.0,16.0,14.0,15.0,17.0,,2.0,4.0,,,,13.0,1.0,,,,,,
335,2,2,6.8,101130,0.87,Jamal Lewis,6.14,J. Lewis,Jamal Piaras Lewis,jamal-lewis,5,São Paulo,,True,276,2.54,32,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_bRSIQCY.png,,3.0,3.0,,,,2.0,,,,,,,,,,,,,
